INFO,SDATE,DISCHARGE
HARP INFLOW #6A,6/2/1996 0:00:00,0.56
HARP INFLOW #6A,6/3/1996 0:00:00,0.58
HARP INFLOW #6A,6/4/1996 0:00:00,0.66
HARP INFLOW #6A,6/5/1996 0:00:00,2.34
HARP INFLOW #6A,6/6/1996 0:00:00,2.27
HARP INFLOW #6A,6/7/1996 0:00:00,3.22
HARP INFLOW #6A,6/8/1996 0:00:00,2.93
HARP INFLOW #6A,6/9/1996 0:00:00,2.24
HARP INFLOW #6A,6/10/1996 0:00:00,1.85
HARP INFLOW #6A,6/11/1996 0:00:00,1.5
HARP INFLOW #6A,6/12/1996 0:00:00,1.19
HARP INFLOW #6A,6/13/1996 0:00:00,1.01
HARP INFLOW #6A,6/14/1996 0:00:00,0.73
HARP INFLOW #6A,6/15/1996 0:00:00,0.57
HARP INFLOW #6A,6/16/1996 0:00:00,0.44
HARP INFLOW #6A,6/17/1996 0:00:00,0.34
HARP INFLOW #6A,6/18/1996 0:00:00,0.27
HARP INFLOW #6A,6/19/1996 0:00:00,0.3
HARP INFLOW #6A,6/20/1996 0:00:00,0.7
HARP INFLOW #6A,6/21/1996 0:00:00,0.77
HARP INFLOW #6A,6/22/1996 0:00:00,2.24
HARP INFLOW #6A,6/23/1996 0:00:00,2.11
HARP INFLOW #6A,6/24/1996 0:00:00,1.32
HARP INFLOW #6A,6/25/1996 0:00:00,0.94
HARP INFLOW #6A,6/26/1996 0:00:00,0.63
HARP INFLOW #6A,6/27/1996 0:00:00,0.5
HARP INFLOW #6A,6/28/1996 0:00:00,0.37
HARP INFLOW #6A,6/29/1996 0:00:00,0.45
HARP INFLOW #6A,6/30/1996 0:00:00,0.67
HARP INFLOW #6A,7/1/1996 0:00:00,0.5
HARP INFLOW #6A,7/2/1996 0:00:00,0.74
HARP INFLOW #6A,7/3/1996 0:00:00,4.47
HARP INFLOW #6A,7/4/1996 0:00:00,3.15
HARP INFLOW #6A,7/5/1996 0:00:00,1.66
HARP INFLOW #6A,7/6/1996 0:00:00,1.13
HARP INFLOW #6A,7/7/1996 0:00:00,0.82
HARP INFLOW #6A,7/8/1996 0:00:00,0.66
HARP INFLOW #6A,7/9/1996 0:00:00,0.58
HARP INFLOW #6A,7/10/1996 0:00:00,0.48
HARP INFLOW #6A,7/11/1996 0:00:00,0.34
HARP INFLOW #6A,7/12/1996 0:00:00,0.27
HARP INFLOW #6A,7/13/1996 0:00:00,0.5
HARP INFLOW #6A,7/14/1996 0:00:00,0.73
HARP INFLOW #6A,7/15/1996 0:00:00,3.61
HARP INFLOW #6A,7/16/1996 0:00:00,2.86
HARP INFLOW #6A,7/17/1996 0:00:00,1.54
HARP INFLOW #6A,7/18/1996 0:00:00,1.11
HARP INFLOW #6A,7/19/1996 0:00:00,11.5
HARP INFLOW #6A,7/20/1996 0:00:00,6.83
HARP INFLOW #6A,7/21/1996 0:00:00,3.04
HARP INFLOW #6A,7/22/1996 0:00:00,1.82
HARP INFLOW #6A,7/23/1996 0:00:00,1.34
HARP INFLOW #6A,7/24/1996 0:00:00,1.29
HARP INFLOW #6A,7/25/1996 0:00:00,2.71
HARP INFLOW #6A,7/26/1996 0:00:00,1.83
HARP INFLOW #6A,7/27/1996 0:00:00,1.28
HARP INFLOW #6A,7/28/1996 0:00:00,0.89
HARP INFLOW #6A,7/29/1996 0:00:00,0.64
HARP INFLOW #6A,7/30/1996 0:00:00,1.37
HARP INFLOW #6A,7/31/1996 0:00:00,1.66
HARP INFLOW #6A,8/1/1996 0:00:00,1.41
HARP INFLOW #6A,8/2/1996 0:00:00,1.38
HARP INFLOW #6A,8/3/1996 0:00:00,1.19
HARP INFLOW #6A,8/4/1996 0:00:00,0.97
HARP INFLOW #6A,8/5/1996 0:00:00,0.7
HARP INFLOW #6A,8/6/1996 0:00:00,0.53
HARP INFLOW #6A,8/7/1996 0:00:00,0.68
HARP INFLOW #6A,8/8/1996 0:00:00,0.59
HARP INFLOW #6A,8/9/1996 0:00:00,0.43
HARP INFLOW #6A,8/10/1996 0:00:00,0.27
HARP INFLOW #6A,8/11/1996 0:00:00,0.21
HARP INFLOW #6A,8/12/1996 0:00:00,0.16
HARP INFLOW #6A,8/13/1996 0:00:00,0.14
HARP INFLOW #6A,8/14/1996 0:00:00,0.11
HARP INFLOW #6A,8/15/1996 0:00:00,0.12
HARP INFLOW #6A,8/16/1996 0:00:00,0.11
HARP INFLOW #6A,8/17/1996 0:00:00,0.08
HARP INFLOW #6A,8/18/1996 0:00:00,0.06
HARP INFLOW #6A,8/19/1996 0:00:00,0.04
HARP INFLOW #6A,8/20/1996 0:00:00,0.15
HARP INFLOW #6A,8/21/1996 0:00:00,0.22
HARP INFLOW #6A,8/22/1996 0:00:00,0.22
HARP INFLOW #6A,8/23/1996 0:00:00,0.33
HARP INFLOW #6A,8/24/1996 0:00:00,0.2
HARP INFLOW #6A,8/25/1996 0:00:00,0.14
HARP INFLOW #6A,8/26/1996 0:00:00,0.12
HARP INFLOW #6A,8/27/1996 0:00:00,0.09
HARP INFLOW #6A,8/28/1996 0:00:00,0.06
HARP INFLOW #6A,8/29/1996 0:00:00,0.04
HARP INFLOW #6A,8/30/1996 0:00:00,0.03
HARP INFLOW #6A,8/31/1996 0:00:00,0.03
HARP INFLOW #6A,9/1/1996 0:00:00,0.03
HARP INFLOW #6A,9/2/1996 0:00:00,0.02
HARP INFLOW #6A,9/3/1996 0:00:00,0.01
HARP INFLOW #6A,9/4/1996 0:00:00,0
HARP INFLOW #6A,9/5/1996 0:00:00,0
HARP INFLOW #6A,9/6/1996 0:00:00,0
HARP INFLOW #6A,9/7/1996 0:00:00,0
HARP INFLOW #6A,9/8/1996 0:00:00,0
HARP INFLOW #6A,9/9/1996 0:00:00,0
HARP INFLOW #6A,9/10/1996 0:00:00,0
HARP INFLOW #6A,9/11/1996 0:00:00,0
HARP INFLOW #6A,9/12/1996 0:00:00,0
HARP INFLOW #6A,9/13/1996 0:00:00,0.75
HARP INFLOW #6A,9/14/1996 0:00:00,3.28
HARP INFLOW #6A,9/15/1996 0:00:00,1.89
HARP INFLOW #6A,9/16/1996 0:00:00,1.1
HARP INFLOW #6A,9/17/1996 0:00:00,0.69
HARP INFLOW #6A,9/18/1996 0:00:00,0.45
HARP INFLOW #6A,9/19/1996 0:00:00,0.25
HARP INFLOW #6A,9/20/1996 0:00:00,0.2
HARP INFLOW #6A,9/21/1996 0:00:00,0.15
HARP INFLOW #6A,9/22/1996 0:00:00,0.12
HARP INFLOW #6A,9/23/1996 0:00:00,0.07
HARP INFLOW #6A,9/24/1996 0:00:00,0.08
HARP INFLOW #6A,9/25/1996 0:00:00,0.13
HARP INFLOW #6A,9/26/1996 0:00:00,0.11
HARP INFLOW #6A,9/27/1996 0:00:00,0.2
HARP INFLOW #6A,9/28/1996 0:00:00,2.13
HARP INFLOW #6A,9/29/1996 0:00:00,3.4
HARP INFLOW #6A,9/30/1996 0:00:00,3.21
HARP INFLOW #6A,10/1/1996 0:00:00,2.04
HARP INFLOW #6A,10/2/1996 0:00:00,1.43
HARP INFLOW #6A,10/3/1996 0:00:00,1.26
HARP INFLOW #6A,10/4/1996 0:00:00,0.98
HARP INFLOW #6A,10/5/1996 0:00:00,0.75
HARP INFLOW #6A,10/6/1996 0:00:00,0.63
HARP INFLOW #6A,10/7/1996 0:00:00,0.56
HARP INFLOW #6A,10/8/1996 0:00:00,0.61
HARP INFLOW #6A,10/9/1996 0:00:00,0.59
HARP INFLOW #6A,10/10/1996 0:00:00,0.56
HARP INFLOW #6A,10/11/1996 0:00:00,0.49
HARP INFLOW #6A,10/12/1996 0:00:00,0.47
HARP INFLOW #6A,10/13/1996 0:00:00,0.45
HARP INFLOW #6A,10/14/1996 0:00:00,0.42
HARP INFLOW #6A,10/15/1996 0:00:00,0.33
HARP INFLOW #6A,10/16/1996 0:00:00,0.32
HARP INFLOW #6A,10/17/1996 0:00:00,0.31
HARP INFLOW #6A,10/18/1996 0:00:00,0.36
HARP INFLOW #6A,10/19/1996 0:00:00,1.43
HARP INFLOW #6A,10/20/1996 0:00:00,1.47
HARP INFLOW #6A,10/21/1996 0:00:00,1.2
HARP INFLOW #6A,10/22/1996 0:00:00,1.01
HARP INFLOW #6A,10/23/1996 0:00:00,0.95
HARP INFLOW #6A,10/24/1996 0:00:00,1.75
HARP INFLOW #6A,10/25/1996 0:00:00,2.68
HARP INFLOW #6A,10/26/1996 0:00:00,2.42
HARP INFLOW #6A,10/27/1996 0:00:00,1.99
HARP INFLOW #6A,10/28/1996 0:00:00,1.59
HARP INFLOW #6A,10/29/1996 0:00:00,1.34
HARP INFLOW #6A,10/30/1996 0:00:00,3.72
HARP INFLOW #6A,10/31/1996 0:00:00,7.63
HARP INFLOW #6A,11/1/1996 0:00:00,5.54
HARP INFLOW #6A,11/2/1996 0:00:00,4.05
HARP INFLOW #6A,11/3/1996 0:00:00,3.06
HARP INFLOW #6A,11/4/1996 0:00:00,2.69
HARP INFLOW #6A,11/5/1996 0:00:00,3.41
HARP INFLOW #6A,11/6/1996 0:00:00,3.86
HARP INFLOW #6A,11/7/1996 0:00:00,10.7
HARP INFLOW #6A,11/8/1996 0:00:00,28
HARP INFLOW #6A,11/9/1996 0:00:00,10.4
HARP INFLOW #6A,11/10/1996 0:00:00,5.88
HARP INFLOW #6A,11/11/1996 0:00:00,4.43
HARP INFLOW #6A,11/12/1996 0:00:00,3.44
HARP INFLOW #6A,11/13/1996 0:00:00,2.57
HARP INFLOW #6A,11/14/1996 0:00:00,2.31
HARP INFLOW #6A,11/15/1996 0:00:00,1.84
HARP INFLOW #6A,11/16/1996 0:00:00,1.71
HARP INFLOW #6A,11/17/1996 0:00:00,1.85
HARP INFLOW #6A,11/18/1996 0:00:00,3.41
HARP INFLOW #6A,11/19/1996 0:00:00,3.8
HARP INFLOW #6A,11/20/1996 0:00:00,3.13
HARP INFLOW #6A,11/21/1996 0:00:00,2.46
HARP INFLOW #6A,11/22/1996 0:00:00,2.08
HARP INFLOW #6A,11/23/1996 0:00:00,1.85
HARP INFLOW #6A,11/24/1996 0:00:00,1.47
HARP INFLOW #6A,11/25/1996 0:00:00,1.36
HARP INFLOW #6A,11/26/1996 0:00:00,1.36
HARP INFLOW #6A,11/27/1996 0:00:00,1.27
HARP INFLOW #6A,11/28/1996 0:00:00,1.18
HARP INFLOW #6A,11/29/1996 0:00:00,1.16
HARP INFLOW #6A,11/30/1996 0:00:00,1.17
HARP INFLOW #6A,12/1/1996 0:00:00,2.55
HARP INFLOW #6A,12/2/1996 0:00:00,4.94
HARP INFLOW #6A,12/3/1996 0:00:00,4.14
HARP INFLOW #6A,12/4/1996 0:00:00,3.28
HARP INFLOW #6A,12/5/1996 0:00:00,2.68
HARP INFLOW #6A,12/6/1996 0:00:00,2.36
HARP INFLOW #6A,12/7/1996 0:00:00,2.2
HARP INFLOW #6A,12/8/1996 0:00:00,2.13
HARP INFLOW #6A,12/9/1996 0:00:00,1.89
HARP INFLOW #6A,12/10/1996 0:00:00,1.71
HARP INFLOW #6A,12/11/1996 0:00:00,1.58
HARP INFLOW #6A,12/12/1996 0:00:00,1.48
HARP INFLOW #6A,12/13/1996 0:00:00,4.49
HARP INFLOW #6A,12/14/1996 0:00:00,5.39
HARP INFLOW #6A,12/15/1996 0:00:00,4.21
HARP INFLOW #6A,12/16/1996 0:00:00,3.65
HARP INFLOW #6A,12/17/1996 0:00:00,5.78
HARP INFLOW #6A,12/18/1996 0:00:00,9.63
HARP INFLOW #6A,12/19/1996 0:00:00,5.54
HARP INFLOW #6A,12/20/1996 0:00:00,3.72
HARP INFLOW #6A,12/21/1996 0:00:00,2.93
HARP INFLOW #6A,12/22/1996 0:00:00,2.61
HARP INFLOW #6A,12/23/1996 0:00:00,2.32
HARP INFLOW #6A,12/24/1996 0:00:00,7.05
HARP INFLOW #6A,12/25/1996 0:00:00,5.44
HARP INFLOW #6A,12/26/1996 0:00:00,3.29
HARP INFLOW #6A,12/27/1996 0:00:00,2.87
HARP INFLOW #6A,12/28/1996 0:00:00,2.58
HARP INFLOW #6A,12/29/1996 0:00:00,2.48
HARP INFLOW #6A,12/30/1996 0:00:00,2.26
HARP INFLOW #6A,12/31/1996 0:00:00,1.92
HARP INFLOW #6A,1/1/1997 0:00:00,1.64
HARP INFLOW #6A,1/2/1997 0:00:00,1.49
HARP INFLOW #6A,1/3/1997 0:00:00,1.38
HARP INFLOW #6A,1/4/1997 0:00:00,1.34
HARP INFLOW #6A,1/5/1997 0:00:00,3.79
HARP INFLOW #6A,1/6/1997 0:00:00,7.82
HARP INFLOW #6A,1/7/1997 0:00:00,7.21
HARP INFLOW #6A,1/8/1997 0:00:00,5.25
HARP INFLOW #6A,1/9/1997 0:00:00,3.75
HARP INFLOW #6A,1/10/1997 0:00:00,3.19
HARP INFLOW #6A,1/11/1997 0:00:00,2.69
HARP INFLOW #6A,1/12/1997 0:00:00,2.28
HARP INFLOW #6A,1/13/1997 0:00:00,2.03
HARP INFLOW #6A,1/14/1997 0:00:00,1.83
HARP INFLOW #6A,1/15/1997 0:00:00,1.71
HARP INFLOW #6A,1/16/1997 0:00:00,1.62
HARP INFLOW #6A,1/17/1997 0:00:00,1.52
HARP INFLOW #6A,1/18/1997 0:00:00,1.39
HARP INFLOW #6A,1/19/1997 0:00:00,1.29
HARP INFLOW #6A,1/20/1997 0:00:00,1.21
HARP INFLOW #6A,1/21/1997 0:00:00,1.15
HARP INFLOW #6A,1/22/1997 0:00:00,3.04
HARP INFLOW #6A,1/23/1997 0:00:00,11.2
HARP INFLOW #6A,1/24/1997 0:00:00,10.5
HARP INFLOW #6A,1/25/1997 0:00:00,7.33
HARP INFLOW #6A,1/26/1997 0:00:00,3.75
HARP INFLOW #6A,1/27/1997 0:00:00,3.16
HARP INFLOW #6A,1/28/1997 0:00:00,1.34
HARP INFLOW #6A,1/29/1997 0:00:00,2.48
HARP INFLOW #6A,1/30/1997 0:00:00,2.28
HARP INFLOW #6A,1/31/1997 0:00:00,2.13
HARP INFLOW #6A,2/1/1997 0:00:00,2.01
HARP INFLOW #6A,2/2/1997 0:00:00,1.89
HARP INFLOW #6A,2/3/1997 0:00:00,1.8
HARP INFLOW #6A,2/4/1997 0:00:00,1.08
HARP INFLOW #6A,2/5/1997 0:00:00,1.35
HARP INFLOW #6A,2/6/1997 0:00:00,1.33
HARP INFLOW #6A,2/7/1997 0:00:00,1.29
HARP INFLOW #6A,2/8/1997 0:00:00,1.23
HARP INFLOW #6A,2/9/1997 0:00:00,1.18
HARP INFLOW #6A,2/10/1997 0:00:00,1.12
HARP INFLOW #6A,2/11/1997 0:00:00,1.08
HARP INFLOW #6A,2/12/1997 0:00:00,1.03
HARP INFLOW #6A,2/13/1997 0:00:00,0.99
HARP INFLOW #6A,2/14/1997 0:00:00,0.96
HARP INFLOW #6A,2/15/1997 0:00:00,0.93
HARP INFLOW #6A,2/16/1997 0:00:00,0.9
HARP INFLOW #6A,2/17/1997 0:00:00,0.87
HARP INFLOW #6A,2/18/1997 0:00:00,0.85
HARP INFLOW #6A,2/19/1997 0:00:00,0.99
HARP INFLOW #6A,2/20/1997 0:00:00,1.08
HARP INFLOW #6A,2/21/1997 0:00:00,4.3
HARP INFLOW #6A,2/22/1997 0:00:00,11.2
HARP INFLOW #6A,2/23/1997 0:00:00,7.63
HARP INFLOW #6A,2/24/1997 0:00:00,4.99
HARP INFLOW #6A,2/25/1997 0:00:00,3.78
HARP INFLOW #6A,2/26/1997 0:00:00,3.14
HARP INFLOW #6A,2/27/1997 0:00:00,2.69
HARP INFLOW #6A,2/28/1997 0:00:00,2.33
HARP INFLOW #6A,3/1/1997 0:00:00,2.24
HARP INFLOW #6A,3/2/1997 0:00:00,4.42
HARP INFLOW #6A,3/3/1997 0:00:00,4.48
HARP INFLOW #6A,3/4/1997 0:00:00,3.53
HARP INFLOW #6A,3/5/1997 0:00:00,2.98
HARP INFLOW #6A,3/6/1997 0:00:00,2.66
HARP INFLOW #6A,3/7/1997 0:00:00,2.37
HARP INFLOW #6A,3/8/1997 0:00:00,2.18
HARP INFLOW #6A,3/9/1997 0:00:00,2.02
HARP INFLOW #6A,3/10/1997 0:00:00,1.89
HARP INFLOW #6A,3/11/1997 0:00:00,1.73
HARP INFLOW #6A,3/12/1997 0:00:00,1.58
HARP INFLOW #6A,3/13/1997 0:00:00,1.45
HARP INFLOW #6A,3/14/1997 0:00:00,1.38
HARP INFLOW #6A,3/15/1997 0:00:00,1.32
HARP INFLOW #6A,3/16/1997 0:00:00,1.23
HARP INFLOW #6A,3/17/1997 0:00:00,1.19
HARP INFLOW #6A,3/18/1997 0:00:00,1.16
HARP INFLOW #6A,3/19/1997 0:00:00,1.13
HARP INFLOW #6A,3/20/1997 0:00:00,1.09
HARP INFLOW #6A,3/21/1997 0:00:00,1.05
HARP INFLOW #6A,3/22/1997 0:00:00,1.01
HARP INFLOW #6A,3/23/1997 0:00:00,0.96
HARP INFLOW #6A,3/24/1997 0:00:00,0.92
HARP INFLOW #6A,3/25/1997 0:00:00,0.89
HARP INFLOW #6A,3/26/1997 0:00:00,1.1
HARP INFLOW #6A,3/27/1997 0:00:00,1.15
HARP INFLOW #6A,3/28/1997 0:00:00,1.98
HARP INFLOW #6A,3/29/1997 0:00:00,5.29
HARP INFLOW #6A,3/30/1997 0:00:00,7.57
HARP INFLOW #6A,3/31/1997 0:00:00,5.64
HARP INFLOW #6A,4/1/1997 0:00:00,4.42
HARP INFLOW #6A,4/2/1997 0:00:00,5.53
HARP INFLOW #6A,4/3/1997 0:00:00,8.9
HARP INFLOW #6A,4/4/1997 0:00:00,10.6
HARP INFLOW #6A,4/5/1997 0:00:00,15.7
HARP INFLOW #6A,4/6/1997 0:00:00,55
HARP INFLOW #6A,4/7/1997 0:00:00,43.4
HARP INFLOW #6A,4/8/1997 0:00:00,14.3
HARP INFLOW #6A,4/9/1997 0:00:00,8.1
HARP INFLOW #6A,4/10/1997 0:00:00,5.78
HARP INFLOW #6A,4/11/1997 0:00:00,5.26
HARP INFLOW #6A,4/12/1997 0:00:00,5.09
HARP INFLOW #6A,4/13/1997 0:00:00,4.48
HARP INFLOW #6A,4/14/1997 0:00:00,4.64
HARP INFLOW #6A,4/15/1997 0:00:00,6.65
HARP INFLOW #6A,4/16/1997 0:00:00,12.2
HARP INFLOW #6A,4/17/1997 0:00:00,15
HARP INFLOW #6A,4/18/1997 0:00:00,12.7
HARP INFLOW #6A,4/19/1997 0:00:00,10.1
HARP INFLOW #6A,4/20/1997 0:00:00,9.53
HARP INFLOW #6A,4/21/1997 0:00:00,13.3
HARP INFLOW #6A,4/22/1997 0:00:00,14.4
HARP INFLOW #6A,4/23/1997 0:00:00,13.7
HARP INFLOW #6A,4/24/1997 0:00:00,13
HARP INFLOW #6A,4/25/1997 0:00:00,11.3
HARP INFLOW #6A,4/26/1997 0:00:00,9.75
HARP INFLOW #6A,4/27/1997 0:00:00,8.5
HARP INFLOW #6A,4/28/1997 0:00:00,12.2
HARP INFLOW #6A,4/29/1997 0:00:00,9.61
HARP INFLOW #6A,4/30/1997 0:00:00,7.37
HARP INFLOW #6A,5/1/1997 0:00:00,8.87
HARP INFLOW #6A,5/2/1997 0:00:00,8.12
HARP INFLOW #6A,5/3/1997 0:00:00,13.9
HARP INFLOW #6A,5/4/1997 0:00:00,15.3
HARP INFLOW #6A,5/5/1997 0:00:00,9.19
HARP INFLOW #6A,5/6/1997 0:00:00,20.3
HARP INFLOW #6A,5/7/1997 0:00:00,9.93
HARP INFLOW #6A,5/8/1997 0:00:00,6.58
HARP INFLOW #6A,5/9/1997 0:00:00,6.21
HARP INFLOW #6A,5/10/1997 0:00:00,5.37
HARP INFLOW #6A,5/11/1997 0:00:00,4.49
HARP INFLOW #6A,5/12/1997 0:00:00,3.9
HARP INFLOW #6A,5/13/1997 0:00:00,3.35
HARP INFLOW #6A,5/14/1997 0:00:00,2.94
HARP INFLOW #6A,5/15/1997 0:00:00,3.49
HARP INFLOW #6A,5/16/1997 0:00:00,3.51
HARP INFLOW #6A,5/17/1997 0:00:00,3.07
HARP INFLOW #6A,5/18/1997 0:00:00,2.69
HARP INFLOW #6A,5/19/1997 0:00:00,2.48
HARP INFLOW #6A,5/20/1997 0:00:00,2.26
HARP INFLOW #6A,5/21/1997 0:00:00,2.05
HARP INFLOW #6A,5/22/1997 0:00:00,1.78
HARP INFLOW #6A,5/23/1997 0:00:00,1.57
HARP INFLOW #6A,5/24/1997 0:00:00,1.43
HARP INFLOW #6A,5/25/1997 0:00:00,1.36
HARP INFLOW #6A,5/26/1997 0:00:00,1.2
HARP INFLOW #6A,5/27/1997 0:00:00,1.07
HARP INFLOW #6A,5/28/1997 0:00:00,1
HARP INFLOW #6A,5/29/1997 0:00:00,0.89
HARP INFLOW #6A,5/30/1997 0:00:00,1.16
HARP INFLOW #6A,5/31/1997 0:00:00,1.29
HARP INFLOW #6A,6/1/1997 0:00:00,1.12
HARP INFLOW #6A,6/2/1997 0:00:00,0.91
HARP INFLOW #6A,6/3/1997 0:00:00,0.75
HARP INFLOW #6A,6/4/1997 0:00:00,0.64
HARP INFLOW #6A,6/5/1997 0:00:00,0.55
HARP INFLOW #6A,6/6/1997 0:00:00,0.47
HARP INFLOW #6A,6/7/1997 0:00:00,0.39
HARP INFLOW #6A,6/8/1997 0:00:00,0.36
HARP INFLOW #6A,6/9/1997 0:00:00,0.29
HARP INFLOW #6A,6/10/1997 0:00:00,0.24
HARP INFLOW #6A,6/11/1997 0:00:00,0.19
HARP INFLOW #6A,6/12/1997 0:00:00,0.16
HARP INFLOW #6A,6/13/1997 0:00:00,0.12
HARP INFLOW #6A,6/14/1997 0:00:00,0.09
HARP INFLOW #6A,6/15/1997 0:00:00,0.06
HARP INFLOW #6A,6/16/1997 0:00:00,0.12
HARP INFLOW #6A,6/17/1997 0:00:00,0.18
HARP INFLOW #6A,6/18/1997 0:00:00,0.13
HARP INFLOW #6A,6/19/1997 0:00:00,0.09
HARP INFLOW #6A,6/20/1997 0:00:00,0.09
HARP INFLOW #6A,6/21/1997 0:00:00,0.13
HARP INFLOW #6A,6/22/1997 0:00:00,0.23
HARP INFLOW #6A,6/23/1997 0:00:00,0.15
HARP INFLOW #6A,6/24/1997 0:00:00,0.35
HARP INFLOW #6A,6/25/1997 0:00:00,0.3
HARP INFLOW #6A,6/26/1997 0:00:00,0.2
HARP INFLOW #6A,6/27/1997 0:00:00,0.12
HARP INFLOW #6A,6/28/1997 0:00:00,0.09
HARP INFLOW #6A,6/29/1997 0:00:00,0.05
HARP INFLOW #6A,6/30/1997 0:00:00,0.04
HARP INFLOW #6A,7/1/1997 0:00:00,0.04
HARP INFLOW #6A,7/2/1997 0:00:00,0.04
HARP INFLOW #6A,7/3/1997 0:00:00,0.04
HARP INFLOW #6A,7/4/1997 0:00:00,0.04
HARP INFLOW #6A,7/5/1997 0:00:00,0.03
HARP INFLOW #6A,7/6/1997 0:00:00,0.02
HARP INFLOW #6A,7/7/1997 0:00:00,0.05
HARP INFLOW #6A,7/8/1997 0:00:00,0.05
HARP INFLOW #6A,7/9/1997 0:00:00,0.1
HARP INFLOW #6A,7/10/1997 0:00:00,0.04
HARP INFLOW #6A,7/11/1997 0:00:00,0.03
HARP INFLOW #6A,7/12/1997 0:00:00,0.02
HARP INFLOW #6A,7/13/1997 0:00:00,0
HARP INFLOW #6A,7/14/1997 0:00:00,0
HARP INFLOW #6A,7/15/1997 0:00:00,0
HARP INFLOW #6A,7/16/1997 0:00:00,0
HARP INFLOW #6A,7/17/1997 0:00:00,0
HARP INFLOW #6A,7/18/1997 0:00:00,0
HARP INFLOW #6A,7/19/1997 0:00:00,0
HARP INFLOW #6A,7/20/1997 0:00:00,0
HARP INFLOW #6A,7/21/1997 0:00:00,0
HARP INFLOW #6A,7/22/1997 0:00:00,0
HARP INFLOW #6A,7/23/1997 0:00:00,0
HARP INFLOW #6A,7/24/1997 0:00:00,0
HARP INFLOW #6A,7/25/1997 0:00:00,0
HARP INFLOW #6A,7/26/1997 0:00:00,0
HARP INFLOW #6A,7/27/1997 0:00:00,0
HARP INFLOW #6A,7/28/1997 0:00:00,0
HARP INFLOW #6A,7/29/1997 0:00:00,0
HARP INFLOW #6A,7/30/1997 0:00:00,0
HARP INFLOW #6A,7/31/1997 0:00:00,0
HARP INFLOW #6A,8/1/1997 0:00:00,0
HARP INFLOW #6A,8/2/1997 0:00:00,0
HARP INFLOW #6A,8/3/1997 0:00:00,0
HARP INFLOW #6A,8/4/1997 0:00:00,0
HARP INFLOW #6A,8/5/1997 0:00:00,0
HARP INFLOW #6A,8/6/1997 0:00:00,0
HARP INFLOW #6A,8/7/1997 0:00:00,0
HARP INFLOW #6A,8/8/1997 0:00:00,0
HARP INFLOW #6A,8/9/1997 0:00:00,0
HARP INFLOW #6A,8/10/1997 0:00:00,0
HARP INFLOW #6A,8/11/1997 0:00:00,0
HARP INFLOW #6A,8/12/1997 0:00:00,0
HARP INFLOW #6A,8/13/1997 0:00:00,0
HARP INFLOW #6A,8/14/1997 0:00:00,0
HARP INFLOW #6A,8/15/1997 0:00:00,0
HARP INFLOW #6A,8/16/1997 0:00:00,0
HARP INFLOW #6A,8/17/1997 0:00:00,0
HARP INFLOW #6A,8/18/1997 0:00:00,0
HARP INFLOW #6A,8/19/1997 0:00:00,0
HARP INFLOW #6A,8/20/1997 0:00:00,0
HARP INFLOW #6A,8/21/1997 0:00:00,0
HARP INFLOW #6A,8/22/1997 0:00:00,0
HARP INFLOW #6A,8/23/1997 0:00:00,0
HARP INFLOW #6A,8/24/1997 0:00:00,0
HARP INFLOW #6A,8/25/1997 0:00:00,0
HARP INFLOW #6A,8/26/1997 0:00:00,0
HARP INFLOW #6A,8/27/1997 0:00:00,0
HARP INFLOW #6A,8/28/1997 0:00:00,0
HARP INFLOW #6A,8/29/1997 0:00:00,0
HARP INFLOW #6A,8/30/1997 0:00:00,0
HARP INFLOW #6A,8/31/1997 0:00:00,0
HARP INFLOW #6A,9/1/1997 0:00:00,0
HARP INFLOW #6A,9/2/1997 0:00:00,0
HARP INFLOW #6A,9/3/1997 0:00:00,0
HARP INFLOW #6A,9/4/1997 0:00:00,0
HARP INFLOW #6A,9/5/1997 0:00:00,0
HARP INFLOW #6A,9/6/1997 0:00:00,0
HARP INFLOW #6A,9/7/1997 0:00:00,0
HARP INFLOW #6A,9/8/1997 0:00:00,0
HARP INFLOW #6A,9/9/1997 0:00:00,0
HARP INFLOW #6A,9/10/1997 0:00:00,0
HARP INFLOW #6A,9/11/1997 0:00:00,0
HARP INFLOW #6A,9/12/1997 0:00:00,0
HARP INFLOW #6A,9/13/1997 0:00:00,0
HARP INFLOW #6A,9/14/1997 0:00:00,0
HARP INFLOW #6A,9/15/1997 0:00:00,0
HARP INFLOW #6A,9/16/1997 0:00:00,0
HARP INFLOW #6A,9/17/1997 0:00:00,0
HARP INFLOW #6A,9/18/1997 0:00:00,0
HARP INFLOW #6A,9/19/1997 0:00:00,0
HARP INFLOW #6A,9/20/1997 0:00:00,0
HARP INFLOW #6A,9/21/1997 0:00:00,0
HARP INFLOW #6A,9/22/1997 0:00:00,0
HARP INFLOW #6A,9/23/1997 0:00:00,0
HARP INFLOW #6A,9/24/1997 0:00:00,0
HARP INFLOW #6A,9/25/1997 0:00:00,0
HARP INFLOW #6A,9/26/1997 0:00:00,0
HARP INFLOW #6A,9/27/1997 0:00:00,0
HARP INFLOW #6A,9/28/1997 0:00:00,0
HARP INFLOW #6A,9/29/1997 0:00:00,0
HARP INFLOW #6A,9/30/1997 0:00:00,0
HARP INFLOW #6A,10/1/1997 0:00:00,0
HARP INFLOW #6A,10/2/1997 0:00:00,0
