YEAR,DATE,MONTH,DAYS,ID,JULIAN,HOUR,RAIN,PYRANOMETER,LAKE QUANTUM,QUANTUM,AIR TEMP 1M,AIR TEMP 5M,RH 1M,RH 5M,BAROMETER,WIND SP 1M,AIR TC 1M,AIR TC 5M,WIND SP 5M,WIND MAG 5M,WIND DIR 5M,WIND STD 5M,VAPOR PRESS 5M,PYR J CM2 HR,WIND SECTOR,DATE Stowaway,Stowaway 1M,Comments
2002,01-Jan-2002,1,1.58,124,1,1400,0,0,#N/A,1.668,-8.7,-8.2,67,71,689,2.9,-9,-8,3.5,3.0,200,30.7,2,1,S, 101/01/02 14r:00.,-9.21,
2002,01-Jan-2002,1,1.63,124,1,1500,0,-0.001,#N/A,-1.789,-9.3,-8.9,67,72,688,3.3,-9,-9,3.8,3.5,205,22.6,2,0,SW, 101/01/02 15r:00.,-9.71,
2002,01-Jan-2002,1,1.67,124,1,1600,0,-0.002,#N/A,-3.592,-10.8,-10.4,71,76,688,2.6,-11,-10,3.1,2.9,164,23.3,2,0,S, 101/01/02 16r:00.,-11.78,
2002,01-Jan-2002,1,1.71,124,1,1700,0,-0.002,#N/A,-3.667,-13.7,-13.3,78,83,688,2.8,-13,-13,3.2,3.1,148,9.7,2,0,SE, 101/01/02 17r:00.,-13.99,
2002,01-Jan-2002,1,1.75,124,1,1800,0,-0.002,#N/A,-3.749,-13.2,-12.9,78,83,687,2.8,-13,-13,3.1,3.0,159,14.3,2,0,S, 101/01/02 18r:00.,-13.42,
2002,01-Jan-2002,1,1.79,124,1,1900,0,-0.002,#N/A,-3.993,-12.8,-12.4,80,84,687,2.2,-13,-12,2.5,0.7,183,68.1,2,0,S, 101/01/02 19r:00.,-13.99,
2002,01-Jan-2002,1,1.83,124,1,2000,0,-0.002,#N/A,-3.615,-22.1,-22.4,87,92,688,4.5,-22,-22,5.0,4.9,333,10.0,1,0,NW, 101/01/02 20r:00.,-23.84,
2002,01-Jan-2002,1,1.88,124,1,2100,0,-0.002,#N/A,-3.598,-25.0,-25.1,81,86,688,3.3,-25,-25,3.6,3.4,338,19.5,1,0,N, 101/01/02 21r:00.,-26.27,
2002,01-Jan-2002,1,1.92,124,1,2200,0,-0.002,#N/A,-3.654,-25.4,-25.5,80,86,689,2.3,-25,-25,2.5,2.4,342,16.4,1,0,N, 101/01/02 22r:00.,-26.27,
2002,01-Jan-2002,1,1.96,124,1,2300,0,-0.002,#N/A,-3.655,-25.7,-25.8,80,85,689,2.5,-25,-26,2.8,2.6,322,16.7,1,0,NW, 101/01/02 23r:00.,-26.27,
2002,01-Jan-2002,1,2.00,124,1,2400,0,-0.002,#N/A,-3.655,-26.2,-26.2,80,85,689,2.5,-26,-26,2.8,2.6,334,17.2,1,0,NW, 201/02/02 0r:00.,-27.17,
2002,02-Jan-2002,1,2.04,124,2,0100,0,-0.002,#N/A,-3.656,-26.7,-26.9,79,84,689,3.2,-27,-27,3.6,3.5,318,8.2,1,0,NW, 201/02/02 1r:00.,-27.17,
2002,02-Jan-2002,1,2.08,124,2,0200,0,-0.002,#N/A,-3.657,-26.8,-26.9,79,84,689,2.7,-27,-27,2.9,2.9,320,10.0,1,0,NW, 201/02/02 2r:00.,-27.17,
2002,02-Jan-2002,1,2.13,124,2,0300,0,-0.002,#N/A,-3.663,-26.5,-26.5,79,84,689,2.0,-26,-27,2.2,2.2,334,11.9,1,0,NW, 201/02/02 3r:00.,-27.17,
2002,02-Jan-2002,1,2.17,124,2,0400,0,-0.002,#N/A,-3.657,-26.3,-26.3,79,84,689,2.4,-26,-27,2.6,2.5,327,14.2,1,0,NW, 201/02/02 4r:00.,-27.17,
2002,02-Jan-2002,1,2.21,124,2,0500,0,-0.002,#N/A,-3.657,-26.3,-26.4,79,84,689,2.5,-26,-26,2.8,2.7,308,10.5,1,0,NW, 201/02/02 5r:00.,-27.17,
2002,02-Jan-2002,1,2.25,124,2,0600,0,-0.002,#N/A,-3.657,-26.3,-26.3,79,84,689,1.2,-26,-27,1.3,1.3,339,19.0,1,0,N, 201/02/02 6r:00.,-27.17,
2002,02-Jan-2002,1,2.29,124,2,0700,0,-0.002,#N/A,-3.657,-26.3,-26.3,79,84,689,1.0,-26,-27,1.1,1.0,340,21.1,1,0,N, 201/02/02 7r:00.,-27.17,
2002,02-Jan-2002,1,2.33,124,2,0800,0,-0.002,#N/A,-3.718,-26.0,-25.9,79,84,688,1.0,-26,-26,1.1,1.0,339,25.2,1,0,N, 201/02/02 8r:00.,-26.27,
2002,02-Jan-2002,1,2.38,124,2,0900,0,-0.002,#N/A,-3.684,-26.0,-26.0,79,84,688,1.5,-26,-26,1.6,1.5,347,10.2,1,0,N, 201/02/02 9r:00.,-27.17,
2002,02-Jan-2002,1,2.42,124,2,1000,0,-0.002,#N/A,-3.677,-26.1,-26.1,79,84,689,2.1,-26,-27,2.3,2.3,334,8.0,1,0,NW, 201/02/02 10r:00.,-27.17,
2002,02-Jan-2002,1,2.46,124,2,1100,0,-0.002,#N/A,-3.555,-26.4,-26.4,79,84,689,1.6,-27,-27,1.8,1.7,342,11.2,1,0,N, 201/02/02 11r:00.,-27.17,
2002,02-Jan-2002,1,2.50,124,2,1200,0,-0.001,#N/A,-2.092,-26.4,-26.3,79,84,689,0.7,-27,-27,0.7,0.7,350,24.3,1,0,N, 201/02/02 12r:00.,-27.17,
2002,02-Jan-2002,1,2.54,124,2,1300,0,0,#N/A,0.318,-26.2,-26.2,79,84,689,0.9,-26,-27,1.0,0.9,337,19.4,1,1,NW, 201/02/02 13r:00.,-27.17,
2002,02-Jan-2002,1,2.58,124,2,1400,0,0,#N/A,0.339,-26.0,-26.0,79,84,689,0.9,-26,-26,1.0,0.8,345,27.5,1,1,N, 201/02/02 14r:00.,-27.17,
2002,02-Jan-2002,1,2.63,124,2,1500,0,-0.001,#N/A,-2.268,-25.9,-25.8,79,85,688,1.2,-26,-26,1.2,1.2,329,15.8,1,0,NW, 201/02/02 15r:00.,-26.27,
2002,02-Jan-2002,1,2.67,124,2,1600,0,-0.002,#N/A,-3.636,-25.8,-25.8,79,85,688,1.2,-26,-26,1.3,1.3,333,14.3,1,0,NW, 201/02/02 16r:00.,-26.27,
2002,02-Jan-2002,1,2.71,124,2,1700,0,-0.002,#N/A,-3.779,-25.6,-25.6,79,85,688,1.2,-26,-26,1.3,1.2,344,25.4,1,0,N, 201/02/02 17r:00.,-26.27,
2002,02-Jan-2002,1,2.75,124,2,1800,0,-0.002,#N/A,-3.893,-25.4,-25.4,80,85,688,0.9,-26,-26,1.0,0.9,3,22.2,1,0,N, 201/02/02 18r:00.,-26.27,
2002,02-Jan-2002,1,2.79,124,2,1900,0,-0.002,#N/A,-3.873,-25.4,-25.4,80,85,688,1.8,-26,-26,1.9,1.9,352,9.7,1,0,N, 201/02/02 19r:00.,-26.27,
2002,02-Jan-2002,1,2.83,124,2,2000,0,-0.002,#N/A,-3.731,-25.4,-25.4,80,85,688,2.2,-26,-26,2.3,2.3,342,6.2,1,0,N, 201/02/02 20r:00.,-26.27,
2002,02-Jan-2002,1,2.88,124,2,2100,0,-0.002,#N/A,-3.764,-25.5,-25.6,80,85,688,2.5,-26,-26,2.8,2.7,325,15.4,1,0,NW, 201/02/02 21r:00.,-26.27,
2002,02-Jan-2002,1,2.92,124,2,2200,0,-0.002,#N/A,-3.69,-25.6,-25.6,79,85,688,1.7,-26,-26,1.8,1.4,323,37.7,1,0,NW, 201/02/02 22r:00.,-26.27,
2002,02-Jan-2002,1,2.96,124,2,2300,0,-0.002,#N/A,-3.71,-25.5,-25.5,79,85,688,1.0,-26,-26,1.0,0.9,347,25.0,1,0,N, 201/02/02 23r:00.,-26.27,
2002,02-Jan-2002,1,3.00,124,2,2400,0,-0.002,#N/A,-3.744,-25.4,-25.4,80,85,688,1.3,-26,-26,1.3,1.3,360,10.7,1,0,N, 301/03/02 0r:00.,-26.27,
2002,03-Jan-2002,1,3.04,124,3,0100,0,-0.002,#N/A,-3.717,-25.3,-25.4,80,85,688,2.4,-26,-26,2.5,2.5,360,10.6,1,0,N, 301/03/02 1r:00.,-26.27,
2002,03-Jan-2002,1,3.08,124,3,0200,0,-0.002,#N/A,-3.704,-25.7,-25.7,79,85,688,2.5,-26,-26,2.7,2.7,9,9.7,1,0,N, 301/03/02 2r:00.,-26.27,
2002,03-Jan-2002,1,3.13,124,3,0300,0,-0.002,#N/A,-3.711,-25.7,-25.8,79,85,688,2.1,-26,-26,2.3,2.2,4,16.9,1,0,N, 301/03/02 3r:00.,-26.27,
2002,03-Jan-2002,1,3.17,124,3,0400,0,-0.002,#N/A,-3.717,-25.7,-25.7,79,85,688,1.6,-26,-26,1.7,1.7,319,11.3,1,0,NW, 301/03/02 4r:00.,-26.27,
2002,03-Jan-2002,1,3.21,124,3,0500,0,-0.002,#N/A,-3.704,-25.7,-25.7,79,85,688,1.5,-26,-26,1.6,1.6,325,10.2,1,0,NW, 301/03/02 5r:00.,-26.27,
2002,03-Jan-2002,1,3.25,124,3,0600,0,-0.002,#N/A,-3.684,-25.6,-25.7,79,85,688,1.6,-26,-26,1.8,1.8,320,10.1,1,0,NW, 301/03/02 6r:00.,-26.27,
2002,03-Jan-2002,1,3.29,124,3,0700,0,-0.002,#N/A,-3.731,-25.6,-25.7,79,85,688,2.6,-26,-26,2.9,2.8,316,7.1,1,0,NW, 301/03/02 7r:00.,-26.27,
2002,03-Jan-2002,1,3.33,124,3,0800,0,-0.002,#N/A,-3.69,-25.7,-25.7,79,85,688,2.5,-26,-26,2.7,2.7,314,6.1,1,0,NW, 301/03/02 8r:00.,-26.27,
2002,03-Jan-2002,1,3.38,124,3,0900,0,-0.002,#N/A,-3.69,-25.7,-25.7,79,85,688,2.2,-26,-26,2.5,2.4,309,9.1,1,0,NW, 301/03/02 9r:00.,-26.27,
2002,03-Jan-2002,1,3.42,124,3,1000,0,-0.002,#N/A,-3.663,-25.7,-25.8,79,85,688,2.2,-26,-26,2.4,2.3,312,10.2,1,0,NW, 301/03/02 10r:00.,-26.27,
2002,03-Jan-2002,1,3.46,124,3,1100,0,-0.002,#N/A,-3.589,-26.0,-26.1,79,84,689,2.7,-26,-26,2.9,2.7,344,24.0,1,0,N, 301/03/02 11r:00.,-27.17,
2002,03-Jan-2002,1,3.50,124,3,1200,0,-0.001,#N/A,-2.126,-26.5,-26.6,78,84,689,1.6,-27,-27,1.7,1.7,20,15.0,1,0,N, 301/03/02 12r:00.,-27.17,
2002,03-Jan-2002,1,3.54,124,3,1300,0,0,#N/A,0.609,-26.5,-26.5,78,84,689,1.6,-27,-27,1.8,1.7,317,9.7,1,1,NW, 301/03/02 13r:00.,-27.17,
2002,03-Jan-2002,1,3.58,124,3,1400,0,0,#N/A,1.036,-27.0,-26.9,78,83,690,1.9,-27,-27,2.1,2.1,325,8.3,1,1,NW, 301/03/02 14r:00.,-28.11,
2002,03-Jan-2002,1,3.63,124,3,1500,0,-0.001,#N/A,-1.822,-27.5,-27.4,78,83,690,2.3,-28,-28,2.5,2.5,328,10.9,0,0,NW, 301/03/02 15r:00.,-28.11,
2002,03-Jan-2002,1,3.67,124,3,1600,0,-0.002,#N/A,-3.394,-29.6,-29.4,75,81,690,3.0,-30,-30,3.5,3.2,313,20.5,0,0,NW, 301/03/02 16r:00.,-31.18,
2002,03-Jan-2002,1,3.71,124,3,1700,0,-0.002,#N/A,-3.626,-33.1,-31.6,72,78,691,0.9,-33,-32,1.4,1.2,10,25.5,0,0,N, 301/03/02 17r:00.,-34.63,
2002,03-Jan-2002,1,3.75,124,3,1800,0,-0.002,#N/A,-3.601,-34.8,-32.9,70,77,691,1.0,-35,-33,0.8,0.3,93,65.1,0,0,E, 301/03/02 18r:00.,-35.89,
2002,03-Jan-2002,1,3.79,124,3,1900,0,-0.002,#N/A,-3.582,-37.9,-36.5,67,73,691,2.0,-38,-37,2.3,2.3,159,8.0,0,0,S, 301/03/02 19r:00.,-37.21,
2002,03-Jan-2002,1,3.83,124,3,2000,0,-0.002,#N/A,-3.644,-38.7,-37.9,66,72,691,2.4,-38,-38,2.8,2.7,163,9.8,0,0,S, 301/03/02 20r:00.,-37.21,
2002,03-Jan-2002,1,3.88,124,3,2100,0,-0.002,#N/A,-3.665,-38.8,-38.2,66,71,692,2.6,-38,-38,2.9,2.9,171,4.8,0,0,S, 301/03/02 21r:00.,-37.21,
2002,03-Jan-2002,1,3.92,124,3,2200,0,-0.002,#N/A,-3.679,-38.9,-38.1,66,71,692,2.6,-38,-38,2.9,2.9,172,8.2,0,0,S, 301/03/02 22r:00.,-37.21,
2002,03-Jan-2002,1,3.96,124,3,2300,0,-0.002,#N/A,-3.679,-38.4,-37.8,66,71,692,1.7,-38,-37,2.0,1.9,174,13.2,0,0,S, 301/03/02 23r:00.,-37.21,
2002,03-Jan-2002,1,4.00,124,3,2400,0,-0.002,#N/A,-3.754,-39.1,-38.5,65,70,693,1.7,-39,-38,2.0,1.9,177,12.9,0,0,S, 401/04/02 0r:00.,-37.21,
2002,04-Jan-2002,1,4.04,124,4,0100,0,-0.002,#N/A,-3.741,-39.0,-38.4,66,71,693,2.0,-38,-38,2.3,2.3,179,9.7,0,0,S, 401/04/02 1r:00.,-37.21,
2002,04-Jan-2002,1,4.08,124,4,0200,0,-0.002,#N/A,-3.789,-38.8,-38.2,66,71,693,1.6,-38,-38,1.8,1.7,175,20.3,0,0,S, 401/04/02 2r:00.,-37.21,
2002,04-Jan-2002,1,4.13,124,4,0300,0,-0.002,#N/A,-3.775,-38.4,-37.5,66,72,693,1.7,-38,-37,2.0,1.9,177,14.5,0,0,S, 401/04/02 3r:00.,-37.21,
2002,04-Jan-2002,1,4.17,124,4,0400,0,-0.002,#N/A,-3.741,-38.4,-37.7,66,71,693,2.1,-38,-37,2.3,2.3,179,8.7,0,0,S, 401/04/02 4r:00.,-37.21,
2002,04-Jan-2002,1,4.21,124,4,0500,0,-0.002,#N/A,-3.795,-38.7,-37.9,65,71,693,1.3,-38,-38,1.6,1.4,168,25.2,0,0,S, 401/04/02 5r:00.,-37.21,
2002,04-Jan-2002,1,4.25,124,4,0600,0,-0.002,#N/A,-3.66,-39.8,-39.0,64,69,693,1.2,-40,-39,1.5,1.5,172,15.6,0,0,S, 401/04/02 6r:00.,-37.21,
2002,04-Jan-2002,1,4.29,124,4,0700,0,-0.002,#N/A,-3.763,-40.2,-39.6,63,68,693,1.5,-40,-40,1.8,1.8,176,13.7,0,0,S, 401/04/02 7r:00.,-37.21,
2002,04-Jan-2002,1,4.33,124,4,0800,0,-0.002,#N/A,-3.756,-39.8,-39.3,63,69,693,1.2,-40,-39,1.6,1.5,175,21.0,0,0,S, 401/04/02 8r:00.,-37.21,
2002,04-Jan-2002,1,4.38,124,4,0900,0,-0.002,#N/A,-3.675,-41.3,-40.4,62,67,693,1.0,-41,-40,1.3,1.2,175,14.2,0,0,S, 401/04/02 9r:00.,-37.21,
2002,04-Jan-2002,1,4.42,124,4,1000,0,-0.002,#N/A,-3.879,-39.8,-39.2,63,69,693,2.0,-40,-39,2.3,2.2,177,12.3,0,0,S, 401/04/02 10r:00.,-37.21,
2002,04-Jan-2002,1,4.46,124,4,1100,0,-0.002,#N/A,-3.628,-40.6,-39.8,62,68,693,1.1,-41,-40,1.4,1.3,177,12.9,0,0,S, 401/04/02 11r:00.,-37.21,
2002,04-Jan-2002,1,4.50,124,4,1200,0,-0.001,#N/A,-1.936,-39.8,-39.0,64,69,693,1.3,-40,-39,1.6,1.5,175,18.1,0,0,S, 401/04/02 12r:00.,-37.21,
2002,04-Jan-2002,1,4.54,124,4,1300,0,0,#N/A,1.196,-39.2,-38.5,65,70,693,1.6,-39,-38,1.9,1.9,175,13.1,0,1,S, 401/04/02 13r:00.,-37.21,
2002,04-Jan-2002,1,4.58,124,4,1400,0,0,#N/A,1.379,-39.1,-38.4,65,70,693,1.9,-39,-38,2.1,2.1,172,10.9,0,1,S, 401/04/02 14r:00.,-37.21,
2002,04-Jan-2002,1,4.63,124,4,1500,0,-0.001,#N/A,-1.752,-38.9,-38.2,65,70,693,1.5,-39,-38,1.7,1.6,169,20.6,0,0,S, 401/04/02 15r:00.,-37.21,
2002,04-Jan-2002,1,4.67,124,4,1600,0,-0.002,#N/A,-3.647,-39.2,-38.6,64,70,693,1.4,-39,-38,1.7,1.7,167,16.7,0,0,S, 401/04/02 16r:00.,-37.21,
2002,04-Jan-2002,1,4.71,124,4,1700,0,-0.002,#N/A,-3.763,-40.0,-39.4,63,68,693,1.5,-40,-39,1.8,1.8,178,12.0,0,0,S, 401/04/02 17r:00.,-37.21,
2002,04-Jan-2002,1,4.75,124,4,1800,0,-0.002,#N/A,-3.899,-39.8,-39.2,63,68,693,1.7,-40,-39,2.0,1.9,181,15.0,0,0,S, 401/04/02 18r:00.,-37.21,
2002,04-Jan-2002,1,4.79,124,4,1900,0,-0.002,#N/A,-3.919,-39.0,-38.5,65,70,693,1.5,-39,-38,1.8,1.8,177,12.1,0,0,S, 401/04/02 19r:00.,-37.21,
2002,04-Jan-2002,1,4.83,124,4,2000,0,-0.002,#N/A,-3.932,-38.7,-38.0,65,70,693,1.5,-38,-38,1.7,1.6,181,20.7,0,0,S, 401/04/02 20r:00.,-37.21,
2002,04-Jan-2002,1,4.88,124,4,2100,0,-0.002,#N/A,-3.918,-38.4,-37.9,66,71,693,1.9,-38,-38,2.2,2.2,166,13.5,0,0,S, 401/04/02 21r:00.,-37.21,
2002,04-Jan-2002,1,4.92,124,4,2200,0,-0.002,#N/A,-3.904,-38.1,-37.4,66,71,692,1.8,-38,-37,2.0,2.0,167,8.2,0,0,S, 401/04/02 22r:00.,-37.21,
2002,04-Jan-2002,1,4.96,124,4,2300,0,-0.002,#N/A,-3.877,-37.1,-36.5,67,72,692,2.5,-37,-36,2.9,2.9,176,9.1,0,0,S, 401/04/02 23r:00.,-37.21,
2002,04-Jan-2002,1,5.00,124,4,2400,0,-0.002,#N/A,-3.7,-36.6,-35.9,67,73,692,1.9,-36,-36,2.3,2.2,165,12.0,0,0,S, 501/05/02 0r:00.,-37.21,
2002,05-Jan-2002,1,5.04,124,5,0100,0,-0.002,#N/A,-3.767,-37.5,-36.8,66,72,691,1.9,-37,-37,2.2,2.2,170,13.2,0,0,S, 501/05/02 1r:00.,-37.21,
2002,05-Jan-2002,1,5.08,124,5,0200,0,-0.002,#N/A,-3.693,-37.6,-37.0,66,71,691,2.4,-37,-37,2.7,2.7,163,8.9,0,0,S, 501/05/02 2r:00.,-37.21,
2002,05-Jan-2002,1,5.13,124,5,0300,0,-0.002,#N/A,-3.727,-36.3,-35.7,68,73,690,2.3,-36,-36,2.7,2.7,168,10.7,0,0,S, 501/05/02 3r:00.,-37.21,
2002,05-Jan-2002,1,5.17,124,5,0400,0,-0.002,#N/A,-3.672,-35.1,-34.7,69,74,690,3.2,-35,-35,3.7,3.7,164,7.1,0,0,S, 501/05/02 4r:00.,-35.89,
2002,05-Jan-2002,1,5.21,124,5,0500,0,-0.002,#N/A,-3.665,-36.7,-36.0,67,73,689,2.1,-37,-36,2.5,2.4,165,11.2,0,0,S, 501/05/02 5r:00.,-37.21,
2002,05-Jan-2002,1,5.25,124,5,0600,0,-0.002,#N/A,-3.665,-36.2,-35.3,68,73,688,2.1,-36,-35,2.5,2.4,164,8.8,0,0,S, 501/05/02 6r:00.,-37.21,
2002,05-Jan-2002,1,5.29,124,5,0700,0,-0.002,#N/A,-3.665,-36.1,-35.3,68,73,687,2.0,-36,-35,2.4,2.3,166,11.9,0,0,S, 501/05/02 7r:00.,-37.21,
2002,05-Jan-2002,1,5.33,124,5,0800,0,-0.002,#N/A,-3.658,-37.5,-36.3,66,72,686,2.0,-37,-36,2.4,2.3,168,11.4,0,0,S, 501/05/02 8r:00.,-37.21,
2002,05-Jan-2002,1,5.38,124,5,0900,0,-0.002,#N/A,-3.693,-37.1,-36.0,67,73,685,1.8,-37,-36,2.2,2.2,169,11.5,0,0,S, 501/05/02 9r:00.,-37.21,
2002,05-Jan-2002,1,5.42,124,5,1000,0,-0.002,#N/A,-3.679,-36.0,-35.0,68,74,685,2.1,-36,-35,2.4,2.3,165,9.5,0,0,S, 501/05/02 10r:00.,-37.21,
2002,05-Jan-2002,1,5.46,124,5,1100,0,-0.002,#N/A,-3.577,-35.9,-34.9,68,73,684,1.6,-36,-35,1.8,1.7,167,14.6,0,0,S, 501/05/02 11r:00.,-37.21,
2002,05-Jan-2002,1,5.50,124,5,1200,0,-0.001,#N/A,-1.907,-37.9,-36.5,66,72,683,1.0,-38,-37,1.3,1.2,174,16.3,0,0,S, 501/05/02 12r:00.,-37.21,
2002,05-Jan-2002,1,5.54,124,5,1300,0,0,#N/A,0.842,-37.4,-36.4,66,72,682,1.2,-37,-37,1.4,1.4,172,15.7,0,1,S, 501/05/02 13r:00.,-37.21,
2002,05-Jan-2002,1,5.58,124,5,1400,0,0,#N/A,1.018,-37.4,-36.3,67,72,681,1.2,-37,-36,1.6,1.5,176,21.7,0,1,S, 501/05/02 14r:00.,-37.21,
2002,05-Jan-2002,1,5.63,124,5,1500,0,-0.001,#N/A,-1.711,-38.3,-37.1,65,71,680,0.6,-38,-37,0.7,0.4,158,46.5,0,0,S, 501/05/02 15r:00.,-37.21,
2002,05-Jan-2002,1,5.67,124,5,1600,0,-0.002,#N/A,-3.448,-38.2,-37.5,66,71,679,0.6,-38,-38,0.6,0.2,131,70.1,0,0,SE, 501/05/02 16r:00.,-37.21,
2002,05-Jan-2002,1,5.71,124,5,1700,0,-0.002,#N/A,-3.734,-37.0,-35.9,67,73,679,1.4,-37,-36,1.5,1.5,172,17.3,0,0,S, 501/05/02 17r:00.,-37.21,
2002,05-Jan-2002,1,5.75,124,5,1800,0,-0.002,#N/A,-3.672,-36.3,-35.2,68,73,678,0.8,-36,-35,0.9,0.7,172,38.3,0,0,S, 501/05/02 18r:00.,-37.21,
2002,05-Jan-2002,1,5.79,124,5,1900,0,-0.002,#N/A,-3.963,-34.9,-34.5,69,74,677,0.5,-35,-35,0.6,0.2,25,63.7,0,0,NE, 501/05/02 19r:00.,-35.89,
2002,05-Jan-2002,1,5.83,124,5,2000,0,-0.002,#N/A,-4.091,-31.9,-31.8,73,77,677,0.6,-32,-32,0.6,0.0,57,78.3,0,0,NE, 501/05/02 20r:00.,-32.28,
2002,05-Jan-2002,1,5.88,124,5,2100,0,-0.002,#N/A,-4.083,-30.1,-29.9,74,79,676,0.5,-31,-31,0.5,0.4,112,40.2,0,0,E, 501/05/02 21r:00.,-31.18,
2002,05-Jan-2002,1,5.92,124,5,2200,0,-0.002,#N/A,-4.061,-29.4,-29.3,75,80,675,0.6,-30,-30,0.7,0.6,159,25.0,0,0,S, 501/05/02 22r:00.,-30.13,
2002,05-Jan-2002,1,5.96,124,5,2300,0,-0.002,#N/A,-4.047,-28.6,-28.5,76,80,674,0.6,-29,-29,0.6,0.5,155,31.0,0,0,SE, 501/05/02 23r:00.,-30.13,
2002,05-Jan-2002,1,6.00,124,5,2400,0,-0.002,#N/A,-3.917,-28.2,-28.1,76,81,674,0.7,-29,-29,0.7,0.2,7,67.3,0,0,N, 601/06/02 0r:00.,-29.1,
2002,06-Jan-2002,1,6.04,124,6,0100,0,-0.002,#N/A,-3.828,-27.9,-27.8,77,81,674,0.7,-28,-28,0.8,0.7,165,18.7,0,0,S, 601/06/02 1r:00.,-29.1,
2002,06-Jan-2002,1,6.08,124,6,0200,0,-0.002,#N/A,-3.862,-27.7,-27.4,77,82,673,1.3,-28,-28,1.5,1.4,171,15.8,0,0,S, 601/06/02 2r:00.,-28.11,
2002,06-Jan-2002,1,6.13,124,6,0300,0,-0.002,#N/A,-3.849,-28.8,-28.4,76,81,673,1.5,-29,-29,1.7,1.7,161,15.8,0,0,S, 601/06/02 3r:00.,-30.13,
2002,06-Jan-2002,1,6.17,124,6,0400,0,-0.002,#N/A,-3.788,-29.7,-29.2,75,80,672,1.2,-30,-30,1.4,1.3,176,17.0,0,0,S, 601/06/02 4r:00.,-31.18,
2002,06-Jan-2002,1,6.21,124,6,0500,0,-0.002,#N/A,-3.83,-30.6,-30.0,74,79,671,1.1,-31,-31,1.2,0.9,180,38.6,0,0,S, 601/06/02 5r:00.,-32.28,
2002,06-Jan-2002,1,6.25,124,6,0600,0,-0.002,#N/A,-3.681,-32.1,-30.9,73,78,671,1.4,-32,-31,1.5,1.5,171,15.1,0,0,S, 601/06/02 6r:00.,-33.43,
