datetime,wtr,DO_con
2006-08-07,23.32,8.87
2006-08-08,23.37,8.92
2006-08-09,23.29,8.94
2006-08-10,23.19,8.96
2006-08-11,NA,8.99
2006-08-12,22.87,9.06
2006-08-13,22.58,9.04
2006-08-14,22.22,9.06
2006-08-15,NA,9.03
2006-08-16,22.15,9.08
2006-08-17,22.05,9.08
2006-08-18,NA,9.09
2007-06-13,20.69,9.41
2007-06-14,21.45,9.25
2007-06-15,21.96,9.16
2007-06-16,22.45,9.07
2007-06-17,21.82,9.16
2007-06-18,21.09,9.17
2007-06-19,19.82,9.25
2007-06-20,19.36,9.32
2007-06-21,19.84,9.33
2007-06-22,19.95,9.37
2007-06-23,20.32,9.35
2007-06-24,21.18,9.28
2007-06-25,21.84,9.22
2007-06-26,22.52,9.09
2007-06-27,22.58,9.01
2007-06-28,22.02,9.02
2007-06-29,22.37,9
2007-06-30,22.23,9.05
2007-07-01,22.16,9.06
2007-07-02,21.52,9.12
2007-07-03,21.71,9.12
2007-07-04,22.13,9.06
2007-07-05,22.09,9.05
2007-07-06,22.62,8.98
2007-07-07,22.93,8.93
2007-07-08,23.61,8.74
2007-07-09,24.23,8.61
2007-07-10,23.34,8.74
2007-07-11,22.16,8.8
2007-07-12,21.59,8.79
2007-07-17,22.24,8.89
2007-07-18,22.45,8.84
2007-07-19,21.05,9
2007-07-20,21.54,8.9
2007-07-21,21.74,8.92
2007-07-22,21.67,8.92
2007-07-23,21.94,8.84
2007-07-24,23.19,8.71
2007-07-25,24.32,8.58
2007-07-26,24.95,8.51
2007-07-27,23.91,8.6
2007-07-28,24.34,8.58
2007-07-29,24.02,8.6
2007-07-30,24.51,8.51
2007-07-31,25,8.48
2007-08-01,24.96,8.44
2007-08-02,24.79,8.39
2007-08-03,24.56,8.37
2007-08-04,24.38,8.41
2007-08-05,23.96,8.41
2007-08-06,23.87,8.45
2007-08-07,23.56,8.48
2007-08-08,24.16,8.41
2007-08-09,23.96,8.5
2007-08-10,24.41,8.47
2007-08-11,24.13,8.5
2007-08-12,24.14,8.49
2007-08-13,23.96,8.52
2007-08-14,23.68,8.5
2007-08-15,23.5,8.49
2007-08-16,23.27,8.53
2007-08-17,22.62,8.59
2007-08-18,21.98,8.63
2007-08-19,21.53,8.66
2007-08-20,20.96,8.66
2007-08-21,20.46,8.69
2007-08-22,21.01,8.71
2007-08-23,21.33,8.82
2007-08-24,20.92,8.89
2007-08-25,20.57,8.92
2007-08-26,20.53,8.94
2007-08-27,20.45,8.93
2007-08-28,20.79,8.89
2007-08-29,20.62,8.94
2007-08-30,20.86,8.99
2007-08-31,20.86,9.08
2007-09-01,20.95,9.08
2007-09-02,20.82,9.05
2007-09-03,21.23,9
2007-09-04,21.16,9.02
2007-09-05,21.36,8.99
2007-09-06,21.57,8.91
2007-09-07,21.66,8.79
2007-09-08,21.39,8.81
2007-09-09,20.75,8.87
2007-09-10,20.31,8.9
2007-09-11,19.47,8.93
2007-09-12,18.65,9.01
2007-09-13,18.13,9.08
2007-09-14,17.34,9.16
2007-09-15,16.75,9.35
2007-09-16,16.47,9.44
2007-09-17,16.29,9.51
2007-09-18,16.34,9.52
2007-09-19,16.57,9.56
2007-09-20,16.5,9.63
2007-09-21,16.47,9.57
2007-09-22,16.42,9.58
2007-09-23,16.37,9.62
2007-09-24,16.58,9.65
2007-09-25,16.79,9.59
2007-09-26,16.69,9.61
2007-09-27,16.45,9.64
2007-09-28,16.61,9.6
2007-09-29,16.11,9.64
2007-09-30,15.89,9.6
2007-10-01,15.89,9.56
2007-10-02,15.86,9.55
2007-10-03,15.75,9.54
2007-10-04,15.71,9.57
2007-10-05,15.86,9.62
2007-10-06,16.14,9.65
2007-10-07,16.8,9.63
2007-10-08,17.04,9.63
2007-10-09,16.2,9.59
2007-10-10,15.25,9.61
2007-10-11,14.58,9.81
2007-10-16,13.37,9.92
2007-10-17,13.32,9.96
2007-10-18,13.26,10.05
2007-10-19,13.13,10.02
2007-10-20,12.92,10.05
2007-10-21,12.87,10.08
2007-10-22,12.64,10.07
2007-10-23,12.33,10.15
2007-10-24,11.95,10.22
2007-10-25,11.66,10.34
2007-10-26,11.74,10.28
2007-10-27,11.41,10.32
2007-10-28,11.13,10.51
2007-10-29,11.11,10.46
2007-10-30,10.95,10.55
2007-10-31,10.82,10.6
2007-11-01,10.42,10.75
2007-11-02,10.07,10.66
2007-11-03,9.87,10.72
2007-11-04,9.68,10.74
2007-11-05,9.47,10.71
2007-11-06,8.91,10.87
2007-11-07,8.59,10.72
2007-11-08,8.44,10.56
2007-11-09,8.27,10.52
2007-11-10,8.11,10.6
2007-11-11,8.06,10.67
2007-11-12,7.96,10.8
2007-11-13,7.8,10.88
2007-11-14,7.6,11.09
2007-11-15,7.24,11.31
2007-11-16,6.99,11.42
2007-11-17,6.87,11.44
2008-05-30,12.26,13.47
2008-05-31,12.04,13.44
2008-06-01,12.48,13.36
2008-06-02,13.12,13.2
2008-06-03,12.79,13.3
2008-06-04,12.98,13.22
2008-06-05,13.33,13.07
2008-06-06,13.08,13.09
2008-06-18,15.64,12.81
2008-06-19,16.26,12.83
2008-06-20,17.38,12.61
2008-06-21,17.63,12.53
2008-06-22,17.77,12.52
2008-06-23,17.95,12.57
2008-06-24,18.4,12.5
2008-06-25,18.87,12.37
2008-06-26,20.2,12
2008-06-27,20.18,12.04
2008-06-28,20.06,11.92
2008-06-29,19.65,11.91
2008-06-30,19.62,11.94
2008-07-01,19.93,11.88
2008-07-02,20.08,11.79
2008-07-03,20.39,11.71
2008-07-04,20.53,11.7
2008-07-05,20.66,11.65
2008-07-06,20.67,11.61
2008-07-07,21.51,11.45
2008-07-08,21.45,11.45
2008-07-09,21.22,11.42
2008-07-10,21.13,11.4
2008-07-11,21.13,11.41
2008-07-12,21.08,11.42
2008-07-13,20.24,11.48
2008-07-14,20.22,11.51
2008-07-15,20.62,11.49
2008-07-16,21.26,11.41
2008-07-17,21.27,11.45
2008-07-18,21.75,11.39
2008-07-19,22.22,11.35
2008-07-20,21.96,11.4
2008-07-21,21.98,11.39
2008-07-22,21.83,11.43
2008-07-23,22.39,11.31
2008-07-24,22.33,11.28
2008-07-25,22.2,11.26
2008-07-26,21.92,11.26
2008-07-27,21.94,11.21
2008-07-28,22.57,11.11
2008-07-29,22.29,11.12
2008-07-30,22.36,11.07
2008-07-31,22.78,11.01
2008-08-01,22.74,11
2008-08-02,23.19,10.89
2008-08-03,22.96,10.91
2008-08-04,23.25,10.83
2008-08-05,23.15,10.9
2008-08-06,23.12,10.9
2008-08-07,23,10.89
2008-08-08,22.96,10.9
2008-08-09,22.72,10.92
2008-08-10,22.38,11
2008-08-11,22.66,10.96
2008-08-12,22.49,11.01
2008-08-13,22.34,11.04
2008-08-14,22.18,11.06
2008-08-15,22.46,11.02
2008-08-16,22.2,11.08
2008-08-17,22.26,11.06
2008-08-18,22.39,11.01
2008-08-19,22.37,11
2008-08-20,22.46,11.01
2008-08-21,22.44,11
2008-08-22,22.11,11.04
2008-08-23,22.03,11.05
2008-08-24,21.65,11.09
2008-08-25,21.88,11.02
2008-08-26,21.54,11.15
2008-08-27,21.31,11.23
2008-08-28,21.17,11.28
2008-08-29,21.26,11.3
2008-08-30,21.63,11.3
2008-08-31,21.4,11.36
2008-09-01,21.39,11.35
2008-09-02,21.48,11.28
2008-09-03,21.25,11.26
2008-09-04,20.69,11.35
2008-09-05,20.51,11.44
2008-09-06,20.18,11.47
2008-09-07,19.86,11.56
2008-09-08,19.43,11.61
2008-09-09,19.25,11.73
2008-09-10,18.91,11.8
2008-09-11,18.57,11.87
2008-09-12,18.98,11.84
2008-09-13,18.63,11.93
2008-09-14,18.16,11.95
2008-09-15,17.9,12.04
2008-09-16,17.72,12.12
2008-09-17,17.86,12.18
2008-09-18,17.73,12.22
2008-09-19,17.65,12.23
2008-09-20,17.75,12.22
2008-09-21,17.83,12.2
2008-09-22,17.74,12.26
2008-09-23,17.78,12.25
2008-09-24,17.85,12.2
2008-09-25,17.74,12.22
2008-09-26,17.73,12.25
2008-09-27,17.74,12.2
2008-09-28,17.62,12.21
2008-09-29,17.36,12.22
2008-09-30,16.92,12.26
2008-10-01,16.39,12.37
2008-10-02,15.91,12.44
2008-10-03,15.51,12.51
2008-10-04,15.4,12.54
2008-10-05,15.13,12.64
2008-10-06,14.84,12.71
2008-10-07,14.59,12.75
2008-10-08,14.48,12.77
2008-10-09,14.15,12.86
2008-10-10,13.9,12.97
2008-10-11,13.83,13.03
2008-10-12,13.92,13.06
2008-10-13,14.08,13.06
2008-10-14,13.89,13.09
2008-10-15,13.49,13.12
2008-10-16,13.15,13.2
2008-10-17,12.91,13.22
2008-10-18,12.7,13.26
2008-10-19,12.42,13.33
2008-10-20,12.2,13.39
2008-10-21,11.97,13.43
2008-10-22,11.62,13.45
2008-10-23,11.36,13.58
2008-10-24,11.13,13.61
2008-10-25,10.91,13.64
2008-10-26,10.61,13.69
2008-10-27,10.04,13.86
2008-10-28,9.66,14.01
2008-10-29,9.48,14
2008-10-30,9.3,14.02
2008-10-31,9.3,14.05
2008-11-01,9.24,13.97
2008-11-02,9,13.95
2008-11-03,9.05,14
2008-11-04,9.1,14.13
2008-11-05,9.14,14.17
2008-11-06,9.26,14.23
2008-11-07,9.17,14.2
2008-11-08,9.02,14.12
2008-11-09,8.57,14.16
2008-11-10,8.11,14.24
2008-11-11,7.85,14.31
2009-05-05,5.68,12.39
2009-05-06,7.1,12.26
2009-05-07,7.73,12.24
2009-05-08,8.74,12.11
2009-05-09,7.22,12.32
2009-05-10,8.05,12.18
2009-05-11,8.71,12.12
2009-05-12,8.51,12.17
2009-05-13,8.4,12
2009-05-14,8.35,11.91
2009-05-29,12.89,11.26
2009-05-30,12.91,11.2
2009-05-31,13.2,11.06
2009-06-01,12.79,11.15
2009-06-02,12.66,11.2
2009-06-03,14.25,10.97
2009-06-04,13.64,11.08
2009-06-05,13.89,10.99
2009-06-06,14.25,10.9
2009-06-07,13.75,10.95
2009-06-08,13.23,10.91
2009-06-09,13.29,10.9
2009-06-10,13.34,10.96
2009-06-11,13.72,10.94
2009-06-12,15.12,10.77
2009-06-13,15.2,10.76
2009-06-14,15.97,10.58
2009-06-15,17.17,10.39
2009-06-16,17.06,10.38
2009-06-17,17.7,10.22
2009-06-18,18.37,10.05
2009-06-19,18.74,9.9
2009-06-20,19.45,9.69
2009-06-21,20.32,9.55
2009-06-22,20.52,9.46
2009-06-23,22.29,9.14
2009-06-24,23.23,8.97
2009-06-25,23.2,8.86
2009-06-26,23.52,8.73
2009-06-27,22.27,8.87
2009-06-28,20.9,8.99
2009-06-29,19.67,9.08
2009-06-30,18.5,9.26
2009-07-01,17.95,9.35
2009-07-02,17.74,9.4
2009-07-03,18.12,9.43
2009-07-04,19.03,9.37
2009-07-05,19.02,9.42
2009-07-06,19.06,9.4
2009-07-07,19.09,9.32
2009-07-08,19.51,9.39
2009-07-09,19.46,9.43
2009-07-10,19.84,9.35
2009-07-11,20.02,9.3
2009-07-12,19.82,9.29
2009-07-13,19.76,9.32
2009-07-14,19.76,9.34
2009-07-15,19.58,9.36
2009-07-16,19.17,9.4
2009-07-17,18.55,9.45
2009-07-18,18.19,9.48
2009-07-19,18.62,9.43
2009-07-20,18.98,9.51
2009-07-21,18.97,9.49
2009-07-22,18.82,9.5
2009-07-24,19.79,9.45
2009-07-25,19.66,9.4
2009-07-26,19.79,9.37
2009-07-27,19.81,9.33
2009-08-11,21.42,9.26
2009-08-12,21.43,9.25
2009-08-13,21.6,9.21
2009-08-14,22.49,9.13
2009-08-15,22.5,9.05
2009-08-16,22.24,8.99
2009-08-17,21.91,8.98
2009-08-18,21.48,9
2009-08-19,21.03,9.03
2009-08-20,20.65,8.98
2009-08-21,20.12,8.99
2009-08-22,19.73,9.08
2009-08-23,19.88,9.09
2009-08-24,19.79,9.11
2009-08-25,19.87,9.11
2009-08-26,20.39,9.08
2009-08-27,20.59,9.1
2009-08-28,20.27,9.13
2009-08-29,19.39,9.15
2009-08-30,18.83,9.22
2009-08-31,18.93,9.24
2009-09-01,19.13,9.29
2009-09-02,19.27,9.29
2009-09-03,19.64,9.26
2009-09-04,19.99,9.25
2009-09-05,20.2,9.24
2009-09-06,20.34,9.24
2009-09-07,20.73,9.21
2009-09-08,20.79,9.21
2009-09-09,20.76,9.21
2009-09-10,21.03,9.17
2009-09-19,20.41,9.21
2009-09-20,20.36,9.19
2009-09-21,20.38,9.17
2009-09-22,20.26,9.16
2009-09-23,20.2,9.18
2009-09-24,20.4,9.14
2009-09-25,19.95,9.2
2009-09-26,19.64,9.18
2009-09-27,19.21,9.16
2009-09-28,18.21,9.14
2009-09-29,17,9.28
2009-09-30,16.57,9.38
2009-10-01,16.09,9.5
2009-10-02,15.45,9.52
2009-10-03,14.9,9.57
2009-10-04,14.62,9.66
2009-10-05,14.36,9.73
2009-10-06,14.03,9.78
2009-10-07,13.63,9.85
2009-10-08,13.35,9.93
2009-10-09,13,10.01
2009-10-10,12.44,10.1
2009-10-11,11.75,10.2
2009-10-12,11.42,10.14
2009-10-13,10.99,10.21
2009-10-14,10.71,10.22
2009-10-15,10.51,10.29
2009-10-16,10.36,10.21
2009-10-17,10.24,10.37
2009-10-18,9.96,10.28
2009-10-19,9.9,10.21
2009-10-20,9.89,10.33
2009-10-21,9.71,10.28
2009-10-22,9.48,10.4
2009-10-23,9.23,10.15
2009-10-24,8.95,10.35
2009-10-25,8.83,10.28
2009-10-26,8.77,10.24
2011-05-28,11.68,11.26
2011-05-29,12.38,11.1
2011-05-30,12.09,11.1
2011-05-31,12.41,10.9
2011-06-01,12.29,10.62
2011-06-02,12.29,10.64
2011-06-03,12.6,10.6
2011-06-04,13.57,10.47
2011-06-05,15.04,10.3
2011-06-06,16.71,10.11
2011-06-07,16.65,10.14
2011-06-08,17.43,9.73
2011-06-09,16.7,9.62
2011-06-10,15.84,9.68
2011-06-11,15.54,9.68
2011-06-12,16.6,9.59
2011-07-05,22.69,8.41
2011-07-06,23.46,8.32
2011-07-07,22.83,8.38
2011-07-08,23.18,8.35
2011-07-09,22.7,8.39
2011-07-10,23.06,8.29
2011-07-11,23.54,8.18
2011-07-12,23.51,8.17
2011-07-13,22.67,8.27
2011-07-14,22.11,8.35
2011-07-15,21.77,8.4
2011-07-16,22.43,8.37
2011-07-17,22.9,8.33
2011-07-18,23.56,8.24
2011-07-19,24.02,8.24
2011-07-20,23.87,8.22
2011-07-23,24.48,8.11
2011-07-24,24.26,8.11
2011-07-25,24.01,8.16
2011-07-26,24.23,8.13
2011-07-27,23.62,8.16
2011-07-28,23.78,8.15
2011-07-29,NA,8.2
2011-07-30,NA,8.2
2011-07-31,NA,8.2
2011-08-01,NA,8.2
2011-08-02,NA,8.2
2011-08-03,NA,8.2
2011-08-04,NA,8.2
2011-08-05,NA,8.2
2011-08-06,NA,8.2
2011-08-07,NA,8.2
2011-08-08,NA,8.2
2011-08-09,NA,8.2
2011-08-10,NA,8.2
2011-08-11,NA,8.2
2011-08-12,NA,8.2
2011-08-13,NA,8.2
2011-08-14,NA,8.2
2011-08-15,NA,8.2
2011-08-16,NA,8.2
2011-08-17,NA,8.2
2011-08-18,NA,8.2
2011-08-19,NA,8.2
2011-08-20,NA,8.2
2011-08-21,NA,8.2
2011-08-22,NA,8.2
2011-08-23,NA,8.2
2011-08-24,NA,8.2
2011-08-25,NA,8.2
2011-08-26,NA,8.2
2011-08-27,NA,8.2
2011-08-28,NA,8.2
2011-08-29,NA,8.2
2011-08-30,NA,8.2
2012-05-22,15.12,10.75
2012-05-23,14.94,10.64
2012-05-24,15.01,10.52
2012-05-25,15.12,10.41
2012-05-26,15.37,10.4
2012-05-27,15.61,10.34
2012-05-28,16.34,10.23
2012-05-29,16.41,10.14
2012-05-30,16.05,10.11
2012-05-31,16.11,10.14
2012-06-01,16.51,10.15
2012-06-02,16.12,10.16
2012-06-03,16.68,10.03
2012-06-04,17.82,9.94
2012-06-05,17.81,9.97
2012-06-06,18.85,9.89
2012-06-07,19.74,9.8
2012-06-08,19.49,9.74
2012-06-09,19.53,9.69
2012-06-10,19.69,9.63
2012-06-11,19.61,9.56
2012-06-12,19.34,9.42
2012-06-13,19.14,9.45
2012-06-14,18.73,9.48
2012-06-15,19.13,9.47
2012-06-16,19.25,9.52
2012-06-17,19.05,9.5
2012-06-18,19.24,9.47
2012-06-19,19.77,9.4
2012-06-20,20,9.36
2012-06-21,20.09,9.29
2012-06-22,20.51,9.25
2012-06-23,20.28,9.31
2012-06-24,20.3,9.3
2012-06-25,21.04,9.27
2012-06-26,21.16,9.27
2012-06-27,21.38,9.24
2012-06-28,21.96,9.16
