Name,In.Out,sampledate,TOC.mg.L
Alsterälven Alster,Inflow,4/12/2006 0:00,9.7
Alsterälven Alster,Inflow,5/15/2006 0:00,9.6
Alsterälven Alster,Inflow,6/14/2006 0:00,15.9
Alsterälven Alster,Inflow,7/17/2006 0:00,8
Alsterälven Alster,Inflow,8/15/2006 0:00,8.9
Alsterälven Alster,Inflow,9/13/2006 0:00,7.8
Alsterälven Alster,Inflow,10/16/2006 0:00,8.9
Alsterälven Alster,Inflow,11/15/2006 0:00,10.5
Alsterälven Alster,Inflow,12/13/2006 0:00,11.8
Alsterälven Alster,Inflow,1/15/2007 0:00,11.9
Alsterälven Alster,Inflow,2/14/2007 0:00,12.3
Alsterälven Alster,Inflow,3/14/2007 0:00,11.9
Alsterälven Alster,Inflow,4/16/2007 0:00,9
Alsterälven Alster,Inflow,5/14/2007 0:00,14.1
Alsterälven Alster,Inflow,6/13/2007 0:00,13.7
Alsterälven Alster,Inflow,7/16/2007 0:00,12.6
Alsterälven Alster,Inflow,8/15/2007 0:00,9.4
Alsterälven Alster,Inflow,9/17/2007 0:00,8.1
Alsterälven Alster,Inflow,10/15/2007 0:00,10.5
Alsterälven Alster,Inflow,11/14/2007 0:00,17.2
Alsterälven Alster,Inflow,12/17/2007 0:00,10.9
Alsterälven Alster,Inflow,1/15/2008 0:00,18.8
Alsterälven Alster,Inflow,2/13/2008 0:00,18.2
Alsterälven Alster,Inflow,3/17/2008 0:00,15.3
Alsterälven Alster,Inflow,4/15/2008 0:00,9.3
Alsterälven Alster,Inflow,5/14/2008 0:00,10.8
Alsterälven Alster,Inflow,6/16/2008 0:00,17.3
Alsterälven Alster,Inflow,7/15/2008 0:00,10.9
Alsterälven Alster,Inflow,8/13/2008 0:00,11.1
Alsterälven Alster,Inflow,9/15/2008 0:00,14.4
Alsterälven Alster,Inflow,10/15/2008 0:00,10.3
Alsterälven Alster,Inflow,11/17/2008 0:00,15.2
Alsterälven Alster,Inflow,12/15/2008 0:00,13.1
Alsterälven Alster,Inflow,1/14/2009 0:00,9.9
Alsterälven Alster,Inflow,2/16/2009 0:00,11.7
Alsterälven Alster,Inflow,3/16/2009 0:00,10.5
Alsterälven Alster,Inflow,4/15/2009 0:00,9.4
Alsterälven Alster,Inflow,5/13/2009 0:00,14.3
Alsterälven Alster,Inflow,6/15/2009 0:00,18.8
Alsterälven Alster,Inflow,7/15/2009 0:00,9.3
Alsterälven Alster,Inflow,8/17/2009 0:00,10.4
Alsterälven Alster,Inflow,9/15/2009 0:00,11
Alsterälven Alster,Inflow,10/14/2009 0:00,14.3
Alsterälven Alster,Inflow,11/16/2009 0:00,19
Alsterälven Alster,Inflow,12/15/2009 0:00,10.8
Alsterälven Alster,Inflow,1/13/2010 0:00,15.6
Alsterälven Alster,Inflow,2/15/2010 0:00,16.7
Alsterälven Alster,Inflow,3/15/2010 0:00,11.4
Alsterälven Alster,Inflow,4/14/2010 0:00,11.3
Alsterälven Alster,Inflow,5/17/2010 0:00,11.4
Alsterälven Alster,Inflow,6/15/2010 0:00,14.1
Alsterälven Alster,Inflow,7/14/2010 0:00,17
Alsterälven Alster,Inflow,8/16/2010 0:00,10.7
Alsterälven Alster,Inflow,9/15/2010 0:00,12.6
Alsterälven Alster,Inflow,10/13/2010 0:00,13
Alsterälven Alster,Inflow,11/15/2010 0:00,14.5
Alsterälven Alster,Inflow,12/15/2010 0:00,12.3
Alsterälven Alster,Inflow,1/17/2011 0:00,14
Alsterälven Alster,Inflow,2/15/2011 0:00,11.8
Alsterälven Alster,Inflow,3/15/2011 0:00,10.9
Alsterälven Alster,Inflow,4/13/2011 0:00,11.1
Alsterälven Alster,Inflow,5/16/2011 0:00,11.5
Alsterälven Alster,Inflow,6/15/2011 0:00,10
Alsterälven Alster,Inflow,7/13/2011 0:00,13.5
Alsterälven Alster,Inflow,8/15/2011 0:00,9.7
Alsterälven Alster,Inflow,9/14/2011 0:00,12.1
Alsterälven Alster,Inflow,10/17/2011 0:00,12
Alsterälven Alster,Inflow,11/15/2011 0:00,11.3
Alsterälven Alster,Inflow,12/14/2011 0:00,12.5
Alsterälven Alster,Inflow,1/16/2012 0:00,10.2
Alsterälven Alster,Inflow,2/15/2012 0:00,12.3
Alsterälven Alster,Inflow,3/14/2012 0:00,12.4
Alsterälven Alster,Inflow,4/16/2012 0:00,9.7
Alsterälven Alster,Inflow,5/15/2012 0:00,15.3
Alsterälven Alster,Inflow,6/13/2012 0:00,10.7
Alsterälven Alster,Inflow,7/16/2012 0:00,10.2
Alsterälven Alster,Inflow,8/15/2012 0:00,10.7
Alsterälven Alster,Inflow,9/17/2012 0:00,17.2
Alsterälven Alster,Inflow,10/15/2012 0:00,11
Alsterälven Alster,Inflow,11/14/2012 0:00,11.8
Alsterälven Alster,Inflow,12/17/2012 0:00,11.2
Alsterälven Alster,Inflow,1/15/2013 0:00,10.1
Alsterälven Alster,Inflow,2/13/2013 0:00,11.6
Alsterälven Alster,Inflow,3/18/2013 0:00,12.9
Alsterälven Alster,Inflow,4/15/2013 0:00,15.1
Alsterälven Alster,Inflow,5/15/2013 0:00,11.8
Alsterälven Alster,Inflow,6/17/2013 0:00,10.9
Alsterälven Alster,Inflow,7/15/2013 0:00,11.1
Alsterälven Alster,Inflow,8/14/2013 0:00,11.2
Alsterälven Alster,Inflow,9/16/2013 0:00,10.7
Alsterälven Alster,Inflow,10/15/2013 0:00,11.1
Alsterälven Alster,Inflow,11/13/2013 0:00,11.3
Alsterälven Alster,Inflow,12/16/2013 0:00,11.9
Alsterälven Alster,Inflow,1/15/2014 0:00,10.2
Alsterälven Alster,Inflow,2/17/2014 0:00,10.8
Alsterälven Alster,Inflow,3/17/2014 0:00,10.9
Alsterälven Alster,Inflow,4/15/2014 0:00,10.1
Alsterälven Alster,Inflow,5/14/2014 0:00,11.8
Alsterälven Alster,Inflow,6/16/2014 0:00,10.6
Alsterälven Alster,Inflow,7/15/2014 0:00,9.8
Alsterälven Alster,Inflow,8/13/2014 0:00,14
Alsterälven Alster,Inflow,9/15/2014 0:00,10.2
Alsterälven Alster,Inflow,10/15/2014 0:00,9.8
Alsterälven Alster,Inflow,11/17/2014 0:00,11.6
Alsterälven Alster,Inflow,12/15/2014 0:00,11.5
Ölman Hult,Inflow,1/17/2000 0:00,12
Ölman Hult,Inflow,2/14/2000 0:00,8.5
Ölman Hult,Inflow,3/14/2000 0:00,8.3
Ölman Hult,Inflow,4/17/2000 0:00,11.9
Ölman Hult,Inflow,5/17/2000 0:00,10.4
Ölman Hult,Inflow,6/13/2000 0:00,12.9
Ölman Hult,Inflow,7/17/2000 0:00,24.3
Ölman Hult,Inflow,8/15/2000 0:00,12.9
Ölman Hult,Inflow,9/13/2000 0:00,9.3
Ölman Hult,Inflow,10/16/2000 0:00,23
Ölman Hult,Inflow,11/14/2000 0:00,15.3
Ölman Hult,Inflow,12/12/2000 0:00,14.1
Ölman Hult,Inflow,1/16/2001 0:00,12.6
Ölman Hult,Inflow,2/14/2001 0:00,12.8
Ölman Hult,Inflow,3/13/2001 0:00,9.9
Ölman Hult,Inflow,4/17/2001 0:00,14.9
Ölman Hult,Inflow,5/17/2001 0:00,12
Ölman Hult,Inflow,6/12/2001 0:00,12.2
Ölman Hult,Inflow,7/16/2001 0:00,10.2
Ölman Hult,Inflow,8/15/2001 0:00,13
Ölman Hult,Inflow,9/17/2001 0:00,18.4
Ölman Hult,Inflow,10/15/2001 0:00,19.8
Ölman Hult,Inflow,11/14/2001 0:00,12.8
Ölman Hult,Inflow,12/17/2001 0:00,12.2
Ölman Hult,Inflow,1/15/2002 0:00,10.3
Ölman Hult,Inflow,2/13/2002 0:00,10.7
Ölman Hult,Inflow,3/13/2002 0:00,12.6
Ölman Hult,Inflow,4/15/2002 0:00,14.3
Ölman Hult,Inflow,5/15/2002 0:00,8.2
Ölman Hult,Inflow,6/17/2002 0:00,12.3
Ölman Hult,Inflow,7/15/2002 0:00,12.6
Ölman Hult,Inflow,8/14/2002 0:00,13
Ölman Hult,Inflow,9/16/2002 0:00,7.4
Ölman Hult,Inflow,10/16/2002 0:00,4.5
Ölman Hult,Inflow,11/13/2002 0:00,7.3
Ölman Hult,Inflow,12/16/2002 0:00,9.4
Ölman Hult,Inflow,1/15/2003 0:00,5
Ölman Hult,Inflow,2/17/2003 0:00,9.1
Ölman Hult,Inflow,3/17/2003 0:00,12.5
Ölman Hult,Inflow,4/14/2003 0:00,14.2
Ölman Hult,Inflow,5/14/2003 0:00,12.5
Ölman Hult,Inflow,6/16/2003 0:00,13.8
Ölman Hult,Inflow,7/14/2003 0:00,13.2
Ölman Hult,Inflow,8/18/2003 0:00,18.1
Ölman Hult,Inflow,9/15/2003 0:00,9.2
Ölman Hult,Inflow,10/15/2003 0:00,13.5
Ölman Hult,Inflow,11/17/2003 0:00,39.6
Ölman Hult,Inflow,12/15/2003 0:00,16.7
Ölman Hult,Inflow,1/14/2004 0:00,9.5
Ölman Hult,Inflow,2/16/2004 0:00,11.6
Ölman Hult,Inflow,3/16/2004 0:00,8.4
Ölman Hult,Inflow,4/14/2004 0:00,11.3
Ölman Hult,Inflow,5/17/2004 0:00,8.9
Ölman Hult,Inflow,6/15/2004 0:00,9
Ölman Hult,Inflow,7/14/2004 0:00,36.2
Ölman Hult,Inflow,8/17/2004 0:00,14.4
Ölman Hult,Inflow,9/15/2004 0:00,16.2
Ölman Hult,Inflow,10/13/2004 0:00,24.3
Ölman Hult,Inflow,11/16/2004 0:00,15.2
Ölman Hult,Inflow,12/15/2004 0:00,12.9
Ölman Hult,Inflow,1/17/2005 0:00,12.4
Ölman Hult,Inflow,2/16/2005 0:00,20
Ölman Hult,Inflow,3/15/2005 0:00,8.4
Ölman Hult,Inflow,4/13/2005 0:00,14
Ölman Hult,Inflow,5/17/2005 0:00,13
Ölman Hult,Inflow,6/15/2005 0:00,10.9
Ölman Hult,Inflow,7/13/2005 0:00,7.7
Ölman Hult,Inflow,8/16/2005 0:00,15.9
Ölman Hult,Inflow,9/14/2005 0:00,9.5
Ölman Hult,Inflow,10/17/2005 0:00,9.9
Ölman Hult,Inflow,11/15/2005 0:00,21
Ölman Hult,Inflow,12/14/2005 0:00,13.6
Ölman Hult,Inflow,1/16/2006 0:00,20.8
Ölman Hult,Inflow,2/15/2006 0:00,8.4
Ölman Hult,Inflow,3/15/2006 0:00,20.4
Ölman Hult,Inflow,4/12/2006 0:00,13.9
Ölman Hult,Inflow,5/15/2006 0:00,16.8
Ölman Hult,Inflow,6/14/2006 0:00,14.5
Ölman Hult,Inflow,7/17/2006 0:00,7.6
Ölman Hult,Inflow,8/15/2006 0:00,4.5
Ölman Hult,Inflow,9/13/2006 0:00,18.2
Ölman Hult,Inflow,10/16/2006 0:00,43
Ölman Hult,Inflow,11/15/2006 0:00,18.7
Ölman Hult,Inflow,12/13/2006 0:00,18.1
Ölman Hult,Inflow,1/15/2007 0:00,16.4
Ölman Hult,Inflow,2/14/2007 0:00,10.9
Ölman Hult,Inflow,3/14/2007 0:00,17.7
Ölman Hult,Inflow,4/16/2007 0:00,10.2
Ölman Hult,Inflow,5/14/2007 0:00,13.8
Ölman Hult,Inflow,6/13/2007 0:00,12.8
Ölman Hult,Inflow,7/16/2007 0:00,19
Ölman Hult,Inflow,8/15/2007 0:00,7.6
Ölman Hult,Inflow,9/17/2007 0:00,9.6
Ölman Hult,Inflow,10/15/2007 0:00,18.6
Ölman Hult,Inflow,11/14/2007 0:00,24.4
Ölman Hult,Inflow,12/17/2007 0:00,19.3
Ölman Hult,Inflow,1/15/2008 0:00,18.1
Ölman Hult,Inflow,2/13/2008 0:00,15
Ölman Hult,Inflow,3/17/2008 0:00,13.8
Ölman Hult,Inflow,4/15/2008 0:00,13.6
Ölman Hult,Inflow,5/14/2008 0:00,21.7
Ölman Hult,Inflow,6/16/2008 0:00,11.4
Ölman Hult,Inflow,7/15/2008 0:00,7.7
Ölman Hult,Inflow,8/13/2008 0:00,29.2
Ölman Hult,Inflow,9/15/2008 0:00,19.6
Ölman Hult,Inflow,10/15/2008 0:00,24.9
Ölman Hult,Inflow,11/17/2008 0:00,25.8
Ölman Hult,Inflow,12/15/2008 0:00,19.9
Ölman Hult,Inflow,1/14/2009 0:00,12.5
Ölman Hult,Inflow,2/16/2009 0:00,11.2
Ölman Hult,Inflow,3/16/2009 0:00,17
Ölman Hult,Inflow,4/15/2009 0:00,14.8
Ölman Hult,Inflow,5/13/2009 0:00,17.4
Ölman Hult,Inflow,6/15/2009 0:00,19.5
Ölman Hult,Inflow,7/15/2009 0:00,26.9
Ölman Hult,Inflow,8/17/2009 0:00,16.9
Ölman Hult,Inflow,9/15/2009 0:00,19.5
Ölman Hult,Inflow,10/14/2009 0:00,20.8
Ölman Hult,Inflow,11/16/2009 0:00,22.5
Ölman Hult,Inflow,12/15/2009 0:00,16.6
Ölman Hult,Inflow,1/13/2010 0:00,14.3
Ölman Hult,Inflow,2/15/2010 0:00,11.1
Ölman Hult,Inflow,3/15/2010 0:00,11.4
Ölman Hult,Inflow,4/14/2010 0:00,14.6
Ölman Hult,Inflow,5/17/2010 0:00,24.1
Ölman Hult,Inflow,6/15/2010 0:00,20.7
Ölman Hult,Inflow,7/14/2010 0:00,22.8
Ölman Hult,Inflow,8/16/2010 0:00,21
Ölman Hult,Inflow,9/15/2010 0:00,20
Ölman Hult,Inflow,10/13/2010 0:00,22.2
Ölman Hult,Inflow,11/15/2010 0:00,19.4
Ölman Hult,Inflow,12/15/2010 0:00,21.4
Ölman Hult,Inflow,1/17/2011 0:00,12.6
Ölman Hult,Inflow,2/15/2011 0:00,14.1
Ölman Hult,Inflow,3/15/2011 0:00,18
Ölman Hult,Inflow,4/13/2011 0:00,13.3
Ölman Hult,Inflow,5/16/2011 0:00,22.4
Ölman Hult,Inflow,6/15/2011 0:00,12.1
Ölman Hult,Inflow,7/13/2011 0:00,14.2
Ölman Hult,Inflow,8/15/2011 0:00,30.3
Ölman Hult,Inflow,9/14/2011 0:00,27.4
Ölman Hult,Inflow,10/17/2011 0:00,20
Ölman Hult,Inflow,11/15/2011 0:00,18.1
Ölman Hult,Inflow,12/14/2011 0:00,18.7
Ölman Hult,Inflow,1/16/2012 0:00,15.3
Ölman Hult,Inflow,2/15/2012 0:00,20.2
Ölman Hult,Inflow,3/14/2012 0:00,18.5
Ölman Hult,Inflow,4/16/2012 0:00,18.5
Ölman Hult,Inflow,5/15/2012 0:00,22.8
Ölman Hult,Inflow,6/13/2012 0:00,19.2
Ölman Hult,Inflow,7/16/2012 0:00,26.6
Ölman Hult,Inflow,8/15/2012 0:00,20.3
Ölman Hult,Inflow,9/17/2012 0:00,19.9
Ölman Hult,Inflow,10/15/2012 0:00,17.1
Ölman Hult,Inflow,11/14/2012 0:00,16.6
Ölman Hult,Inflow,12/17/2012 0:00,11.6
Ölman Hult,Inflow,1/15/2013 0:00,12.7
Ölman Hult,Inflow,2/13/2013 0:00,10.9
Ölman Hult,Inflow,3/18/2013 0:00,11.9
Ölman Hult,Inflow,4/15/2013 0:00,18.2
Ölman Hult,Inflow,5/15/2013 0:00,16.2
Ölman Hult,Inflow,6/17/2013 0:00,19
Ölman Hult,Inflow,7/15/2013 0:00,18
Ölman Hult,Inflow,8/14/2013 0:00,25.6
Ölman Hult,Inflow,9/16/2013 0:00,11.6
Ölman Hult,Inflow,10/15/2013 0:00,18
Ölman Hult,Inflow,11/13/2013 0:00,21
Ölman Hult,Inflow,12/16/2013 0:00,17.6
Ölman Hult,Inflow,1/15/2014 0:00,13.4
Ölman Hult,Inflow,2/17/2014 0:00,15.4
Ölman Hult,Inflow,3/17/2014 0:00,15.1
Ölman Hult,Inflow,4/15/2014 0:00,13.5
Ölman Hult,Inflow,5/14/2014 0:00,16.7
Ölman Hult,Inflow,6/16/2014 0:00,10.9
Ölman Hult,Inflow,7/15/2014 0:00,16.8
Ölman Hult,Inflow,8/13/2014 0:00,16
Ölman Hult,Inflow,9/15/2014 0:00,13.4
Ölman Hult,Inflow,10/15/2014 0:00,23.9
Ölman Hult,Inflow,11/17/2014 0:00,17.4
Ölman Hult,Inflow,12/15/2014 0:00,17.9
Visman Nybble,Inflow,1/17/2000 0:00,18.8
Visman Nybble,Inflow,2/14/2000 0:00,14.9
Visman Nybble,Inflow,3/14/2000 0:00,8.5
Visman Nybble,Inflow,4/17/2000 0:00,13.3
Visman Nybble,Inflow,5/17/2000 0:00,12.1
Visman Nybble,Inflow,6/13/2000 0:00,14.5
Visman Nybble,Inflow,7/17/2000 0:00,31.7
Visman Nybble,Inflow,8/15/2000 0:00,17.6
Visman Nybble,Inflow,9/13/2000 0:00,13.5
Visman Nybble,Inflow,10/16/2000 0:00,25
Visman Nybble,Inflow,11/14/2000 0:00,22.4
Visman Nybble,Inflow,12/12/2000 0:00,19.1
Visman Nybble,Inflow,1/16/2001 0:00,19
Visman Nybble,Inflow,2/14/2001 0:00,16.5
Visman Nybble,Inflow,3/13/2001 0:00,15.5
Visman Nybble,Inflow,4/17/2001 0:00,24.2
Visman Nybble,Inflow,5/17/2001 0:00,17.6
Visman Nybble,Inflow,6/12/2001 0:00,11.3
Visman Nybble,Inflow,7/16/2001 0:00,8.6
Visman Nybble,Inflow,8/15/2001 0:00,11.3
Visman Nybble,Inflow,9/17/2001 0:00,20.1
Visman Nybble,Inflow,10/15/2001 0:00,23.3
Visman Nybble,Inflow,11/14/2001 0:00,17.6
Visman Nybble,Inflow,12/17/2001 0:00,16
Visman Nybble,Inflow,1/15/2002 0:00,16.6
Visman Nybble,Inflow,2/13/2002 0:00,16.3
Visman Nybble,Inflow,3/13/2002 0:00,14.5
Visman Nybble,Inflow,4/15/2002 0:00,15.1
Visman Nybble,Inflow,5/15/2002 0:00,13.5
Visman Nybble,Inflow,6/17/2002 0:00,23.6
Visman Nybble,Inflow,7/15/2002 0:00,11.9
Visman Nybble,Inflow,8/14/2002 0:00,8.5
Visman Nybble,Inflow,9/16/2002 0:00,11.4
Visman Nybble,Inflow,10/16/2002 0:00,10.6
Visman Nybble,Inflow,11/13/2002 0:00,8.3
Visman Nybble,Inflow,12/16/2002 0:00,12.5
Visman Nybble,Inflow,1/15/2003 0:00,11.8
Visman Nybble,Inflow,2/17/2003 0:00,10.4
Visman Nybble,Inflow,3/17/2003 0:00,14.7
Visman Nybble,Inflow,4/14/2003 0:00,12.4
Visman Nybble,Inflow,5/14/2003 0:00,14.9
Visman Nybble,Inflow,6/16/2003 0:00,11.5
Visman Nybble,Inflow,7/14/2003 0:00,13.8
Visman Nybble,Inflow,8/18/2003 0:00,12.5
Visman Nybble,Inflow,9/15/2003 0:00,8
Visman Nybble,Inflow,10/15/2003 0:00,13.2
Visman Nybble,Inflow,11/17/2003 0:00,15.7
Visman Nybble,Inflow,12/15/2003 0:00,15.2
Visman Nybble,Inflow,1/14/2004 0:00,14.1
Visman Nybble,Inflow,2/16/2004 0:00,16.2
Visman Nybble,Inflow,3/16/2004 0:00,11.3
Visman Nybble,Inflow,4/14/2004 0:00,13.2
Visman Nybble,Inflow,5/17/2004 0:00,14.5
Visman Nybble,Inflow,6/15/2004 0:00,7.9
Visman Nybble,Inflow,7/14/2004 0:00,12.8
Visman Nybble,Inflow,8/17/2004 0:00,9
Visman Nybble,Inflow,9/15/2004 0:00,11.4
Visman Nybble,Inflow,10/13/2004 0:00,29.7
Visman Nybble,Inflow,11/16/2004 0:00,22.9
Visman Nybble,Inflow,12/15/2004 0:00,18.2
Visman Nybble,Inflow,1/17/2005 0:00,17.1
Visman Nybble,Inflow,2/16/2005 0:00,16.3
Visman Nybble,Inflow,3/15/2005 0:00,16.5
Visman Nybble,Inflow,4/13/2005 0:00,16.7
Visman Nybble,Inflow,5/17/2005 0:00,15
Visman Nybble,Inflow,6/15/2005 0:00,14.2
Visman Nybble,Inflow,7/13/2005 0:00,11.2
Visman Nybble,Inflow,8/16/2005 0:00,7.5
Visman Nybble,Inflow,9/14/2005 0:00,9.6
Visman Nybble,Inflow,10/17/2005 0:00,12.8
Visman Nybble,Inflow,11/15/2005 0:00,22.1
Visman Nybble,Inflow,12/14/2005 0:00,17.1
Visman Nybble,Inflow,1/16/2006 0:00,17.5
Visman Nybble,Inflow,2/15/2006 0:00,12.4
Visman Nybble,Inflow,3/15/2006 0:00,17.4
Visman Nybble,Inflow,4/12/2006 0:00,19.7
Visman Nybble,Inflow,5/15/2006 0:00,12.7
Visman Nybble,Inflow,6/14/2006 0:00,16.8
Visman Nybble,Inflow,7/17/2006 0:00,10.2
Visman Nybble,Inflow,8/15/2006 0:00,7.4
Visman Nybble,Inflow,9/13/2006 0:00,9.7
Visman Nybble,Inflow,10/16/2006 0:00,21.4
Visman Nybble,Inflow,11/15/2006 0:00,24.5
Visman Nybble,Inflow,12/13/2006 0:00,21.9
Visman Nybble,Inflow,1/15/2007 0:00,22.3
Visman Nybble,Inflow,2/14/2007 0:00,16.7
Visman Nybble,Inflow,3/14/2007 0:00,18.9
Visman Nybble,Inflow,4/16/2007 0:00,12.4
Visman Nybble,Inflow,5/14/2007 0:00,9.4
Visman Nybble,Inflow,6/13/2007 0:00,11.2
Visman Nybble,Inflow,7/16/2007 0:00,13
Visman Nybble,Inflow,8/15/2007 0:00,16.8
Visman Nybble,Inflow,9/17/2007 0:00,18.4
Visman Nybble,Inflow,10/15/2007 0:00,16.6
Visman Nybble,Inflow,11/14/2007 0:00,20.1
Visman Nybble,Inflow,12/17/2007 0:00,19.4
Visman Nybble,Inflow,1/15/2008 0:00,21.8
Visman Nybble,Inflow,2/13/2008 0:00,19.7
Visman Nybble,Inflow,3/17/2008 0:00,15.6
Visman Nybble,Inflow,4/15/2008 0:00,22.7
Visman Nybble,Inflow,5/14/2008 0:00,11.3
Visman Nybble,Inflow,6/16/2008 0:00,11.4
Visman Nybble,Inflow,7/15/2008 0:00,12.9
Visman Nybble,Inflow,8/13/2008 0:00,16.2
Visman Nybble,Inflow,9/15/2008 0:00,25.2
Visman Nybble,Inflow,10/15/2008 0:00,20.9
Visman Nybble,Inflow,11/17/2008 0:00,29.7
Visman Nybble,Inflow,12/15/2008 0:00,24.4
Visman Nybble,Inflow,1/14/2009 0:00,18.4
Visman Nybble,Inflow,2/16/2009 0:00,17.4
Visman Nybble,Inflow,3/16/2009 0:00,17.6
Visman Nybble,Inflow,4/15/2009 0:00,21.1
Visman Nybble,Inflow,5/13/2009 0:00,12
Visman Nybble,Inflow,6/15/2009 0:00,14.4
Visman Nybble,Inflow,7/15/2009 0:00,32.4
Visman Nybble,Inflow,8/17/2009 0:00,20.1
Visman Nybble,Inflow,9/15/2009 0:00,18.9
Visman Nybble,Inflow,10/14/2009 0:00,24.7
Visman Nybble,Inflow,11/16/2009 0:00,20.9
Visman Nybble,Inflow,12/15/2009 0:00,19.6
Visman Nybble,Inflow,1/13/2010 0:00,25.6
Visman Nybble,Inflow,2/15/2010 0:00,27.1
Visman Nybble,Inflow,3/15/2010 0:00,16.2
Visman Nybble,Inflow,4/14/2010 0:00,20.5
Visman Nybble,Inflow,5/17/2010 0:00,21.8
Visman Nybble,Inflow,6/15/2010 0:00,19.9
Visman Nybble,Inflow,7/14/2010 0:00,13.8
Visman Nybble,Inflow,8/16/2010 0:00,20.8
Visman Nybble,Inflow,9/15/2010 0:00,18.2
Visman Nybble,Inflow,10/13/2010 0:00,24.4
Visman Nybble,Inflow,11/15/2010 0:00,27.2
Visman Nybble,Inflow,12/15/2010 0:00,20.4
Visman Nybble,Inflow,1/17/2011 0:00,18.7
Visman Nybble,Inflow,2/15/2011 0:00,22.8
Visman Nybble,Inflow,3/15/2011 0:00,19
Visman Nybble,Inflow,4/13/2011 0:00,19.3
Visman Nybble,Inflow,5/16/2011 0:00,19.7
Visman Nybble,Inflow,6/15/2011 0:00,17.2
Visman Nybble,Inflow,7/13/2011 0:00,15.3
Visman Nybble,Inflow,8/15/2011 0:00,15.2
Visman Nybble,Inflow,9/14/2011 0:00,22.7
Visman Nybble,Inflow,10/17/2011 0:00,23.8
Visman Nybble,Inflow,11/15/2011 0:00,21.5
Visman Nybble,Inflow,12/14/2011 0:00,28.6
Visman Nybble,Inflow,1/16/2012 0:00,21.1
Visman Nybble,Inflow,2/15/2012 0:00,18.8
Visman Nybble,Inflow,3/14/2012 0:00,23
Visman Nybble,Inflow,4/16/2012 0:00,20.6
Visman Nybble,Inflow,5/15/2012 0:00,29
Visman Nybble,Inflow,6/13/2012 0:00,23.2
Visman Nybble,Inflow,7/16/2012 0:00,21.4
Visman Nybble,Inflow,8/15/2012 0:00,23.9
Visman Nybble,Inflow,9/17/2012 0:00,25.3
Visman Nybble,Inflow,10/15/2012 0:00,28.7
Visman Nybble,Inflow,11/14/2012 0:00,22.9
Visman Nybble,Inflow,12/17/2012 0:00,20.7
Visman Nybble,Inflow,1/15/2013 0:00,19.2
Visman Nybble,Inflow,2/13/2013 0:00,19.9
Visman Nybble,Inflow,3/18/2013 0:00,19.3
Visman Nybble,Inflow,4/15/2013 0:00,19.8
Visman Nybble,Inflow,5/15/2013 0:00,20
Visman Nybble,Inflow,6/17/2013 0:00,19.2
Visman Nybble,Inflow,7/15/2013 0:00,16.1
Visman Nybble,Inflow,8/14/2013 0:00,22
Visman Nybble,Inflow,9/16/2013 0:00,17.4
Visman Nybble,Inflow,10/15/2013 0:00,13.6
Visman Nybble,Inflow,11/13/2013 0:00,27.6
Visman Nybble,Inflow,12/16/2013 0:00,24
Visman Nybble,Inflow,1/15/2014 0:00,21
Visman Nybble,Inflow,2/17/2014 0:00,21.4
Visman Nybble,Inflow,3/17/2014 0:00,18.7
Visman Nybble,Inflow,4/15/2014 0:00,20.1
Visman Nybble,Inflow,5/14/2014 0:00,22
Visman Nybble,Inflow,6/16/2014 0:00,16.7
Visman Nybble,Inflow,7/15/2014 0:00,16.1
Visman Nybble,Inflow,8/13/2014 0:00,16.1
Visman Nybble,Inflow,9/15/2014 0:00,19.2
Visman Nybble,Inflow,10/15/2014 0:00,20.1
Visman Nybble,Inflow,11/17/2014 0:00,23.4
Visman Nybble,Inflow,12/15/2014 0:00,26.5
