agency_cd,datetime,tz_cd,NorthCreek,Allequash,Stevenson,Mann,Sum_SW_ft3s,Sum_SW_m3s
USGS,6/4/2015 10:45,CDT,6.1,14,4.2,3.74,28.04,0.793532
USGS,6/4/2015 11:00,CDT,6.1,15,4.2,3.74,29.04,0.821832
USGS,6/4/2015 11:15,CDT,6.1,15,4.4,3.74,29.24,0.827492
USGS,6/4/2015 11:30,CDT,6.1,15,4.4,3.74,29.24,0.827492
USGS,6/4/2015 11:45,CDT,6.1,15,4.4,3.74,29.24,0.827492
USGS,6/4/2015 12:00,CDT,6.1,15,4.4,3.74,29.24,0.827492
USGS,6/4/2015 12:15,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 12:30,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 12:45,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 13:00,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 13:15,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 13:30,CDT,6,14,4.4,3.74,28.14,0.796362
USGS,6/4/2015 13:45,CDT,6,14,4.2,3.74,27.94,0.790702
USGS,6/4/2015 14:00,CDT,6,14,4.2,3.74,27.94,0.790702
USGS,6/4/2015 14:15,CDT,6,14,4.1,3.74,27.84,0.787872
USGS,6/4/2015 14:30,CDT,6,14,4.2,3.74,27.94,0.790702
USGS,6/4/2015 14:45,CDT,6,14,4.1,3.74,27.84,0.787872
USGS,6/4/2015 15:00,CDT,6,14,4.1,3.74,27.84,0.787872
USGS,6/4/2015 15:15,CDT,5.9,14,4.1,3.74,27.74,0.785042
USGS,6/4/2015 15:30,CDT,5.9,14,4.1,3.74,27.74,0.785042
USGS,6/4/2015 15:45,CDT,5.9,14,4,3.74,27.64,0.782212
USGS,6/4/2015 16:00,CDT,5.9,14,4,3.74,27.64,0.782212
USGS,6/4/2015 16:15,CDT,5.9,14,3.9,3.74,27.54,0.779382
USGS,6/4/2015 16:30,CDT,5.9,14,3.9,3.74,27.54,0.779382
USGS,6/4/2015 16:45,CDT,5.9,14,3.9,3.74,27.54,0.779382
USGS,6/4/2015 17:00,CDT,5.8,14,3.8,3.74,27.34,0.773722
USGS,6/4/2015 17:15,CDT,5.8,14,3.8,3.74,27.34,0.773722
USGS,6/4/2015 17:30,CDT,5.8,14,3.6,3.74,27.14,0.768062
USGS,6/4/2015 17:45,CDT,5.8,14,3.6,3.74,27.14,0.768062
USGS,6/4/2015 18:00,CDT,5.8,14,3.5,3.74,27.04,0.765232
USGS,6/4/2015 18:15,CDT,5.8,14,3.5,3.74,27.04,0.765232
USGS,6/4/2015 18:30,CDT,5.8,14,3.5,3.74,27.04,0.765232
USGS,6/4/2015 18:45,CDT,5.8,14,3.4,3.74,26.94,0.762402
USGS,6/4/2015 19:00,CDT,5.7,14,3.4,3.74,26.84,0.759572
USGS,6/4/2015 19:15,CDT,5.7,14,3.3,3.74,26.74,0.756742
USGS,6/4/2015 19:30,CDT,5.7,14,3.3,3.74,26.74,0.756742
USGS,6/4/2015 19:45,CDT,5.7,14,3.3,3.74,26.74,0.756742
USGS,6/4/2015 20:00,CDT,5.7,14,3.3,3.74,26.74,0.756742
USGS,6/4/2015 20:15,CDT,5.7,14,3.3,3.74,26.74,0.756742
USGS,6/4/2015 20:30,CDT,5.5,14,3.3,3.74,26.54,0.751082
USGS,6/4/2015 20:45,CDT,5.5,14,3.2,3.74,26.44,0.748252
USGS,6/4/2015 21:00,CDT,5.5,14,3.2,3.74,26.44,0.748252
USGS,6/4/2015 21:15,CDT,5.5,14,3.1,3.74,26.34,0.745422
USGS,6/4/2015 21:30,CDT,5.5,14,3.1,3.74,26.34,0.745422
USGS,6/4/2015 21:45,CDT,5.4,14,3.1,3.74,26.24,0.742592
USGS,6/4/2015 22:00,CDT,5.4,14,3,3.74,26.14,0.739762
USGS,6/4/2015 22:15,CDT,5.4,14,3,3.74,26.14,0.739762
USGS,6/4/2015 22:30,CDT,5.4,14,3,3.74,26.14,0.739762
USGS,6/4/2015 22:45,CDT,5.4,14,2.9,3.74,26.04,0.736932
USGS,6/4/2015 23:00,CDT,5.4,14,2.9,3.74,26.04,0.736932
USGS,6/4/2015 23:15,CDT,5.4,14,2.9,3.74,26.04,0.736932
USGS,6/4/2015 23:30,CDT,5.4,14,2.9,3.74,26.04,0.736932
USGS,6/4/2015 23:45,CDT,5.3,14,2.8,3.74,25.84,0.731272
USGS,6/5/2015 0:00,CDT,5.3,14,2.8,3.74,25.84,0.731272
USGS,6/5/2015 0:15,CDT,5.3,14,2.8,3.74,25.84,0.731272
USGS,6/5/2015 0:30,CDT,5.3,14,2.7,3.74,25.74,0.728442
USGS,6/5/2015 0:45,CDT,5.3,14,2.7,3.74,25.74,0.728442
USGS,6/5/2015 1:00,CDT,5.3,14,2.7,3.74,25.74,0.728442
USGS,6/5/2015 1:15,CDT,5.3,14,2.7,3.74,25.74,0.728442
USGS,6/5/2015 1:30,CDT,5.3,14,2.6,3.74,25.64,0.725612
USGS,6/5/2015 1:45,CDT,5.3,14,2.6,3.74,25.64,0.725612
USGS,6/5/2015 2:00,CDT,5.3,14,2.6,3.74,25.64,0.725612
USGS,6/5/2015 2:15,CDT,5.2,14,2.6,3.74,25.54,0.722782
USGS,6/5/2015 2:30,CDT,5.2,14,2.4,3.74,25.34,0.717122
USGS,6/5/2015 2:45,CDT,5.2,14,2.6,3.74,25.54,0.722782
USGS,6/5/2015 3:00,CDT,5.2,14,2.4,3.74,25.34,0.717122
USGS,6/5/2015 3:15,CDT,5.2,14,2.4,3.74,25.34,0.717122
USGS,6/5/2015 3:30,CDT,5.2,14,2.3,3.74,25.24,0.714292
USGS,6/5/2015 3:45,CDT,5.1,14,2.4,3.74,25.24,0.714292
USGS,6/5/2015 4:00,CDT,5.1,14,2.3,3.74,25.14,0.711462
USGS,6/5/2015 4:15,CDT,5.1,14,2.3,3.74,25.14,0.711462
USGS,6/5/2015 4:30,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 4:45,CDT,5.1,14,2.3,3.74,25.14,0.711462
USGS,6/5/2015 5:00,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 5:15,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 5:30,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 5:45,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 6:00,CDT,5.1,14,2.2,3.74,25.04,0.708632
USGS,6/5/2015 6:15,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 6:30,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 6:45,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 7:00,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 7:15,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 7:30,CDT,5,14,2.2,3.74,24.94,0.705802
USGS,6/5/2015 7:45,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 8:00,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 8:15,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 8:30,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 8:45,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 9:00,CDT,5,14,2.1,3.74,24.84,0.702972
USGS,6/5/2015 9:15,CDT,5,14,2,3.74,24.74,0.700142
USGS,6/5/2015 9:30,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 9:45,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 10:00,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 10:15,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 10:30,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 10:45,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 11:00,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 11:15,CDT,4.9,14,1.9,3.74,24.54,0.694482
USGS,6/5/2015 11:30,CDT,4.9,14,2,3.74,24.64,0.697312
USGS,6/5/2015 11:45,CDT,4.9,14,1.9,3.74,24.54,0.694482
USGS,6/5/2015 12:00,CDT,4.9,14,1.9,3.74,24.54,0.694482
USGS,6/5/2015 12:15,CDT,4.9,14,1.9,3.74,24.54,0.694482
USGS,6/5/2015 12:30,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 12:45,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 13:00,CDT,4.9,14,1.9,3.74,24.54,0.694482
USGS,6/5/2015 13:15,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 13:30,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 13:45,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 14:00,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 14:15,CDT,4.8,14,1.9,3.74,24.44,0.691652
USGS,6/5/2015 14:30,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/5/2015 14:45,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/5/2015 15:00,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/5/2015 15:15,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 15:30,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 15:45,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 16:00,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 16:15,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 16:30,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 16:45,CDT,4.7,14,1.8,3.74,24.24,0.685992
USGS,6/5/2015 17:00,CDT,4.7,14,1.7,3.74,24.14,0.683162
USGS,6/5/2015 17:15,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/5/2015 17:30,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 17:45,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 18:00,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 18:15,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 18:30,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 18:45,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 19:00,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 19:15,CDT,4.6,14,1.7,3.74,24.04,0.680332
USGS,6/5/2015 19:30,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 19:45,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 20:00,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 20:15,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 20:30,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 20:45,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 21:00,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/5/2015 21:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 21:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 21:45,CDT,4.4,13,1.7,3.74,22.84,0.646372
USGS,6/5/2015 22:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 22:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 22:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 22:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 23:00,CDT,4.4,13,1.7,3.74,22.84,0.646372
USGS,6/5/2015 23:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 23:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/5/2015 23:45,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 0:00,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/6/2015 0:15,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/6/2015 0:30,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/6/2015 0:45,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 1:00,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/6/2015 1:15,CDT,4.3,13,1.6,3.74,22.64,0.640712
USGS,6/6/2015 1:30,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/6/2015 1:45,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 2:00,CDT,4.3,13,1.6,3.74,22.64,0.640712
USGS,6/6/2015 2:15,CDT,4.3,13,1.6,3.74,22.64,0.640712
USGS,6/6/2015 2:30,CDT,4.3,13,1.6,3.74,22.64,0.640712
USGS,6/6/2015 2:45,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 3:00,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 3:15,CDT,4.3,13,1.6,3.74,22.64,0.640712
USGS,6/6/2015 3:30,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/6/2015 3:45,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 4:00,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 4:15,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 4:30,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 4:45,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 5:00,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 5:15,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 5:30,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 5:45,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 6:00,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 6:15,CDT,4.2,13,1.6,3.74,22.54,0.637882
USGS,6/6/2015 6:30,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 6:45,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 7:00,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 7:15,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/6/2015 7:30,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 7:45,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 8:00,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 8:15,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 8:30,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 8:45,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 9:00,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 9:15,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 9:30,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 9:45,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 10:00,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 10:15,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 10:30,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 10:45,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 11:00,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 11:15,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 11:30,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 11:45,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 12:00,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 12:15,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/6/2015 12:30,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/6/2015 12:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 13:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 13:15,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 13:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 13:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 14:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 14:15,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 14:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 14:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 15:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 15:15,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 15:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 15:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/6/2015 16:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 16:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 16:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 16:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 17:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 17:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 17:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 17:45,CDT,3.9,12,1.6,3.74,21.24,0.601092
USGS,6/6/2015 18:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 18:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 18:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 18:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 19:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 19:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 19:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 19:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 20:00,CDT,3.9,13,1.5,3.74,22.14,0.626562
USGS,6/6/2015 20:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 20:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 20:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 21:00,CDT,3.9,12,1.6,3.74,21.24,0.601092
USGS,6/6/2015 21:15,CDT,3.9,12,1.5,3.74,21.14,0.598262
USGS,6/6/2015 21:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 21:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 22:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 22:15,CDT,3.9,12,1.6,3.74,21.24,0.601092
USGS,6/6/2015 22:30,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 22:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 23:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 23:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/6/2015 23:30,CDT,3.9,12,1.6,3.74,21.24,0.601092
USGS,6/6/2015 23:45,CDT,3.9,13,1.5,3.74,22.14,0.626562
USGS,6/7/2015 0:00,CDT,3.9,13,1.5,3.74,22.14,0.626562
USGS,6/7/2015 0:15,CDT,3.9,13,1.5,3.74,22.14,0.626562
USGS,6/7/2015 0:30,CDT,3.9,12,1.6,3.74,21.24,0.601092
USGS,6/7/2015 0:45,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/7/2015 1:00,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/7/2015 1:15,CDT,3.9,13,1.6,3.74,22.24,0.629392
USGS,6/7/2015 1:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/7/2015 1:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/7/2015 2:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/7/2015 2:15,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/7/2015 2:30,CDT,4.1,13,1.7,3.74,22.54,0.637882
USGS,6/7/2015 2:45,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/7/2015 3:00,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/7/2015 3:15,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/7/2015 3:30,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/7/2015 3:45,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/7/2015 4:00,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/7/2015 4:15,CDT,4.4,13,1.8,3.74,22.94,0.649202
USGS,6/7/2015 4:30,CDT,4.4,14,1.8,3.74,23.94,0.677502
USGS,6/7/2015 4:45,CDT,4.4,13,1.8,3.74,22.94,0.649202
USGS,6/7/2015 5:00,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 5:15,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 5:30,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 5:45,CDT,4.5,13,1.9,3.74,23.14,0.654862
USGS,6/7/2015 6:00,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 6:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 6:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 6:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 7:00,CDT,4.6,13,1.9,3.74,23.24,0.657692
USGS,6/7/2015 7:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 7:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 7:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 8:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 8:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 8:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 8:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 9:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 9:15,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 9:30,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 9:45,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 10:00,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 10:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 10:30,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 10:45,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 11:00,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 11:15,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 11:30,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 11:45,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 12:00,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 12:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 12:30,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 12:45,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 13:00,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 13:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 13:30,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 13:45,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 14:00,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 14:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 14:30,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 14:45,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 15:00,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 15:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 15:30,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 15:45,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 16:00,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 16:15,CDT,4.7,14,2,3.74,24.44,0.691652
USGS,6/7/2015 16:30,CDT,4.7,14,1.9,3.74,24.34,0.688822
USGS,6/7/2015 16:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 17:00,CDT,4.6,14,2,3.74,24.34,0.688822
USGS,6/7/2015 17:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 17:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 17:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 18:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 18:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 18:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 18:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 19:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 19:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 19:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 19:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 20:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 20:15,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 20:30,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 20:45,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 21:00,CDT,4.6,14,1.9,3.74,24.24,0.685992
USGS,6/7/2015 21:15,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 21:30,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 21:45,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 22:00,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 22:15,CDT,4.5,14,1.9,3.74,24.14,0.683162
