site_name,sampledate,doc
HARP INFLOW #3,8/19/1991 0:00,16.9
HARP INFLOW #3,9/16/1991 0:00,13.5
HARP INFLOW #3,9/18/1991 0:00,12.3
HARP INFLOW #3,9/20/1991 0:00,10.6
HARP INFLOW #3,9/23/1991 0:00,13.8
HARP INFLOW #3,9/25/1991 0:00,11.3
HARP INFLOW #3,9/27/1991 0:00,12.3
HARP INFLOW #3,9/30/1991 0:00,12
HARP INFLOW #3,10/2/1991 0:00,12.9
HARP INFLOW #3,10/4/1991 0:00,20.9
HARP INFLOW #3,10/7/1991 0:00,21.9
HARP INFLOW #3,10/9/1991 0:00,20.6
HARP INFLOW #3,10/15/1991 0:00,17.9
HARP INFLOW #3,10/18/1991 0:00,17.5
HARP INFLOW #3,10/21/1991 0:00,16.8
HARP INFLOW #3,10/23/1991 0:00,16.7
HARP INFLOW #3,10/25/1991 0:00,17.5
HARP INFLOW #3,10/28/1991 0:00,21.9
HARP INFLOW #3,10/30/1991 0:00,18.2
HARP INFLOW #3,11/1/1991 0:00,16.8
HARP INFLOW #3,11/4/1991 0:00,16
HARP INFLOW #3,11/6/1991 0:00,15.4
HARP INFLOW #3,11/8/1991 0:00,15.1
HARP INFLOW #3,11/12/1991 0:00,13.9
HARP INFLOW #3,11/13/1991 0:00,14.1
HARP INFLOW #3,11/15/1991 0:00,15.3
HARP INFLOW #3,11/18/1991 0:00,12
HARP INFLOW #3,11/20/1991 0:00,11.2
HARP INFLOW #3,11/22/1991 0:00,10.8
HARP INFLOW #3,11/25/1991 0:00,9.9
HARP INFLOW #3,11/27/1991 0:00,9.6
HARP INFLOW #3,11/29/1991 0:00,9.5
HARP INFLOW #3,12/2/1991 0:00,9.1
HARP INFLOW #3,12/4/1991 0:00,8.3
HARP INFLOW #3,12/6/1991 0:00,8.1
HARP INFLOW #3,12/9/1991 0:00,8
HARP INFLOW #3,12/11/1991 0:00,7.9
HARP INFLOW #3,12/13/1991 0:00,7.9
HARP INFLOW #3,12/16/1991 0:00,7.1
HARP INFLOW #3,12/18/1991 0:00,6.9
HARP INFLOW #3,12/20/1991 0:00,7
HARP INFLOW #3,12/30/1991 0:00,7.7
HARP INFLOW #3,1/3/1992 0:00,7.8
HARP INFLOW #3,1/6/1992 0:00,7.7
HARP INFLOW #3,1/8/1992 0:00,8
HARP INFLOW #3,1/10/1992 0:00,7.6
HARP INFLOW #3,1/13/1992 0:00,7.5
HARP INFLOW #3,1/15/1992 0:00,7.7
HARP INFLOW #3,1/17/1992 0:00,7.8
HARP INFLOW #3,1/20/1992 0:00,7.7
HARP INFLOW #3,1/22/1992 0:00,7.8
HARP INFLOW #3,1/24/1992 0:00,7.8
HARP INFLOW #3,1/27/1992 0:00,7.7
HARP INFLOW #3,1/29/1992 0:00,7.5
HARP INFLOW #3,1/31/1992 0:00,7.9
HARP INFLOW #3,2/3/1992 0:00,8.3
HARP INFLOW #3,2/5/1992 0:00,8.1
HARP INFLOW #3,2/7/1992 0:00,8.3
HARP INFLOW #3,2/10/1992 0:00,8.3
HARP INFLOW #3,2/12/1992 0:00,8.2
HARP INFLOW #3,2/14/1992 0:00,8
HARP INFLOW #3,2/17/1992 0:00,8.2
HARP INFLOW #3,2/19/1992 0:00,7.9
HARP INFLOW #3,2/21/1992 0:00,8.4
HARP INFLOW #3,2/24/1992 0:00,8.3
HARP INFLOW #3,2/26/1992 0:00,8.4
HARP INFLOW #3,2/28/1992 0:00,8.8
HARP INFLOW #3,3/2/1992 0:00,8.5
HARP INFLOW #3,3/4/1992 0:00,8.4
HARP INFLOW #3,3/6/1992 0:00,8.4
HARP INFLOW #3,3/9/1992 0:00,9.2
HARP INFLOW #3,3/11/1992 0:00,9.3
HARP INFLOW #3,3/13/1992 0:00,8.3
HARP INFLOW #3,3/16/1992 0:00,7.3
HARP INFLOW #3,3/18/1992 0:00,7.4
HARP INFLOW #3,3/20/1992 0:00,7.4
HARP INFLOW #3,3/23/1992 0:00,7.1
HARP INFLOW #3,3/25/1992 0:00,7.2
HARP INFLOW #3,3/27/1992 0:00,7.2
HARP INFLOW #3,3/30/1992 0:00,6.8
HARP INFLOW #3,4/1/1992 0:00,6.8
HARP INFLOW #3,4/3/1992 0:00,6.7
HARP INFLOW #3,4/6/1992 0:00,6.4
HARP INFLOW #3,4/8/1992 0:00,5.9
HARP INFLOW #3,4/10/1992 0:00,6
HARP INFLOW #3,4/13/1992 0:00,5.5
HARP INFLOW #3,4/15/1992 0:00,5.7
HARP INFLOW #3,4/21/1992 0:00,5.2
HARP INFLOW #3,4/22/1992 0:00,5.5
HARP INFLOW #3,4/24/1992 0:00,5.7
HARP INFLOW #3,4/27/1992 0:00,6.6
HARP INFLOW #3,4/29/1992 0:00,7.2
HARP INFLOW #3,5/1/1992 0:00,7.5
HARP INFLOW #3,5/4/1992 0:00,7.7
HARP INFLOW #3,5/6/1992 0:00,7.6
HARP INFLOW #3,5/8/1992 0:00,7.8
HARP INFLOW #3,5/11/1992 0:00,8.9
HARP INFLOW #3,5/13/1992 0:00,11.2
HARP INFLOW #3,5/15/1992 0:00,11.3
HARP INFLOW #3,5/20/1992 0:00,12.2
HARP INFLOW #3,5/22/1992 0:00,13.2
HARP INFLOW #3,5/25/1992 0:00,12.8
HARP INFLOW #3,5/27/1992 0:00,12
HARP INFLOW #3,5/29/1992 0:00,12
HARP INFLOW #3,6/1/1992 0:00,12.1
HARP INFLOW #3,6/3/1992 0:00,11.6
HARP INFLOW #3,6/5/1992 0:00,13.1
HARP INFLOW #3,6/8/1992 0:00,14.4
HARP INFLOW #3,6/10/1992 0:00,14.4
HARP INFLOW #3,6/12/1992 0:00,14.9
HARP INFLOW #3,6/15/1992 0:00,15.7
HARP INFLOW #3,6/17/1992 0:00,15.9
HARP INFLOW #3,6/19/1992 0:00,14.9
HARP INFLOW #3,6/22/1992 0:00,12.9
HARP INFLOW #3,6/24/1992 0:00,12.8
HARP INFLOW #3,6/26/1992 0:00,12.6
HARP INFLOW #3,6/29/1992 0:00,13.8
HARP INFLOW #3,7/3/1992 0:00,13.6
HARP INFLOW #3,7/6/1992 0:00,13.1
HARP INFLOW #3,7/8/1992 0:00,13.2
HARP INFLOW #3,7/10/1992 0:00,19.1
HARP INFLOW #3,7/13/1992 0:00,23.9
HARP INFLOW #3,7/15/1992 0:00,21.8
HARP INFLOW #3,7/17/1992 0:00,19.8
HARP INFLOW #3,7/20/1992 0:00,20.7
HARP INFLOW #3,7/22/1992 0:00,20.2
HARP INFLOW #3,7/24/1992 0:00,18.4
HARP INFLOW #3,7/30/1992 0:00,17.2
HARP INFLOW #3,8/4/1992 0:00,15.5
HARP INFLOW #3,8/10/1992 0:00,15.1
HARP INFLOW #3,8/17/1992 0:00,12.9
HARP INFLOW #3,8/31/1992 0:00,23.6
HARP INFLOW #3,9/8/1992 0:00,25.5
HARP INFLOW #3,9/14/1992 0:00,22.8
HARP INFLOW #3,9/21/1992 0:00,26.7
HARP INFLOW #3,9/28/1992 0:00,15.7
HARP INFLOW #3,10/5/1992 0:00,13.5
HARP INFLOW #3,10/13/1992 0:00,14.3
HARP INFLOW #3,10/19/1992 0:00,11.9
HARP INFLOW #3,10/26/1992 0:00,9.9
HARP INFLOW #3,11/2/1992 0:00,7.9
HARP INFLOW #3,11/9/1992 0:00,7.1
HARP INFLOW #3,11/16/1992 0:00,7
HARP INFLOW #3,11/23/1992 0:00,6.2
HARP INFLOW #3,11/30/1992 0:00,6.1
HARP INFLOW #3,12/7/1992 0:00,5.7
HARP INFLOW #3,12/14/1992 0:00,6
HARP INFLOW #3,12/21/1992 0:00,6.2
HARP INFLOW #3,1/11/1993 0:00,5.6
HARP INFLOW #3,1/18/1993 0:00,5.6
HARP INFLOW #3,1/25/1993 0:00,6
HARP INFLOW #3,2/1/1993 0:00,6.3
HARP INFLOW #3,2/8/1993 0:00,6.5
HARP INFLOW #3,2/15/1993 0:00,6.1
HARP INFLOW #3,2/22/1993 0:00,6.3
HARP INFLOW #3,3/1/1993 0:00,6.6
HARP INFLOW #3,3/8/1993 0:00,6.5
HARP INFLOW #3,3/15/1993 0:00,6.7
HARP INFLOW #3,3/22/1993 0:00,6.4
HARP INFLOW #3,3/29/1993 0:00,6.4
HARP INFLOW #3,4/5/1993 0:00,4.9
HARP INFLOW #3,4/13/1993 0:00,6.4
HARP INFLOW #3,4/19/1993 0:00,6.5
HARP INFLOW #3,4/26/1993 0:00,6.4
HARP INFLOW #3,5/3/1993 0:00,7.6
HARP INFLOW #3,5/10/1993 0:00,10.4
HARP INFLOW #3,5/17/1993 0:00,10.8
HARP INFLOW #3,5/25/1993 0:00,12.3
HARP INFLOW #3,5/31/1993 0:00,9.3
HARP INFLOW #3,6/7/1993 0:00,9.1
HARP INFLOW #3,6/14/1993 0:00,12.9
HARP INFLOW #3,6/21/1993 0:00,14.9
HARP INFLOW #3,6/28/1993 0:00,13.8
HARP INFLOW #3,7/5/1993 0:00,17.1
HARP INFLOW #3,7/12/1993 0:00,22.5
HARP INFLOW #3,7/19/1993 0:00,19.8
HARP INFLOW #3,7/26/1993 0:00,15.2
HARP INFLOW #3,8/3/1993 0:00,19.4
HARP INFLOW #3,8/9/1993 0:00,17.1
HARP INFLOW #3,8/16/1993 0:00,17.2
HARP INFLOW #3,9/7/1993 0:00,14.4
HARP INFLOW #3,9/13/1993 0:00,16.1
HARP INFLOW #3,9/20/1993 0:00,17.5
HARP INFLOW #3,9/27/1993 0:00,17.1
HARP INFLOW #3,10/4/1993 0:00,17.2
HARP INFLOW #3,10/12/1993 0:00,13
HARP INFLOW #3,10/18/1993 0:00,13.5
HARP INFLOW #3,10/25/1993 0:00,9.4
HARP INFLOW #3,11/1/1993 0:00,8.5
HARP INFLOW #3,11/8/1993 0:00,7.7
HARP INFLOW #3,11/15/1993 0:00,8.2
HARP INFLOW #3,11/22/1993 0:00,7
HARP INFLOW #3,11/29/1993 0:00,6.7
HARP INFLOW #3,12/6/1993 0:00,6.1
HARP INFLOW #3,12/13/1993 0:00,6
HARP INFLOW #3,12/20/1993 0:00,5.8
HARP INFLOW #3,1/4/1994 0:00,5.4
HARP INFLOW #3,1/10/1994 0:00,5.4
HARP INFLOW #3,1/17/1994 0:00,4.9
HARP INFLOW #3,1/24/1994 0:00,4.5
HARP INFLOW #3,1/31/1994 0:00,4.7
HARP INFLOW #3,2/7/1994 0:00,3.4
HARP INFLOW #3,2/14/1994 0:00,3
HARP INFLOW #3,2/21/1994 0:00,6.5
HARP INFLOW #3,2/28/1994 0:00,4.4
HARP INFLOW #3,3/7/1994 0:00,3
HARP INFLOW #3,3/14/1994 0:00,7.9
HARP INFLOW #3,3/21/1994 0:00,7.4
HARP INFLOW #3,3/28/1994 0:00,8.8
HARP INFLOW #3,4/4/1994 0:00,7.5
HARP INFLOW #3,4/11/1994 0:00,5.1
HARP INFLOW #3,4/18/1994 0:00,5.5
HARP INFLOW #3,4/25/1994 0:00,7.5
HARP INFLOW #3,5/2/1994 0:00,7.9
HARP INFLOW #3,5/9/1994 0:00,8.2
HARP INFLOW #3,5/16/1994 0:00,8.1
HARP INFLOW #3,5/24/1994 0:00,10.2
HARP INFLOW #3,5/30/1994 0:00,10.1
HARP INFLOW #3,6/6/1994 0:00,11.2
HARP INFLOW #3,6/13/1994 0:00,12.3
HARP INFLOW #3,6/20/1994 0:00,18.9
HARP INFLOW #3,6/27/1994 0:00,18.1
HARP INFLOW #3,7/4/1994 0:00,18.1
HARP INFLOW #3,7/11/1994 0:00,17.8
HARP INFLOW #3,7/18/1994 0:00,18.2
HARP INFLOW #3,7/25/1994 0:00,20.6
HARP INFLOW #3,8/2/1994 0:00,18.7
HARP INFLOW #3,8/8/1994 0:00,17.1
HARP INFLOW #3,8/15/1994 0:00,14.3
HARP INFLOW #3,8/22/1994 0:00,17
HARP INFLOW #3,8/29/1994 0:00,18.7
HARP INFLOW #3,9/6/1994 0:00,14.5
HARP INFLOW #3,9/13/1994 0:00,13.1
HARP INFLOW #3,9/19/1994 0:00,14.1
HARP INFLOW #3,9/26/1994 0:00,15.7
HARP INFLOW #3,10/4/1994 0:00,14.2
HARP INFLOW #3,10/11/1994 0:00,14.4
HARP INFLOW #3,10/17/1994 0:00,11.2
HARP INFLOW #3,10/25/1994 0:00,14.9
HARP INFLOW #3,10/31/1994 0:00,9.7
HARP INFLOW #3,11/8/1994 0:00,8.1
HARP INFLOW #3,11/14/1994 0:00,7.6
HARP INFLOW #3,11/21/1994 0:00,7.1
HARP INFLOW #3,11/28/1994 0:00,5.8
HARP INFLOW #3,12/5/1994 0:00,6.1
HARP INFLOW #3,12/12/1994 0:00,5.6
HARP INFLOW #3,12/19/1994 0:00,5.6
HARP INFLOW #3,1/3/1995 0:00,5.4
HARP INFLOW #3,1/9/1995 0:00,5.8
HARP INFLOW #3,1/18/1995 0:00,5.7
HARP INFLOW #3,1/23/1995 0:00,5.4
HARP INFLOW #3,1/30/1995 0:00,5.5
HARP INFLOW #3,2/7/1995 0:00,5.5
HARP INFLOW #3,2/13/1995 0:00,5.6
HARP INFLOW #3,2/20/1995 0:00,6.2
HARP INFLOW #3,2/28/1995 0:00,6.4
HARP INFLOW #3,3/6/1995 0:00,6.2
HARP INFLOW #3,3/13/1995 0:00,6.3
HARP INFLOW #3,3/20/1995 0:00,4.8
HARP INFLOW #3,3/27/1995 0:00,4.7
HARP INFLOW #3,4/3/1995 0:00,5
HARP INFLOW #3,4/10/1995 0:00,5.1
HARP INFLOW #3,4/18/1995 0:00,4.5
HARP INFLOW #3,4/24/1995 0:00,5.6
HARP INFLOW #3,5/1/1995 0:00,5.3
HARP INFLOW #3,5/8/1995 0:00,6.7
HARP INFLOW #3,5/15/1995 0:00,8.3
HARP INFLOW #3,5/23/1995 0:00,8.2
HARP INFLOW #3,6/5/1995 0:00,11.6
HARP INFLOW #3,6/12/1995 0:00,11.7
HARP INFLOW #3,6/19/1995 0:00,13.2
HARP INFLOW #3,6/26/1995 0:00,19
HARP INFLOW #3,7/4/1995 0:00,15.9
HARP INFLOW #3,7/10/1995 0:00,16.1
HARP INFLOW #3,7/17/1995 0:00,16
HARP INFLOW #3,7/24/1995 0:00,15.4
HARP INFLOW #3,7/31/1995 0:00,18.7
HARP INFLOW #3,8/8/1995 0:00,18.7
HARP INFLOW #3,8/14/1995 0:00,16.4
HARP INFLOW #3,8/21/1995 0:00,16.1
HARP INFLOW #3,8/28/1995 0:00,12.4
HARP INFLOW #3,9/5/1995 0:00,14.4
HARP INFLOW #3,9/11/1995 0:00,12.1
HARP INFLOW #3,9/18/1995 0:00,15.6
HARP INFLOW #3,9/25/1995 0:00,13.2
HARP INFLOW #3,10/2/1995 0:00,15.7
HARP INFLOW #3,10/10/1995 0:00,14.2
HARP INFLOW #3,10/16/1995 0:00,15
HARP INFLOW #3,10/23/1995 0:00,10.2
HARP INFLOW #3,12/4/1995 0:00,5.5
HARP INFLOW #3,12/12/1995 0:00,5.7
HARP INFLOW #3,1/3/1996 0:00,5.9
HARP INFLOW #3,1/10/1996 0:00,6.1
HARP INFLOW #3,1/18/1996 0:00,5.8
HARP INFLOW #3,1/31/1996 0:00,5.3
HARP INFLOW #3,2/15/1996 0:00,5.7
HARP INFLOW #3,4/11/1996 0:00,4.7
HARP INFLOW #3,4/18/1996 0:00,4.1
HARP INFLOW #3,4/24/1996 0:00,4.9
HARP INFLOW #3,5/1/1996 0:00,5.5
HARP INFLOW #3,5/8/1996 0:00,5.7
HARP INFLOW #3,5/15/1996 0:00,6.4
HARP INFLOW #3,5/22/1996 0:00,10.2
HARP INFLOW #3,5/29/1996 0:00,9.5
HARP INFLOW #3,6/6/1996 0:00,13.1
HARP INFLOW #3,6/11/1996 0:00,13.2
HARP INFLOW #3,6/27/1996 0:00,15
HARP INFLOW #3,7/2/1996 0:00,16.5
HARP INFLOW #3,7/8/1996 0:00,16.8
HARP INFLOW #3,7/15/1996 0:00,16.2
HARP INFLOW #3,7/22/1996 0:00,15.7
HARP INFLOW #3,7/29/1996 0:00,15.1
HARP INFLOW #3,8/6/1996 0:00,16.1
HARP INFLOW #3,8/12/1996 0:00,15.3
HARP INFLOW #3,8/19/1996 0:00,14.9
HARP INFLOW #3,8/26/1996 0:00,15.5
HARP INFLOW #3,9/3/1996 0:00,13.4
HARP INFLOW #3,9/9/1996 0:00,12.8
HARP INFLOW #3,9/16/1996 0:00,17.2
HARP INFLOW #3,9/23/1996 0:00,12.6
HARP INFLOW #3,9/30/1996 0:00,16.2
HARP INFLOW #3,10/7/1996 0:00,12.2
HARP INFLOW #3,10/15/1996 0:00,10.4
HARP INFLOW #3,10/21/1996 0:00,13.1
HARP INFLOW #3,10/28/1996 0:00,11.5
HARP INFLOW #3,11/4/1996 0:00,8.4
HARP INFLOW #3,11/12/1996 0:00,7.6
HARP INFLOW #3,11/18/1996 0:00,6.8
HARP INFLOW #3,11/25/1996 0:00,5.9
HARP INFLOW #3,12/2/1996 0:00,6.4
HARP INFLOW #3,12/9/1996 0:00,5.5
HARP INFLOW #3,12/17/1996 0:00,5.2
HARP INFLOW #3,1/6/1997 0:00,5.2
HARP INFLOW #3,1/13/1997 0:00,4.8
HARP INFLOW #3,1/23/1997 0:00,5.4
HARP INFLOW #3,1/28/1997 0:00,4.7
HARP INFLOW #3,2/4/1997 0:00,5.1
HARP INFLOW #3,2/10/1997 0:00,5.2
HARP INFLOW #3,2/18/1997 0:00,5.4
HARP INFLOW #3,2/24/1997 0:00,4.5
HARP INFLOW #3,3/5/1997 0:00,5
HARP INFLOW #3,3/11/1997 0:00,5.3
HARP INFLOW #3,3/20/1997 0:00,5.4
HARP INFLOW #3,3/25/1997 0:00,5.4
HARP INFLOW #3,4/1/1997 0:00,4.4
HARP INFLOW #3,4/8/1997 0:00,4.7
HARP INFLOW #3,4/15/1997 0:00,4.6
HARP INFLOW #3,4/21/1997 0:00,4.1
HARP INFLOW #3,4/29/1997 0:00,5.3
HARP INFLOW #3,5/5/1997 0:00,5.5
HARP INFLOW #3,5/12/1997 0:00,6.2
HARP INFLOW #3,5/20/1997 0:00,6.6
HARP INFLOW #3,5/26/1997 0:00,7
HARP INFLOW #3,6/2/1997 0:00,9.7
HARP INFLOW #3,6/9/1997 0:00,13.2
HARP INFLOW #3,6/17/1997 0:00,13.4
HARP INFLOW #3,6/23/1997 0:00,15.3
HARP INFLOW #3,7/3/1997 0:00,16.2
HARP INFLOW #3,7/8/1997 0:00,12.9
HARP INFLOW #3,7/14/1997 0:00,14.8
HARP INFLOW #3,9/29/1997 0:00,8.3
HARP INFLOW #3,10/7/1997 0:00,9.2
HARP INFLOW #3,10/15/1997 0:00,9.2
HARP INFLOW #3,10/20/1997 0:00,7.7
HARP INFLOW #3,10/28/1997 0:00,6.7
HARP INFLOW #3,11/4/1997 0:00,13.7
HARP INFLOW #3,11/10/1997 0:00,10.4
HARP INFLOW #3,11/17/1997 0:00,8.5
HARP INFLOW #3,11/25/1997 0:00,8.1
HARP INFLOW #3,12/2/1997 0:00,9.6
HARP INFLOW #3,12/8/1997 0:00,9.3
HARP INFLOW #3,12/16/1997 0:00,8.9
HARP INFLOW #3,1/7/1998 0:00,10.4
HARP INFLOW #3,1/14/1998 0:00,8.6
HARP INFLOW #3,1/21/1998 0:00,8.7
HARP INFLOW #3,1/26/1998 0:00,8.5
HARP INFLOW #3,2/3/1998 0:00,8.5
HARP INFLOW #3,2/11/1998 0:00,8.5
HARP INFLOW #3,2/17/1998 0:00,8.8
HARP INFLOW #3,2/25/1998 0:00,8.2
HARP INFLOW #3,3/4/1998 0:00,9.1
HARP INFLOW #3,3/9/1998 0:00,7.2
HARP INFLOW #3,3/16/1998 0:00,7.5
HARP INFLOW #3,3/23/1998 0:00,7.6
HARP INFLOW #3,3/31/1998 0:00,5.2
HARP INFLOW #3,4/6/1998 0:00,6
HARP INFLOW #3,4/14/1998 0:00,7.8
HARP INFLOW #3,4/20/1998 0:00,8.8
HARP INFLOW #3,4/23/1998 0:00,9
HARP INFLOW #3,4/27/1998 0:00,8.8
HARP INFLOW #3,4/30/1998 0:00,8.8
HARP INFLOW #3,5/4/1998 0:00,11.2
HARP INFLOW #3,5/7/1998 0:00,13
HARP INFLOW #3,5/11/1998 0:00,14.9
HARP INFLOW #3,5/14/1998 0:00,15.5
HARP INFLOW #3,5/19/1998 0:00,16.7
HARP INFLOW #3,5/21/1998 0:00,17.3
HARP INFLOW #3,5/25/1998 0:00,15.7
HARP INFLOW #3,5/28/1998 0:00,15.8
HARP INFLOW #3,6/1/1998 0:00,14.8
HARP INFLOW #3,6/4/1998 0:00,12.6
HARP INFLOW #3,6/8/1998 0:00,11.6
HARP INFLOW #3,6/11/1998 0:00,12.9
HARP INFLOW #3,6/15/1998 0:00,14.1
HARP INFLOW #3,6/18/1998 0:00,16.7
HARP INFLOW #3,6/29/1998 0:00,20.4
HARP INFLOW #3,7/2/1998 0:00,18.9
HARP INFLOW #3,7/6/1998 0:00,17.9
HARP INFLOW #3,7/21/1998 0:00,1.9
HARP INFLOW #3,8/24/1998 0:00,12.7
HARP INFLOW #3,9/28/1998 0:00,12.2
HARP INFLOW #3,10/20/1998 0:00,10.8
HARP INFLOW #3,10/26/1998 0:00,9.6
HARP INFLOW #3,11/4/1998 0:00,9.6
HARP INFLOW #3,11/9/1998 0:00,9.2
HARP INFLOW #3,11/13/1998 0:00,14
HARP INFLOW #3,11/16/1998 0:00,15
HARP INFLOW #3,11/23/1998 0:00,13.5
HARP INFLOW #3,11/26/1998 0:00,14.5
HARP INFLOW #3,11/30/1998 0:00,15.5
HARP INFLOW #3,12/3/1998 0:00,18.2
HARP INFLOW #3,12/7/1998 0:00,18.2
HARP INFLOW #3,12/14/1998 0:00,14.4
HARP INFLOW #3,1/5/1999 0:00,12.6
HARP INFLOW #3,1/11/1999 0:00,12.6
HARP INFLOW #3,1/19/1999 0:00,11.6
HARP INFLOW #3,1/25/1999 0:00,15.1
HARP INFLOW #3,1/28/1999 0:00,12.4
HARP INFLOW #3,2/2/1999 0:00,11.3
HARP INFLOW #3,2/4/1999 0:00,11
HARP INFLOW #3,2/9/1999 0:00,11.1
HARP INFLOW #3,2/15/1999 0:00,10.6
HARP INFLOW #3,2/23/1999 0:00,10.2
HARP INFLOW #3,3/1/1999 0:00,9.7
HARP INFLOW #3,3/8/1999 0:00,10
HARP INFLOW #3,3/15/1999 0:00,10.1
HARP INFLOW #3,3/25/1999 0:00,10.8
HARP INFLOW #3,3/30/1999 0:00,8.9
HARP INFLOW #3,4/9/1999 0:00,7.2
HARP INFLOW #3,4/13/1999 0:00,7.8
HARP INFLOW #3,4/23/1999 0:00,10.2
HARP INFLOW #3,4/26/1999 0:00,9.7
HARP INFLOW #3,5/4/1999 0:00,12.7
HARP INFLOW #3,5/14/1999 0:00,15.5
HARP INFLOW #3,5/19/1999 0:00,20.9
HARP INFLOW #3,6/2/1999 0:00,20.3
HARP INFLOW #3,6/8/1999 0:00,23.6
HARP INFLOW #3,6/21/1999 0:00,21.1
HARP INFLOW #3,6/29/1999 0:00,21.3
HARP INFLOW #3,7/8/1999 0:00,32
HARP INFLOW #3,7/13/1999 0:00,28.4
HARP INFLOW #3,8/3/1999 0:00,25.4
HARP INFLOW #3,8/16/1999 0:00,47.5
HARP INFLOW #3,9/14/1999 0:00,13.1
HARP INFLOW #3,9/23/1999 0:00,30.3
HARP INFLOW #3,9/30/1999 0:00,5.1
HARP INFLOW #3,10/20/1999 0:00,15.8
HARP INFLOW #3,10/26/1999 0:00,11.2
HARP INFLOW #3,11/2/1999 0:00,12.2
