Date,DOC3,DOC3a,DOC4,DOC5,DOC6,DOC6a
2/20/1991 0:00,8.3,2.6,6,9.5,4.4,6.3
2/21/1991 0:00,8.6,2.6,6.15,9.35,4.3,6.45
2/22/1991 0:00,8.9,2.6,6.3,9.2,4.2,6.6
2/23/1991 0:00,8.933333333,2.666666667,6.166666667,9,4.166666667,6.7
2/24/1991 0:00,8.966666667,2.733333333,6.033333333,8.8,4.133333333,6.8
2/25/1991 0:00,9,2.8,5.9,8.6,4.1,6.9
2/26/1991 0:00,8.9,2.7,5.6,8.75,4.15,6.8
2/27/1991 0:00,8.8,2.6,5.6,8.9,4.2,6.7
2/28/1991 0:00,8.65,2.55,5.45,8.95,4.3,6.5
3/1/1991 0:00,8.5,2.5,5.3,9,4.4,6.3
3/2/1991 0:00,8.7,2.8,5.766666667,9.14,4.633333333,6.5
3/3/1991 0:00,8.9,3.1,6.233333333,9.28,4.866666667,6.7
3/4/1991 0:00,9.1,3.4,6.7,9.42,5.1,6.9
3/5/1991 0:00,8.15,3.25,6.3,9.56,4.7,6.55
3/6/1991 0:00,7.2,3.1,5.9,9.7,4.3,6.2
3/7/1991 0:00,7.05,3.2,6.1,8.7,4.55,5.95
3/8/1991 0:00,6.9,3.3,6.3,7.7,4.8,5.7
3/9/1991 0:00,6.733333333,3.2,6.266666667,7.366666667,4.666666667,5.7
3/10/1991 0:00,6.566666667,3.1,6.233333333,7.033333333,4.533333333,5.7
3/11/1991 0:00,6.4,3,6.2,6.7,4.4,5.7
3/12/1991 0:00,6.55,2.9,5.9,7.25,4.5,5.65
3/13/1991 0:00,6.7,2.8,5.8,7.8,4.6,5.6
3/14/1991 0:00,6.3,2.65,5.45,7.6,4.25,5.4
3/15/1991 0:00,5.9,2.5,5.1,7.4,3.9,5.2
3/16/1991 0:00,6.033333333,2.6,5.1,7.166666667,4.066666667,5.066666667
3/17/1991 0:00,6.166666667,2.7,5.1,6.933333333,4.233333333,4.933333333
3/18/1991 0:00,6.3,2.8,5.1,6.7,4.4,4.8
3/19/1991 0:00,6.4,2.9,5.4,6.7,4.5,4.85
3/20/1991 0:00,6.5,3,5.1,6.7,4.6,4.9
3/21/1991 0:00,6.45,3.35,5.15,6.55,4.6,4.96
3/22/1991 0:00,6.4,3.7,5.2,6.4,4.6,5.02
3/23/1991 0:00,6.366666667,3.766666667,5.133333333,6.133333333,4.666666667,5.08
3/24/1991 0:00,6.333333333,3.833333333,5.066666667,5.866666667,4.733333333,5.14
3/25/1991 0:00,6.3,3.9,5,5.6,4.8,5.2
3/26/1991 0:00,5.85,3.45,5.3,5.75,4.45,5
3/27/1991 0:00,5.4,3,5.3,5.9,4.1,4.8
3/28/1991 0:00,5.633333333,2.933333333,5.366666667,5.9,4.333333333,4.833333333
3/29/1991 0:00,5.866666667,2.866666667,5.433333333,5.9,4.566666667,4.866666667
3/30/1991 0:00,6.1,2.8,5.5,5.9,4.8,4.9
3/31/1991 0:00,5.65,2.85,5.45,6.35,4.55,4.9
4/1/1991 0:00,5.2,2.9,5.4,6.8,4.3,4.9
4/2/1991 0:00,5.4,2.9,5.4,6.5,4.15,4.75
4/3/1991 0:00,5.6,2.9,5.4,6.2,4,4.6
4/4/1991 0:00,5.75,3.05,5.15,6.35,4.45,4.65
4/5/1991 0:00,5.9,3.2,4.9,6.5,4.9,4.7
4/6/1991 0:00,5.35,3.15,4.8,5.85,4.65,4.55
4/7/1991 0:00,4.8,3.1,4.7,5.2,4.4,4.4
4/8/1991 0:00,5,3.4,4.45,5.3,4.6,4.5
4/9/1991 0:00,5.6,3.35,4.375,5.6,4.55,4.5
4/10/1991 0:00,6.2,3.3,4.3,5.9,4.5,4.5
4/11/1991 0:00,6,3.2,4.35,6.1,4.3,4.55
4/12/1991 0:00,5.8,3.1,4.4,6.3,4.1,4.6
4/13/1991 0:00,6.1,3.1,4.366666667,6.2,4.266666667,4.7
4/14/1991 0:00,6.4,3.1,4.333333333,6.1,4.433333333,4.8
4/15/1991 0:00,6.7,3.1,4.3,6,4.6,4.9
4/16/1991 0:00,7.05,3.25,4.7,6.6,4.7,5.15
4/17/1991 0:00,7.4,3.4,4.5,7.2,4.8,5.4
4/18/1991 0:00,7.15,3.4,4.35,6.95,4.65,5.35
4/19/1991 0:00,6.9,3.4,4.2,6.7,4.5,5.3
4/20/1991 0:00,6.933333333,3.4,4.3,6.966666667,4.533333333,5.3
4/21/1991 0:00,6.966666667,3.4,4.4,7.233333333,4.566666667,5.3
4/22/1991 0:00,7,3.4,4.5,7.5,4.6,5.3
4/23/1991 0:00,7.15,3.25,4.5,7.5,4.6,5.35
4/24/1991 0:00,7.3,3.1,4.3,7.5,4.6,5.4
4/25/1991 0:00,7.5,3.1,4.25,7.7,4.65,5.55
4/26/1991 0:00,7.7,3.1,4.2,7.9,4.7,5.7
4/27/1991 0:00,7.966666667,3.133333333,4.3,8.1,4.8,5.966666667
4/28/1991 0:00,8.233333333,3.166666667,4.4,8.3,4.9,6.233333333
4/29/1991 0:00,8.5,3.2,4.5,8.5,5,6.5
4/30/1991 0:00,9.1,3.15,4.6,8.9,5.15,6.9
5/1/1991 0:00,9.7,3.1,4.5,9.3,5.3,7.3
5/2/1991 0:00,9.8,3.05,4.45,9.3,5.25,7.45
5/3/1991 0:00,9.9,3,4.4,9.3,5.2,7.6
5/4/1991 0:00,10.03333333,3.066666667,4.433333333,9.5,5.133333333,7.7
5/5/1991 0:00,10.16666667,3.133333333,4.466666667,9.7,5.066666667,7.8
5/6/1991 0:00,10.3,3.2,4.5,9.9,5,7.9
5/7/1991 0:00,10.45,3.1,4.7,9.9,5.15,7.9
5/8/1991 0:00,10.6,3,4.3,9.9,5.3,7.9
5/9/1991 0:00,10.65,3,4.25,9.8,5.25,8
5/10/1991 0:00,10.7,3,4.2,9.7,5.2,8.1
5/11/1991 0:00,11.23333333,3.033333333,4.4,10.2,5.433333333,8.466666667
5/12/1991 0:00,11.76666667,3.066666667,4.6,10.7,5.666666667,8.833333333
5/13/1991 0:00,12.3,3.1,4.8,11.2,5.9,9.2
5/14/1991 0:00,13.1,3,5,11.7,6.05,9.7
5/15/1991 0:00,13.9,2.9,4.9,12.2,6.2,10.2
5/16/1991 0:00,15.5,3.8,6.55,14.15,7.65,11.65
5/17/1991 0:00,17.1,4.7,8.2,16.1,9.1,13.1
5/18/1991 0:00,16.575,4.325,7.45,15.4,8.575,12.575
5/19/1991 0:00,16.05,3.95,6.7,14.7,8.05,12.05
5/20/1991 0:00,15.525,3.575,5.95,14,7.525,11.525
5/21/1991 0:00,15,3.2,5.2,13.3,7,11
5/22/1991 0:00,15.6,3.3,5.4,14.3,8.1,11.7
5/23/1991 0:00,16.05,3.1,5.5,14.45,7.7,12.15
5/24/1991 0:00,16.5,2.9,5.6,14.6,7.3,12.6
5/25/1991 0:00,17.9,3.433333333,6.133333333,15.5,8.566666667,13.8
5/26/1991 0:00,19.3,3.966666667,6.666666667,16.4,9.833333333,15
5/27/1991 0:00,20.7,4.5,7.2,17.3,11.1,16.2
5/28/1991 0:00,20.8,3.95,6.5,18.25,10.4,16.1
5/29/1991 0:00,20.9,3.4,6.3,19.2,9.7,16
5/30/1991 0:00,21.5,3.6,6.75,19.3,9.65,17.15
5/31/1991 0:00,22.1,3.8,7.2,19.4,9.6,18.3
6/1/1991 0:00,21.46666667,3.733333333,7.033333333,18.83333333,9.6,18.73333333
6/2/1991 0:00,20.83333333,3.666666667,6.866666667,18.26666667,9.6,19.16666667
6/3/1991 0:00,20.2,3.6,6.7,17.7,9.6,19.6
6/4/1991 0:00,20.4,3.5,7.2,18.65,9.5,19.65
6/5/1991 0:00,20.6,3.4,6.4,19.6,9.4,19.7
6/6/1991 0:00,19.75,3.2,6.4,18.65,9.5,19.85
6/7/1991 0:00,18.9,3,6.4,17.7,9.6,20
6/8/1991 0:00,18.33333333,2.833333333,6.233333333,16.86666667,9.666666667,19.96666667
6/9/1991 0:00,17.76666667,2.666666667,6.066666667,16.03333333,9.733333333,19.93333333
6/10/1991 0:00,17.2,2.5,5.9,15.2,9.8,19.9
6/11/1991 0:00,17.8,2.4,6.5,15.45,10.55,20.2
6/12/1991 0:00,18.4,2.3,6.4,15.7,11.3,20.5
6/13/1991 0:00,17.75,2.2,6.05,14.25,11.21190476,20.8
6/14/1991 0:00,17.1,2.1,5.7,12.8,11.12380952,21.1
6/15/1991 0:00,17.13333333,2.1,6.033333333,13.3,11.03571429,20.93333333
6/16/1991 0:00,17.16666667,2.1,6.366666667,13.8,10.94761905,20.76666667
6/17/1991 0:00,17.2,2.1,6.7,14.3,10.85952381,20.6
6/18/1991 0:00,18.45,2.05,6.3,13.9,10.77142857,20.6037594
6/19/1991 0:00,19.7,2,6.1,13.5,10.68333333,20.6075188
6/20/1991 0:00,19.57142857,1.95,5.8,13.55,10.5952381,20.6112782
6/21/1991 0:00,19.44285714,1.9,5.5,13.6,10.50714286,20.61503759
6/22/1991 0:00,19.31428571,1.866666667,5.366666667,13.16666667,10.41904762,20.61879699
6/23/1991 0:00,19.18571429,1.833333333,5.233333333,12.73333333,10.33095238,20.62255639
6/24/1991 0:00,19.05714286,1.8,5.1,12.3,10.24285714,20.62631579
6/25/1991 0:00,18.92857143,1.8,4.9,12.15,10.1547619,20.63007519
6/26/1991 0:00,18.8,1.8,4.7,12,10.06666667,20.63383459
6/27/1991 0:00,18.67142857,1.8,4.75,12.75,9.978571429,20.63759398
6/28/1991 0:00,18.54285714,1.8,4.8,13.5,9.89047619,20.64135338
6/29/1991 0:00,18.41428571,1.85,5.05,13.15,9.802380952,20.64511278
6/30/1991 0:00,18.28571429,1.9,5.3,12.8,9.714285714,20.64887218
7/1/1991 0:00,18.15714286,1.95,5.55,12.45,9.626190476,20.65263158
7/2/1991 0:00,18.02857143,2,5.8,12.1,9.538095238,20.65639098
7/3/1991 0:00,17.9,2,5.15,12.8,9.45,20.66015038
7/4/1991 0:00,17.77142857,2.2,5.375,13.45,9.361904762,20.66390977
7/5/1991 0:00,17.64285714,2.4,5.6,14.1,9.273809524,20.66766917
7/6/1991 0:00,17.51428571,2.5,6.033333333,13.6,9.185714286,20.67142857
7/7/1991 0:00,17.38571429,2.6,6.466666667,13.1,9.097619048,20.67518797
7/8/1991 0:00,17.25714286,2.7,6.9,12.6,9.00952381,20.67894737
7/9/1991 0:00,17.12857143,2.35,7,12.5,8.921428571,20.68270677
7/10/1991 0:00,17,2,5.7,12.4,8.833333333,20.68646617
7/11/1991 0:00,16.87142857,2.1,6.1,11.75,8.745238095,20.69022556
7/12/1991 0:00,16.74285714,2.2,6.5,11.1,8.657142857,20.69398496
7/13/1991 0:00,16.61428571,2.2,6.133333333,11.06666667,8.569047619,20.69774436
7/14/1991 0:00,16.48571429,2.2,5.766666667,11.03333333,8.480952381,20.70150376
7/15/1991 0:00,16.35714286,2.2,5.4,11,8.392857143,20.70526316
7/16/1991 0:00,16.22857143,2.45,4.7,11.575,8.304761905,20.70902256
7/17/1991 0:00,16.1,2.7,4.5,12.15,8.216666667,20.71278195
7/18/1991 0:00,15.97142857,2.65,4.75,12.725,8.128571429,20.71654135
7/19/1991 0:00,15.84285714,2.6,5,13.3,8.04047619,20.72030075
7/20/1991 0:00,15.71428571,2.766666667,6.066666667,13.16666667,7.952380952,20.72406015
7/21/1991 0:00,15.58571429,2.933333333,7.133333333,13.03333333,7.864285714,20.72781955
7/22/1991 0:00,15.45714286,3.1,8.2,12.9,7.776190476,20.73157895
7/23/1991 0:00,15.32857143,3.25,15.8,16.5,7.688095238,20.73533835
7/24/1991 0:00,15.2,3.4,10.5,20.1,7.6,20.73909774
7/25/1991 0:00,14.95,2.95,9.8,17.65,7.8,20.74285714
7/26/1991 0:00,14.7,2.5,9.1,15.2,8,20.74661654
7/27/1991 0:00,14.94,2.333333333,8.233333333,14.66666667,7.9,20.75037594
7/28/1991 0:00,15.18,2.166666667,7.366666667,14.13333333,7.8,20.75413534
7/29/1991 0:00,15.42,2,6.5,13.6,7.7,20.75789474
7/30/1991 0:00,15.66,2.4,15.3,17.4,7.6,20.76165414
7/31/1991 0:00,15.9,2.8,10.5,21.2,7.5,20.76541353
8/1/1991 0:00,15.6,2.7,9.05,20.25,7.45,20.76917293
8/2/1991 0:00,15.3,2.6,7.6,19.3,7.4,20.77293233
8/3/1991 0:00,15.6,2.55,7.65,18.625,7.6,20.77669173
8/4/1991 0:00,15.9,2.5,7.7,17.95,7.8,20.78045113
8/5/1991 0:00,16.2,2.45,7.75,17.275,8,20.78421053
8/6/1991 0:00,16.5,2.4,7.8,16.6,8.2,20.78796992
8/7/1991 0:00,16.6,2.3,6.8,17,8.1,20.79172932
8/8/1991 0:00,16.78,2.25,6.2,16.5,8.341666667,20.79548872
8/9/1991 0:00,16.96,2.2,5.6,16,8.583333333,20.79924812
8/10/1991 0:00,17.14,2.3,6.333333333,16.33333333,8.825,20.80300752
8/11/1991 0:00,17.32,2.4,7.066666667,16.66666667,9.066666667,20.80676692
8/12/1991 0:00,17.5,2.5,7.8,17,9.308333333,20.81052632
8/13/1991 0:00,17.41428571,2.55,6.4,16.3,9.55,20.81428571
8/14/1991 0:00,17.32857143,2.6,5.8,15.6,9.791666667,20.81804511
8/15/1991 0:00,17.24285714,2.55,5.7,15,10.03333333,20.82180451
8/16/1991 0:00,17.15714286,2.5,5.6,14.4,10.275,20.82556391
8/17/1991 0:00,17.07142857,2.6,7.133333333,16.66666667,10.51666667,20.82932331
8/18/1991 0:00,16.98571429,2.7,8.666666667,18.93333333,10.75833333,20.83308271
8/19/1991 0:00,16.9,2.8,10.2,21.2,11,20.83684211
8/20/1991 0:00,16.77857143,2.6,8,19.6,10.88571429,20.8406015
8/21/1991 0:00,16.65714286,2.4,6.4,18,10.77142857,20.8443609
8/22/1991 0:00,16.53571429,2.4,6.4,16.4,10.65714286,20.8481203
8/23/1991 0:00,16.41428571,2.4,6.4,14.8,10.54285714,20.8518797
8/24/1991 0:00,16.29285714,2.266666667,5.866666667,14.43333333,10.42857143,20.8556391
8/25/1991 0:00,16.17142857,2.133333333,5.333333333,14.06666667,10.31428571,20.8593985
8/26/1991 0:00,16.05,2,4.8,13.7,10.2,20.86315789
8/27/1991 0:00,15.92857143,2.2,4.6,14.95,10.08571429,20.86691729
8/28/1991 0:00,15.80714286,2.4,4.4,16.2,9.971428571,20.87067669
8/29/1991 0:00,15.68571429,2.45,4.25,15.95,9.857142857,20.87443609
8/30/1991 0:00,15.56428571,2.5,4.1,15.7,9.742857143,20.87819549
8/31/1991 0:00,15.44285714,2.61,4.58,15.39,9.628571429,20.88195489
9/1/1991 0:00,15.32142857,2.72,5.06,15.08,9.514285714,20.88571429
9/2/1991 0:00,15.2,2.83,5.54,14.77,9.4,20.88947368
9/3/1991 0:00,15.07857143,2.94,6.02,14.46,9.285714286,20.89323308
9/4/1991 0:00,14.95714286,3.05,6.5,14.15,9.171428571,20.89699248
9/5/1991 0:00,14.83571429,2.775,5.95,13.875,9.057142857,20.90075188
9/6/1991 0:00,14.71428571,2.5,5.4,13.6,8.942857143,20.90451128
9/7/1991 0:00,14.59285714,2.4,4.566666667,13.4,8.828571429,20.90827068
9/8/1991 0:00,14.47142857,2.3,3.733333333,13.2,8.714285714,20.91203008
9/9/1991 0:00,14.35,2.2,2.9,13,8.6,20.91578947
9/10/1991 0:00,14.22857143,1.75,3.5,12.45,8.485714286,20.91954887
9/11/1991 0:00,14.10714286,1.3,4.3,11.9,8.371428571,20.92330827
9/12/1991 0:00,13.98571429,1.85,4.65,12.25,8.257142857,20.92706767
9/13/1991 0:00,13.86428571,2.4,5,12.6,8.142857143,20.93082707
9/14/1991 0:00,13.74285714,2.766666667,7.433333333,14.9,8.028571429,20.93458647
9/15/1991 0:00,13.62142857,3.133333333,9.866666667,17.2,7.914285714,20.93834586
9/16/1991 0:00,13.5,3.5,12.3,19.5,7.8,20.94210526
9/17/1991 0:00,12.9,3.1,10.3,19.35,7.5,20.94586466
9/18/1991 0:00,12.3,2.7,8.3,19.2,7.2,20.94962406
9/19/1991 0:00,11.45,2.55,7.85,18.75,7.4,20.95338346
9/20/1991 0:00,10.6,2.4,7.4,18.3,7.6,20.95714286
9/21/1991 0:00,11.66666667,2.733333333,8.766666667,18,8.366666667,20.96090226
9/22/1991 0:00,12.73333333,3.066666667,10.13333333,17.7,9.133333333,20.96466165
9/23/1991 0:00,13.8,3.4,11.5,17.4,9.9,20.96842105
9/24/1991 0:00,12.55,2.95,9.7,17.65,8.3,20.97218045
9/25/1991 0:00,11.3,2.5,8.1,17.9,6.7,20.97593985
9/26/1991 0:00,11.8,2.7,9.05,19.05,6.7,20.97969925
9/27/1991 0:00,12.3,2.9,10,20.2,6.7,20.98345865
9/28/1991 0:00,12.2,2.7,9.3,20.03333333,6.533333333,20.98721805
9/29/1991 0:00,12.1,2.5,8.6,19.86666667,6.366666667,20.99097744
9/30/1991 0:00,12,2.3,7.9,19.7,6.2,20.99473684
10/1/1991 0:00,12.45,3.55,8.6,19.85,6.45,20.99849624
10/2/1991 0:00,12.9,4.8,8.4,20,6.7,21.00225564
10/3/1991 0:00,16.9,4.2,9,22,8.55,21.00601504
10/4/1991 0:00,20.9,3.6,9.6,24,10.4,21.00977444
10/5/1991 0:00,21.23333333,4.1,9.4,24.33333333,10.13333333,21.01353383
10/6/1991 0:00,21.56666667,4.6,9.2,24.66666667,9.866666667,21.01729323
10/7/1991 0:00,21.9,5.1,9,25,9.6,21.02105263
10/8/1991 0:00,21.25,4.65,8.2,25.5,8.9,21.02481203
10/9/1991 0:00,20.6,4.2,7.2,26,8.2,21.02857143
10/10/1991 0:00,20.15,4.55,7.4,25.65,8.133333333,21.03233083
10/11/1991 0:00,19.7,4.9,7.6,25.3,8.066666667,21.03609023
10/12/1991 0:00,19.25,5.25,7.8,24.95,8,21.03984962
10/13/1991 0:00,18.8,5.6,8,24.6,7.933333333,21.04360902
10/14/1991 0:00,18.35,5.95,8.2,24.25,7.866666667,21.04736842
10/15/1991 0:00,17.9,6.3,8.4,23.9,7.8,21.05112782
10/16/1991 0:00,17.76666667,5.233333333,7.7,23.66666667,7.466666667,21.05488722
10/17/1991 0:00,17.63333333,4.166666667,7.15,23.43333333,7.133333333,21.05864662
10/18/1991 0:00,17.5,3.1,6.6,23.2,6.8,21.06240602
10/19/1991 0:00,17.26666667,3.133333333,6.733333333,23.23333333,6.766666667,21.06616541
10/20/1991 0:00,17.03333333,3.166666667,6.866666667,23.26666667,6.733333333,21.06992481
10/21/1991 0:00,16.8,3.2,7,23.3,6.7,21.07368421
10/22/1991 0:00,16.75,3.05,6.3,22.15,6.6,21.07744361
10/23/1991 0:00,16.7,2.9,5.7,21,6.5,21.08120301
10/24/1991 0:00,17.1,4.2,7.5,21.55,7.45,21.08496241
10/25/1991 0:00,17.5,5.5,9.3,22.1,8.4,21.0887218
10/26/1991 0:00,18.96666667,5.666666667,9,22.38,9.3,21.0924812
10/27/1991 0:00,20.43333333,5.833333333,8.7,22.66,10.2,21.0962406
10/28/1991 0:00,21.9,6,8.4,22.94,11.1,21.1
10/29/1991 0:00,20.05,5.4,8,23.22,9.85,19.4
10/30/1991 0:00,18.2,4.8,8.1,23.5,8.6,17.7
10/31/1991 0:00,17.5,4.5,7.85,22.95,8.1,16.85
11/1/1991 0:00,16.8,4.2,7.6,22.4,7.6,16
11/2/1991 0:00,16.53333333,4.1,7.866666667,21.43333333,7.533333333,15.86666667
11/3/1991 0:00,16.26666667,4,8.133333333,20.46666667,7.466666667,15.73333333
11/4/1991 0:00,16,3.9,8.4,19.5,7.4,15.6
11/5/1991 0:00,15.7,3.95,9.2,19.45,7.4,14.95
11/6/1991 0:00,15.4,4,9.3,19.4,7.4,14.3
11/7/1991 0:00,15.25,3.95,8.85,19.1,7.3,14.25
11/8/1991 0:00,15.1,3.9,8.4,18.8,7.2,14.2
11/9/1991 0:00,14.8,3.75,8.075,18.275,7.025,13.75
11/10/1991 0:00,14.5,3.6,7.75,17.75,6.85,13.3
11/11/1991 0:00,14.2,3.45,7.425,17.225,6.675,12.85
11/12/1991 0:00,13.9,3.3,7.1,16.7,6.5,12.4
11/13/1991 0:00,14.1,3.4,7.1,18.4,6.4,12.8
11/14/1991 0:00,14.7,4.1,7.85,17.8,7.6,12.4
11/15/1991 0:00,15.3,4.8,8.6,17.2,8.8,12
11/16/1991 0:00,14.2,4.6,8.633333333,16.36666667,8.233333333,11.36666667
11/17/1991 0:00,13.1,4.4,8.666666667,15.53333333,7.666666667,10.73333333
11/18/1991 0:00,12,4.2,8.7,14.7,7.1,10.1
11/19/1991 0:00,11.6,4.65,8.4,15.75,7.2,10.1
11/20/1991 0:00,11.2,5.1,8.2,16.8,7.3,10.1
11/21/1991 0:00,11,4.5,8.1,15.5,7.25,9.6
11/22/1991 0:00,10.8,3.9,8,14.2,7.2,9.1
11/23/1991 0:00,10.5,3.833333333,8,13.6,7.266666667,9.033333333
11/24/1991 0:00,10.2,3.766666667,8,13,7.333333333,8.966666667
11/25/1991 0:00,9.9,3.7,8,12.4,7.4,8.9
11/26/1991 0:00,9.75,3.7,9.1,12.8,6.75,8.6
11/27/1991 0:00,9.6,3.7,8.4,13.2,6.1,8.3
11/28/1991 0:00,9.55,3.75,8.45,13,6.15,8.25
11/29/1991 0:00,9.5,3.8,8.5,12.8,6.2,8.2
11/30/1991 0:00,9.366666667,3.866666667,8.566666667,12.56666667,6.266666667,8.133333333
12/1/1991 0:00,9.233333333,3.933333333,8.633333333,12.33333333,6.333333333,8.066666667
12/2/1991 0:00,9.1,4,8.7,12.1,6.4,8
12/3/1991 0:00,8.7,3.65,8.4,12.6,6,7.9
12/4/1991 0:00,8.3,3.3,7.5,13.1,5.6,7.8
12/5/1991 0:00,8.2,3.35,7.55,11.65,5.6,7.7
12/6/1991 0:00,8.1,3.4,7.6,10.2,5.6,7.6
12/7/1991 0:00,8.066666667,3.466666667,7.666666667,10.2,5.666666667,7.366666667
12/8/1991 0:00,8.033333333,3.533333333,7.733333333,10.2,5.733333333,7.133333333
12/9/1991 0:00,8,3.6,7.8,10.2,5.8,6.9
12/10/1991 0:00,7.95,3.55,8.4,10.3,5.75,6.8
12/11/1991 0:00,7.9,3.5,7.7,10.4,5.7,6.7
12/12/1991 0:00,7.9,3.95,7.65,10.4,6.2,6.7
12/13/1991 0:00,7.9,4.4,7.6,10.4,6.7,6.7
12/14/1991 0:00,7.633333333,4.033333333,7.366666667,9.933333333,6.233333333,6.733333333
12/15/1991 0:00,7.366666667,3.666666667,7.133333333,9.466666667,5.766666667,6.766666667
12/16/1991 0:00,7.1,3.3,6.9,9,5.3,6.8
12/17/1991 0:00,7,3.25,6.5,9.25,5.25,6.7
12/18/1991 0:00,6.9,3.2,6.7,9.5,5.2,6.6
12/19/1991 0:00,6.95,3.2,6.35,8.95,5.15,6.65
12/20/1991 0:00,7,3.2,6,8.4,5.1,6.7
12/21/1991 0:00,7.07,3.17,5.98,8.5,5.09,6.21
12/22/1991 0:00,7.14,3.14,5.96,8.6,5.08,5.72
12/23/1991 0:00,7.21,3.11,5.94,8.7,5.07,5.23
12/24/1991 0:00,7.28,3.08,5.92,8.8,5.06,4.74
12/25/1991 0:00,7.35,3.05,5.9,8.9,5.05,4.25
12/26/1991 0:00,7.42,3.02,5.88,9,5.04,3.76
12/27/1991 0:00,7.49,2.99,5.86,9.1,5.03,3.27
12/28/1991 0:00,7.56,2.96,5.84,9.2,5.02,2.78
12/29/1991 0:00,7.63,2.93,5.82,9.3,5.01,2.29
12/30/1991 0:00,7.7,2.9,5.8,9.4,5,1.8
12/31/1991 0:00,7.725,2.9,5.8,9.575,5,3.25
1/1/1992 0:00,7.75,2.9,5.8,9.75,5,4.7
1/2/1992 0:00,7.775,2.9,5.8,9.925,5,6.15
1/3/1992 0:00,7.8,2.9,5.8,10.1,5,7.6
1/4/1992 0:00,7.766666667,2.933333333,6,9.866666667,5.033333333,7.266666667
1/5/1992 0:00,7.733333333,2.966666667,6.2,9.633333333,5.066666667,6.933333333
1/6/1992 0:00,7.7,3,6.4,9.4,5.1,6.6
