sampledate,depth,water_temp,secchi_depth,air_temp,wind_speed,chlora,sediment,ph,alk,dic,tic,doc,toc,TP_filtered,TP_unfiltered
8/25/2014,0,20.226,,,,,,,,,,,,,
8/26/2014,0,20.206,,,,,,,,,,,,,
8/27/2014,0,20.336,,,,,,,,,,,,,
8/28/2014,0,20.16,,,,,,,,,,,,,
8/29/2014,0,19.922,,,,,,,,,,,,,
8/30/2014,0,19.633,,,,,,,,,,,,,
8/31/2014,0,19.411,,,,,,,,,,,,,
9/1/2014,0,19.288,,,,,,,,,,,,,
9/2/2014,0,19.237,,,,,,,,,,,,,
9/3/2014,0,19.146,,,,,,,,,,,,,
9/4/2014,0,18.888,,,,,,,,,,,,,
9/5/2014,0,18.628,,,,,,,,,,,,,
9/6/2014,0,18.276,,,,,,,,,,,,,
9/7/2014,0,18.237,,,,,,,,,,,,,
9/8/2014,0,18.141,,,,,,,,,,,,,
9/9/2014,0,18.203,,,,,,,,,,,,,
9/10/2014,0,17.365,,,,,,,,,,,,,
9/11/2014,0,16.087,,,,,,,,,,,,,
9/12/2014,0,15.809,,,,,,,,,,,,,
9/13/2014,0,15.724,,,,,,,,,,,,,
9/14/2014,0,15.514,,,,,,,,,,,,,
9/15/2014,0,15.373,,,,,,,,,,,,,
9/16/2014,0,15.286,,,,,,,,,,,,,
9/17/2014,0,15.42,,,,,,,,,,,,,
9/18/2014,0,15.031,,,,,,,,,,,,,
9/19/2014,0,14.609,,,,,,,,,,,,,
9/20/2014,0,14.924,,,,,,,,,,,,,
9/21/2014,0,14.567,,,,,,,,,,,,,
9/22/2014,0,14.391,,,,,,,,,,,,,
9/23/2014,0,15,,,,,,,,,,,,,
9/24/2014,0,15.153,,,,,,,,,,,,,
9/25/2014,0,15.223,,,,,,,,,,,,,
9/26/2014,0,15.457,,,,,,,,,,,,,
9/27/2014,0,15.504,,,,,,,,,,,,,
9/28/2014,0,15.953,,,,,,,,,,,,,
9/29/2014,0,15.447,,,,,,,,,,,,,
9/30/2014,0,14.814,,,,,,,,,,,,,
10/1/2014,0,14.197,,,,,,,,,,,,,
10/2/2014,0,14.382,,,,,,,,,,,,,
10/3/2014,0,13.859,,,,,,,,,,,,,
10/4/2014,0,13.052,,,,,,,,,,,,,
10/5/2014,0,12.343,,,,,,,,,,,,,
10/6/2014,0,11.869,,,,,,,,,,,,,
10/7/2014,0,11.591,,,,,,,,,,,,,
10/8/2014,0,11.108,,,,,,,,,,,,,
10/9/2014,0,10.736,,,,,,,,,,,,,
10/10/2014,0,10.558,,,,,,,,,,,,,
10/11/2014,0,10.571,,,,,,,,,,,,,
10/12/2014,0,10.318,,,,,,,,,,,,,
10/13/2014,0,10.269,,,,,,,,,,,,,
10/14/2014,0,10.095,,,,,,,,,,,,,
10/15/2014,0,9.912,,,,,,,,,,,,,
10/16/2014,0,10.019,,,,,,,,,,,,,
10/17/2014,0,9.827,,,,,,,,,,,,,
10/18/2014,0,9.519,,,,,,,,,,,,,
10/19/2014,0,9.31,,,,,,,,,,,,,
10/20/2014,0,9.23,,,,,,,,,,,,,
10/21/2014,0,9.128,,,,,,,,,,,,,
10/22/2014,0,8.974,,,,,,,,,,,,,
10/23/2014,0,8.905,,,,,,,,,,,,,
10/24/2014,0,8.904,,,,,,,,,,,,,
10/25/2014,0,8.91,,,,,,,,,,,,,
10/26/2014,0,8.928,,,,,,,,,,,,,
10/27/2014,0,8.798,,,,,,,,,,,,,
10/28/2014,0,8.679,,,,,,,,,,,,,
10/29/2014,0,8.398,,,,,,,,,,,,,
10/30/2014,0,8.202,,,,,,,,,,,,,
10/31/2014,0,7.697,,,,,,,,,,,,,
11/1/2014,0,7.447,,,,,,,,,,,,,
11/2/2014,0,7.264,,,,,,,,,,,,,
11/3/2014,0,7.157,,,,,,,,,,,,,
11/4/2014,0,7.037,,,,,,,,,,,,,
11/5/2014,0,6.571,,,,,,,,,,,,,
7/27/2015,0,25.062,,,,,,,,,,,,,
7/28/2015,0,24.379,,,,,,,,,,,,,
7/29/2015,0,23.471,,,,,,,,,,,,,
7/30/2015,0,22.852,,,,,,,,,,,,,
7/31/2015,0,22.548,,,,,,,,,,,,,
8/1/2015,0,22.431,,,,,,,,,,,,,
8/2/2015,0,22.446,,,,,,,,,,,,,
8/3/2015,0,22.037,,,,,,,,,,,,,
8/4/2015,0,21.649,,,,,,,,,,,,,
8/5/2015,0,22.215,,,,,,,,,,,,,
8/6/2015,0,21.832,,,,,,,,,,,,,
8/7/2015,0,21.575,,,,,,,,,,,,,
8/8/2015,0,21.384,,,,,,,,,,,,,
8/9/2015,0,21.394,,,,,,,,,,,,,
8/10/2015,0,21.538,,,,,,,,,,,,,
8/11/2015,0,21.523,,,,,,,,,,,,,
8/12/2015,0,21.742,,,,,,,,,,,,,
8/13/2015,0,22.131,,,,,,,,,,,,,
8/14/2015,0,22.949,,,,,,,,,,,,,
8/15/2015,0,24.188,,,,,,,,,,,,,
8/16/2015,0,23.41,,,,,,,,,,,,,
8/17/2015,0,23.489,,,,,,,,,,,,,
8/18/2015,0,22.849,,,,,,,,,,,,,
