sampledate,depth,rep,event,totpf,totpuf
2008-09-25,5,1,Chem,,
2008-09-25,6,1,Chem,,
2008-09-25,7,1,Chem,,
2008-09-25,8,1,Chem,,
2008-09-25,9,1,Chem,,
2008-09-25,10,1,Chem,1,5
2008-09-25,11,1,Chem,,
2008-09-25,12,1,Chem,,
2008-09-25,13,1,Chem,,
2008-09-25,14,1,Chem,,
2008-09-25,15,1,Chem,2,7
2008-09-25,16,1,Chem,,
2008-09-25,17,1,Chem,,
2008-09-25,18,1,Chem,,
2008-09-25,19,1,Chem,,
2008-09-25,20,1,Chem,2,6
2008-09-25,21,1,Chem,,
2008-09-25,22,1,Chem,,
2008-09-25,23,1,Chem,,
2008-09-25,24,1,Chem,,
2008-09-25,25,1,Chem,,
2008-09-25,26,1,Chem,,
2008-09-25,27,1,Chem,,
2008-09-25,28,1,Chem,,
2008-09-25,29,1,Chem,,
2008-09-25,30,1,Chem,,
2008-09-25,31,1,Chem,,
2008-09-25,32,1,Chem,3,13
2008-09-25,32,2,Chem,2,13
2008-10-10,0,1,Non-chem,,
2008-10-10,1,1,Non-chem,,
2008-10-10,2,1,Non-chem,,
2008-10-10,3,1,Non-chem,,
2008-10-10,4,1,Non-chem,,
2008-10-10,5,1,Non-chem,,
2008-10-10,6,1,Non-chem,,
2008-10-10,7,1,Non-chem,,
2008-10-10,8,1,Non-chem,,
2008-10-10,9,1,Non-chem,,
2008-10-10,10,1,Non-chem,,
2008-10-10,11,1,Non-chem,,
2008-10-10,12,1,Non-chem,,
2008-10-10,13,1,Non-chem,,
2008-10-10,14,1,Non-chem,,
2008-10-10,15,1,Non-chem,,
2008-10-10,16,1,Non-chem,,
2008-10-10,17,1,Non-chem,,
2008-10-10,18,1,Non-chem,,
2008-10-10,19,1,Non-chem,,
2008-10-10,20,1,Non-chem,,
2008-10-10,21,1,Non-chem,,
2008-10-10,22,1,Non-chem,,
2008-10-10,23,1,Non-chem,,
2008-10-10,24,1,Non-chem,,
2008-10-10,25,1,Non-chem,,
2008-10-10,26,1,Non-chem,,
2008-10-10,27,1,Non-chem,,
2008-10-10,28,1,Non-chem,,
2008-10-10,29,1,Non-chem,,
2008-10-10,30,1,Non-chem,,
2008-10-10,31,1,Non-chem,,
2008-10-10,32,1,Non-chem,,
2008-10-10,10,2,Non-chem,,
2008-10-23,0,1,Chem,17,501
2008-10-23,1,1,Chem,,
2008-10-23,2,1,Chem,,
2008-10-23,3,1,Chem,,
2008-10-23,4,1,Chem,,
2008-10-23,5,1,Chem,,
2008-10-23,6,1,Chem,,
2008-10-23,7,1,Chem,,
2008-10-23,8,1,Chem,,
2008-10-23,9,1,Chem,,
2008-10-23,10,1,Chem,,
2008-10-23,11,1,Chem,,
2008-10-23,12,1,Chem,,
2008-10-23,13,1,Chem,,
2008-10-23,14,1,Chem,,
2008-10-23,15,1,Chem,10,15
2008-10-23,16,1,Chem,,
2008-10-23,17,1,Chem,,
2008-10-23,18,1,Chem,,
2008-10-23,19,1,Chem,,
2008-10-23,20,1,Chem,9,13
2008-10-23,21,1,Chem,,
2008-10-23,22,1,Chem,,
2008-10-23,23,1,Chem,,
2008-10-23,24,1,Chem,,
2008-10-23,25,1,Chem,,
2008-10-23,26,1,Chem,,
2008-10-23,27,1,Chem,9,14
2008-10-23,28,1,Chem,,
2008-10-23,29,1,Chem,,
2008-10-23,30,1,Chem,,
2008-10-23,31,1,Chem,,
2008-10-23,32,1,Chem,10,21
2008-10-23,27,2,Chem,9,14
2008-11-11,0,1,Quarterly,3,7
2008-11-11,1,1,Quarterly,,
2008-11-11,2,1,Quarterly,,
2008-11-11,3,1,Quarterly,,
2008-11-11,4,1,Quarterly,,
2008-11-11,5,1,Quarterly,,
2008-11-11,6,1,Quarterly,,
2008-11-11,7,1,Quarterly,,
2008-11-11,8,1,Quarterly,,
2008-11-11,9,1,Quarterly,,
2008-11-11,10,1,Quarterly,0,8
2008-11-11,11,1,Quarterly,,
2008-11-11,12,1,Quarterly,,
2008-11-11,13,1,Quarterly,,
2008-11-11,14,1,Quarterly,,
2008-11-11,15,1,Quarterly,,
2008-11-11,16,1,Quarterly,,
2008-11-11,17,1,Quarterly,,
2008-11-11,18,1,Quarterly,,
2008-11-11,19,1,Quarterly,,
2008-11-11,20,1,Quarterly,4,7
2008-11-11,21,1,Quarterly,,
2008-11-11,22,1,Quarterly,,
2008-11-11,23,1,Quarterly,,
2008-11-11,24,1,Quarterly,,
2008-11-11,25,1,Quarterly,,
2008-11-11,26,1,Quarterly,,
2008-11-11,27,1,Quarterly,,
2008-11-11,28,1,Quarterly,,
2008-11-11,29,1,Quarterly,,
2008-11-11,30,1,Quarterly,,
2008-11-11,31,1,Quarterly,,
2008-11-11,32,1,Quarterly,0,9
2008-11-11,32,2,Quarterly,3,9
2009-01-19,0,1,Chem,14,12
2009-01-19,1,1,Chem,,
2009-01-19,2,1,Chem,,
2009-01-19,3,1,Chem,,
2009-01-19,4,1,Chem,,
2009-01-19,5,1,Chem,,
2009-01-19,6,1,Chem,,
2009-01-19,7,1,Chem,,
2009-01-19,8,1,Chem,,
2009-01-19,9,1,Chem,,
2009-01-19,10,1,Chem,9,9
2009-01-19,11,1,Chem,,
2009-01-19,12,1,Chem,,
2009-01-19,13,1,Chem,,
2009-01-19,14,1,Chem,,
2009-01-19,15,1,Chem,,
2009-01-19,16,1,Chem,,
2009-01-19,17,1,Chem,,
2009-01-19,18,1,Chem,,
2009-01-19,19,1,Chem,,
2009-01-19,20,1,Chem,70,5
2009-01-19,21,1,Chem,,
2009-01-19,22,1,Chem,,
2009-01-19,23,1,Chem,,
2009-01-19,24,1,Chem,,
2009-01-19,25,1,Chem,,
2009-01-19,26,1,Chem,,
2009-01-19,27,1,Chem,,
2009-01-19,28,1,Chem,,
2009-01-19,29,1,Chem,,
2009-01-19,30,1,Chem,,
2009-01-19,31,1,Chem,,
2009-01-19,32,1,Chem,,36
2009-01-19,0,2,Chem,,
2009-02-16,0,1,Quarterly,0,8
2009-02-16,1,1,Quarterly,,
2009-02-16,2,1,Quarterly,,
2009-02-16,3,1,Quarterly,,
2009-02-16,4,1,Quarterly,,
2009-02-16,5,1,Quarterly,,
2009-02-16,6,1,Quarterly,,
2009-02-16,7,1,Quarterly,,
2009-02-16,8,1,Quarterly,,
2009-02-16,9,1,Quarterly,,
2009-02-16,10,1,Quarterly,9,10
2009-02-16,11,1,Quarterly,,
2009-02-16,12,1,Quarterly,,
2009-02-16,13,1,Quarterly,,
2009-02-16,14,1,Quarterly,,
2009-02-16,15,1,Quarterly,,
2009-02-16,16,1,Quarterly,,
2009-02-16,17,1,Quarterly,,
2009-02-16,18,1,Quarterly,,
2009-02-16,19,1,Quarterly,,
2009-02-16,20,1,Quarterly,12,11
2009-02-16,21,1,Quarterly,,
2009-02-16,22,1,Quarterly,,
2009-02-16,23,1,Quarterly,,
2009-02-16,24,1,Quarterly,,
2009-02-16,25,1,Quarterly,,
2009-02-16,26,1,Quarterly,,
2009-02-16,27,1,Quarterly,,
2009-02-16,28,1,Quarterly,,
2009-02-16,29,1,Quarterly,,
2009-02-16,30,1,Quarterly,,
2009-02-16,31,1,Quarterly,,
2009-02-16,32,1,Quarterly,11,32
2009-02-16,0,2,Quarterly,0,11
2009-03-23,0,1,Chem,0,7
2009-03-23,1,1,Chem,,
2009-03-23,2,1,Chem,,
2009-03-23,3,1,Chem,,
2009-03-23,4,1,Chem,,
2009-03-23,5,1,Chem,,
2009-03-23,6,1,Chem,,
2009-03-23,7,1,Chem,,
2009-03-23,8,1,Chem,,
2009-03-23,9,1,Chem,,
2009-03-23,10,1,Chem,0,3
2009-03-23,11,1,Chem,,
2009-03-23,12,1,Chem,,
2009-03-23,13,1,Chem,,
2009-03-23,14,1,Chem,,
2009-03-23,15,1,Chem,,
2009-03-23,16,1,Chem,,
2009-03-23,17,1,Chem,,
2009-03-23,18,1,Chem,,
2009-03-23,19,1,Chem,,
2009-03-23,20,1,Chem,8,7
2009-03-23,21,1,Chem,,
2009-03-23,22,1,Chem,,
2009-03-23,23,1,Chem,,
2009-03-23,24,1,Chem,,
2009-03-23,25,1,Chem,,
2009-03-23,26,1,Chem,,
2009-03-23,27,1,Chem,,
2009-03-23,28,1,Chem,,
2009-03-23,29,1,Chem,,
2009-03-23,30,1,Chem,,
2009-03-23,31,1,Chem,,
2009-03-23,32,1,Chem,9,31
2009-03-23,10,2,Chem,4,8
2009-04-30,0,1,Quarterly,5,6
2009-04-30,1,1,Quarterly,,
2009-04-30,2,1,Quarterly,,
2009-04-30,3,1,Quarterly,,
2009-04-30,4,1,Quarterly,,
2009-04-30,5,1,Quarterly,,
2009-04-30,6,1,Quarterly,,
2009-04-30,7,1,Quarterly,,
2009-04-30,8,1,Quarterly,,
2009-04-30,9,1,Quarterly,,
2009-04-30,10,1,Quarterly,4,5
2009-04-30,11,1,Quarterly,,
2009-04-30,12,1,Quarterly,,
2009-04-30,13,1,Quarterly,,
2009-04-30,14,1,Quarterly,,
2009-04-30,15,1,Quarterly,,
2009-04-30,16,1,Quarterly,,
2009-04-30,17,1,Quarterly,,
2009-04-30,18,1,Quarterly,,
2009-04-30,19,1,Quarterly,,
2009-04-30,20,1,Quarterly,5,6
2009-04-30,21,1,Quarterly,,
2009-04-30,22,1,Quarterly,,
2009-04-30,23,1,Quarterly,,
2009-04-30,24,1,Quarterly,,
2009-04-30,25,1,Quarterly,,
2009-04-30,26,1,Quarterly,,
2009-04-30,27,1,Quarterly,,
2009-04-30,28,1,Quarterly,,
2009-04-30,29,1,Quarterly,,
2009-04-30,30,1,Quarterly,,
2009-04-30,31,1,Quarterly,,
2009-04-30,32,1,Quarterly,3,5
2009-04-30,15,2,Quarterly,,
2009-04-30,20,2,Quarterly,4,6
2009-05-11,0,1,Non-chem,,
2009-05-11,1,1,Non-chem,,
2009-05-11,2,1,Non-chem,,
2009-05-11,3,1,Non-chem,,
2009-05-11,4,1,Non-chem,,
2009-05-11,5,1,Non-chem,,
2009-05-11,6,1,Non-chem,,
2009-05-11,7,1,Non-chem,,
2009-05-11,8,1,Non-chem,,
2009-05-11,9,1,Non-chem,,
2009-05-11,10,1,Non-chem,,
2009-05-11,11,1,Non-chem,,
2009-05-11,12,1,Non-chem,,
2009-05-11,13,1,Non-chem,,
2009-05-11,14,1,Non-chem,,
2009-05-11,15,1,Non-chem,,
2009-05-11,16,1,Non-chem,,
2009-05-11,17,1,Non-chem,,
2009-05-11,18,1,Non-chem,,
2009-05-11,19,1,Non-chem,,
2009-05-11,20,1,Non-chem,,
2009-05-11,21,1,Non-chem,,
2009-05-11,22,1,Non-chem,,
2009-05-11,23,1,Non-chem,,
2009-05-11,24,1,Non-chem,,
2009-05-11,25,1,Non-chem,,
2009-05-11,26,1,Non-chem,,
2009-05-11,27,1,Non-chem,,
2009-05-11,28,1,Non-chem,,
2009-05-11,29,1,Non-chem,,
2009-05-11,30,1,Non-chem,,
2009-05-11,31,1,Non-chem,,
2009-05-11,32,1,Non-chem,,
2009-05-11,33,1,Non-chem,,
2009-05-11,33.5,1,Non-chem,,
2009-05-11,34,1,Non-chem,,
2009-05-11,35,1,Non-chem,,
2009-05-11,15,2,Non-chem,,
2009-05-28,0,1,Chem,0,3
2009-05-28,1,1,Chem,,
2009-05-28,2,1,Chem,,
2009-05-28,3,1,Chem,,
2009-05-28,4,1,Chem,,
2009-05-28,5,1,Chem,,
2009-05-28,6,1,Chem,,
2009-05-28,7,1,Chem,,
2009-05-28,8,1,Chem,,
2009-05-28,9,1,Chem,,
2009-05-28,10,1,Chem,0,10
2009-05-28,11,1,Chem,,
2009-05-28,12,1,Chem,,
2009-05-28,13,1,Chem,,
2009-05-28,14,1,Chem,,
2009-05-28,15,1,Chem,,
2009-05-28,16,1,Chem,,
2009-05-28,17,1,Chem,,
2009-05-28,18,1,Chem,,
2009-05-28,19,1,Chem,,
2009-05-28,20,1,Chem,0,0
2009-05-28,21,1,Chem,,
2009-05-28,22,1,Chem,,
2009-05-28,23,1,Chem,,
2009-05-28,24,1,Chem,,
2009-05-28,25,1,Chem,,
2009-05-28,26,1,Chem,,
2009-05-28,27,1,Chem,,
2009-05-28,28,1,Chem,,
2009-05-28,29,1,Chem,,
2009-05-28,30,1,Chem,,
2009-05-28,31,1,Chem,,
2009-05-28,32,1,Chem,1,2
2009-05-28,10,2,Chem,0,0
2009-06-08,0,1,Non-chem,,
2009-06-08,1,1,Non-chem,,
2009-06-08,2,1,Non-chem,,
2009-06-08,3,1,Non-chem,,
2009-06-08,4,1,Non-chem,,
2009-06-08,5,1,Non-chem,,
2009-06-08,6,1,Non-chem,,
2009-06-08,7,1,Non-chem,,
2009-06-08,8,1,Non-chem,,
2009-06-08,9,1,Non-chem,,
2009-06-08,10,1,Non-chem,,
2009-06-08,11,1,Non-chem,,
2009-06-08,12,1,Non-chem,,
2009-06-08,13,1,Non-chem,,
2009-06-08,14,1,Non-chem,,
2009-06-08,15,1,Non-chem,,
2009-06-08,16,1,Non-chem,,
2009-06-08,17,1,Non-chem,,
2009-06-08,18,1,Non-chem,,
2009-06-08,19,1,Non-chem,,
2009-06-08,20,1,Non-chem,,
2009-06-08,21,1,Non-chem,,
2009-06-08,22,1,Non-chem,,
2009-06-08,23,1,Non-chem,,
2009-06-08,24,1,Non-chem,,
2009-06-08,25,1,Non-chem,,
2009-06-08,26,1,Non-chem,,
2009-06-08,27,1,Non-chem,,
2009-06-08,28,1,Non-chem,,
2009-06-08,29,1,Non-chem,,
2009-06-08,30,1,Non-chem,,
2009-06-08,31,1,Non-chem,,
2009-06-08,32,1,Non-chem,,
2009-06-08,33,1,Non-chem,,
2009-06-08,34,1,Non-chem,,
2009-06-08,35,1,Non-chem,,
2009-06-08,5,2,Non-chem,,
2009-06-24,0,1,Chem,0,0
2009-06-24,1,1,Chem,,
2009-06-24,2,1,Chem,,
2009-06-24,3,1,Chem,0,0
2009-06-24,4,1,Chem,,
2009-06-24,5,1,Chem,36,6
2009-06-24,6,1,Chem,,
2009-06-24,7,1,Chem,,
2009-06-24,8,1,Chem,0,0
2009-06-24,9,1,Chem,,
2009-06-24,10,1,Chem,,
2009-06-24,11,1,Chem,,
2009-06-24,12,1,Chem,,
2009-06-24,13,1,Chem,,
2009-06-24,14,1,Chem,,
2009-06-24,15,1,Chem,,
2009-06-24,16,1,Chem,,
2009-06-24,17,1,Chem,,
2009-06-24,18,1,Chem,,
2009-06-24,19,1,Chem,,
2009-06-24,20,1,Chem,0,4
2009-06-24,21,1,Chem,,
2009-06-24,22,1,Chem,,
2009-06-24,23,1,Chem,,
2009-06-24,24,1,Chem,,
2009-06-24,25,1,Chem,,
2009-06-24,26,1,Chem,,
2009-06-24,27,1,Chem,,
2009-06-24,28,1,Chem,,
2009-06-24,29,1,Chem,,
2009-06-24,30,1,Chem,,
2009-06-24,31,1,Chem,,
2009-06-24,32,1,Chem,2,9
2009-06-24,8,2,Chem,0,0
2009-07-07,0,1,Non-chem,,
2009-07-07,1,1,Non-chem,,
2009-07-07,2,1,Non-chem,,
2009-07-07,3,1,Non-chem,,
2009-07-07,4,1,Non-chem,,
2009-07-07,5,1,Non-chem,,
2009-07-07,6,1,Non-chem,,
2009-07-07,7,1,Non-chem,,
2009-07-07,8,1,Non-chem,,
2009-07-07,9,1,Non-chem,,
2009-07-07,10,1,Non-chem,,
2009-07-07,11,1,Non-chem,,
2009-07-07,12,1,Non-chem,,
2009-07-07,13,1,Non-chem,,
2009-07-07,14,1,Non-chem,,
2009-07-07,15,1,Non-chem,,
2009-07-07,16,1,Non-chem,,
2009-07-07,17,1,Non-chem,,
2009-07-07,18,1,Non-chem,,
2009-07-07,19,1,Non-chem,,
2009-07-07,20,1,Non-chem,,
2009-07-07,21,1,Non-chem,,
2009-07-07,22,1,Non-chem,,
2009-07-07,23,1,Non-chem,,
2009-07-07,24,1,Non-chem,,
2009-07-07,25,1,Non-chem,,
2009-07-07,26,1,Non-chem,,
2009-07-07,27,1,Non-chem,,
2009-07-07,28,1,Non-chem,,
2009-07-07,29,1,Non-chem,,
2009-07-07,30,1,Non-chem,,
2009-07-07,31,1,Non-chem,,
2009-07-07,32,1,Non-chem,,
2009-07-07,33,1,Non-chem,,
2009-07-07,33.3,1,Non-chem,,
2009-07-07,34,1,Non-chem,,
2009-07-07,35,1,Non-chem,,
2009-07-07,15,2,Non-chem,,
2009-07-20,0,1,Chem,0,0
2009-07-20,1,1,Chem,,
2009-07-20,2,1,Chem,,
2009-07-20,3,1,Chem,,
2009-07-20,4,1,Chem,,
2009-07-20,5,1,Chem,,
2009-07-20,6,1,Chem,,
2009-07-20,7,1,Chem,,
2009-07-20,8,1,Chem,0,0
2009-07-20,9,1,Chem,,
2009-07-20,10,1,Chem,0,0
2009-07-20,11,1,Chem,,
2009-07-20,12,1,Chem,0,1
2009-07-20,13,1,Chem,,
2009-07-20,14,1,Chem,,
2009-07-20,15,1,Chem,,
2009-07-20,16,1,Chem,,
2009-07-20,17,1,Chem,,
2009-07-20,18,1,Chem,,
2009-07-20,19,1,Chem,,
2009-07-20,20,1,Chem,0,2
2009-07-20,21,1,Chem,,
2009-07-20,22,1,Chem,,
2009-07-20,23,1,Chem,,
2009-07-20,24,1,Chem,,
2009-07-20,25,1,Chem,,
2009-07-20,26,1,Chem,,
2009-07-20,27,1,Chem,,
2009-07-20,28,1,Chem,,
2009-07-20,29,1,Chem,,
2009-07-20,30,1,Chem,,
2009-07-20,31,1,Chem,,
2009-07-20,32,1,Chem,0,5
2009-07-20,20,2,Chem,0,19
2009-08-03,0,1,Non-chem,,
2009-08-03,1,1,Non-chem,,
2009-08-03,2,1,Non-chem,,
2009-08-03,3,1,Non-chem,,
2009-08-03,4,1,Non-chem,,
2009-08-03,5,1,Non-chem,,
2009-08-03,6,1,Non-chem,,
2009-08-03,7,1,Non-chem,,
2009-08-03,8,1,Non-chem,,
2009-08-03,9,1,Non-chem,,
2009-08-03,10,1,Non-chem,,
2009-08-03,11,1,Non-chem,,
2009-08-03,12,1,Non-chem,,
2009-08-03,13,1,Non-chem,,
2009-08-03,14,1,Non-chem,,
2009-08-03,15,1,Non-chem,,
2009-08-03,16,1,Non-chem,,
2009-08-03,17,1,Non-chem,,
2009-08-03,18,1,Non-chem,,
2009-08-03,19,1,Non-chem,,
2009-08-03,20,1,Non-chem,,
2009-08-03,21,1,Non-chem,,
2009-08-03,22,1,Non-chem,,
2009-08-03,23,1,Non-chem,,
2009-08-03,24,1,Non-chem,,
2009-08-03,25,1,Non-chem,,
2009-08-03,26,1,Non-chem,,
2009-08-03,27,1,Non-chem,,
2009-08-03,28,1,Non-chem,,
2009-08-03,29,1,Non-chem,,
2009-08-03,30,1,Non-chem,,
2009-08-03,31,1,Non-chem,,
2009-08-03,32,1,Non-chem,,
2009-08-03,33,1,Non-chem,,
2009-08-03,34,1,Non-chem,,
2009-08-03,35,1,Non-chem,,
2009-08-03,5,2,Non-chem,,
2009-08-18,0,1,Quarterly,7,7
2009-08-18,1,1,Quarterly,,
2009-08-18,2,1,Quarterly,,
2009-08-18,3,1,Quarterly,,
2009-08-18,4,1,Quarterly,,
2009-08-18,5,1,Quarterly,,
2009-08-18,6,1,Quarterly,,
2009-08-18,7,1,Quarterly,,
2009-08-18,8,1,Quarterly,3,6
2009-08-18,9,1,Quarterly,,
2009-08-18,10,1,Quarterly,,
2009-08-18,11,1,Quarterly,,
2009-08-18,12,1,Quarterly,3,9
2009-08-18,13,1,Quarterly,,
2009-08-18,14,1,Quarterly,,
2009-08-18,15,1,Quarterly,3,12
2009-08-18,16,1,Quarterly,,
2009-08-18,17,1,Quarterly,,
2009-08-18,18,1,Quarterly,,
2009-08-18,19,1,Quarterly,,
2009-08-18,20,1,Quarterly,2,12
2009-08-18,21,1,Quarterly,,
2009-08-18,22,1,Quarterly,,
2009-08-18,23,1,Quarterly,,
2009-08-18,24,1,Quarterly,,
2009-08-18,25,1,Quarterly,,
2009-08-18,26,1,Quarterly,,
2009-08-18,27,1,Quarterly,,
2009-08-18,28,1,Quarterly,,
2009-08-18,29,1,Quarterly,,
2009-08-18,30,1,Quarterly,,
2009-08-18,31,1,Quarterly,,
2009-08-18,32,1,Quarterly,7,20
2009-08-18,0,2,Quarterly,2,7
2009-08-31,0,1,Non-chem,,
2009-08-31,1,1,Non-chem,,
2009-08-31,2,1,Non-chem,,
2009-08-31,3,1,Non-chem,,
2009-08-31,4,1,Non-chem,,
2009-08-31,5,1,Non-chem,,
2009-08-31,6,1,Non-chem,,
2009-08-31,7,1,Non-chem,,
2009-08-31,8,1,Non-chem,,
2009-08-31,9,1,Non-chem,,
2009-08-31,10,1,Non-chem,,
2009-08-31,11,1,Non-chem,,
2009-08-31,12,1,Non-chem,,
2009-08-31,13,1,Non-chem,,
2009-08-31,14,1,Non-chem,,
2009-08-31,15,1,Non-chem,,
2009-08-31,16,1,Non-chem,,
2009-08-31,17,1,Non-chem,,
2009-08-31,18,1,Non-chem,,
2009-08-31,19,1,Non-chem,,
2009-08-31,20,1,Non-chem,,
2009-08-31,21,1,Non-chem,,
2009-08-31,22,1,Non-chem,,
2009-08-31,23,1,Non-chem,,
2009-08-31,24,1,Non-chem,,
2009-08-31,25,1,Non-chem,,
2009-08-31,26,1,Non-chem,,
2009-08-31,27,1,Non-chem,,
2009-08-31,28,1,Non-chem,,
2009-08-31,29,1,Non-chem,,
2009-08-31,30,1,Non-chem,,
2009-08-31,31,1,Non-chem,,
2009-08-31,32,1,Non-chem,,
2009-08-31,33,1,Non-chem,,
2009-08-31,34,1,Non-chem,,
2009-08-31,35,1,Non-chem,,
2009-08-31,15,2,Non-chem,,
2009-09-15,0,1,Chem,3,3
2009-09-15,1,1,Chem,,
2009-09-15,2,1,Chem,,
2009-09-15,3,1,Chem,,
2009-09-15,4,1,Chem,,
2009-09-15,5,1,Chem,,
2009-09-15,6,1,Chem,,
2009-09-15,7,1,Chem,,
2009-09-15,8,1,Chem,,
2009-09-15,9,1,Chem,,
2009-09-15,10,1,Chem,3,5
2009-09-15,11,1,Chem,,
2009-09-15,12,1,Chem,,
2009-09-15,13,1,Chem,2,7
2009-09-15,14,1,Chem,,
2009-09-15,15,1,Chem,2,5
2009-09-15,16,1,Chem,,
2009-09-15,17,1,Chem,,
2009-09-15,18,1,Chem,,
2009-09-15,19,1,Chem,,
2009-09-15,20,1,Chem,2,9
2009-09-15,21,1,Chem,,
2009-09-15,22,1,Chem,,
2009-09-15,23,1,Chem,,
2009-09-15,24,1,Chem,,
2009-09-15,25,1,Chem,,
2009-09-15,26,1,Chem,,
2009-09-15,27,1,Chem,,
2009-09-15,28,1,Chem,,
2009-09-15,29,1,Chem,,
2009-09-15,30,1,Chem,,
2009-09-15,31,1,Chem,,
2009-09-15,32,1,Chem,5,14
2009-09-15,0,2,Chem,2,4
2009-09-30,0,1,Non-chem,,
2009-09-30,1,1,Non-chem,,
2009-09-30,2,1,Non-chem,,
2009-09-30,3,1,Non-chem,,
2009-09-30,4,1,Non-chem,,
2009-09-30,5,1,Non-chem,,
2009-09-30,6,1,Non-chem,,
2009-09-30,7,1,Non-chem,,
2009-09-30,8,1,Non-chem,,
2009-09-30,9,1,Non-chem,,
2009-09-30,10,1,Non-chem,,
2009-09-30,11,1,Non-chem,,
2009-09-30,12,1,Non-chem,,
2009-09-30,13,1,Non-chem,,
2009-09-30,14,1,Non-chem,,
2009-09-30,15,1,Non-chem,,
2009-09-30,16,1,Non-chem,,
2009-09-30,17,1,Non-chem,,
2009-09-30,18,1,Non-chem,,
2009-09-30,19,1,Non-chem,,
2009-09-30,20,1,Non-chem,,
2009-09-30,21,1,Non-chem,,
2009-09-30,22,1,Non-chem,,
2009-09-30,23,1,Non-chem,,
2009-09-30,24,1,Non-chem,,
2009-09-30,25,1,Non-chem,,
2009-09-30,26,1,Non-chem,,
2009-09-30,27,1,Non-chem,,
2009-09-30,28,1,Non-chem,,
2009-09-30,29,1,Non-chem,,
2009-09-30,30,1,Non-chem,,
2009-09-30,31,1,Non-chem,,
2009-09-30,32,1,Non-chem,,
2009-09-30,33,1,Non-chem,,
2009-09-30,34,1,Non-chem,,
2009-09-30,35,1,Non-chem,,
2009-09-30,32,2,Non-chem,,
2009-10-13,0,1,Chem,10,12
2009-10-13,1,1,Chem,,
2009-10-13,2,1,Chem,,
2009-10-13,3,1,Chem,,
2009-10-13,4,1,Chem,,
2009-10-13,5,1,Chem,,
2009-10-13,6,1,Chem,,
2009-10-13,7,1,Chem,,
2009-10-13,8,1,Chem,,
2009-10-13,9,1,Chem,,
2009-10-13,10,1,Chem,,
2009-10-13,11,1,Chem,,
2009-10-13,12,1,Chem,,
2009-10-13,13,1,Chem,,
2009-10-13,14,1,Chem,,
2009-10-13,15,1,Chem,4,9
2009-10-13,16,1,Chem,,
2009-10-13,17,1,Chem,,
2009-10-13,18,1,Chem,,
2009-10-13,19,1,Chem,,
2009-10-13,20,1,Chem,4,8
2009-10-13,21,1,Chem,,
2009-10-13,22,1,Chem,,
2009-10-13,23,1,Chem,,
2009-10-13,24,1,Chem,,
2009-10-13,25,1,Chem,,
2009-10-13,26,1,Chem,,
2009-10-13,27,1,Chem,5,11
2009-10-13,28,1,Chem,,
2009-10-13,29,1,Chem,,
2009-10-13,30,1,Chem,,
2009-10-13,31,1,Chem,,
2009-10-13,32,1,Chem,12,30
2009-10-13,32,2,Chem,12,29
2009-10-27,0,1,Non-chem,,
2009-10-27,1,1,Non-chem,,
2009-10-27,2,1,Non-chem,,
2009-10-27,3,1,Non-chem,,
2009-10-27,4,1,Non-chem,,
2009-10-27,5,1,Non-chem,,
2009-10-27,6,1,Non-chem,,
2009-10-27,7,1,Non-chem,,
2009-10-27,8,1,Non-chem,,
2009-10-27,9,1,Non-chem,,
2009-10-27,10,1,Non-chem,,
2009-10-27,11,1,Non-chem,,
2009-10-27,12,1,Non-chem,,
2009-10-27,13,1,Non-chem,,
2009-10-27,14,1,Non-chem,,
2009-10-27,15,1,Non-chem,,
2009-10-27,16,1,Non-chem,,
2009-10-27,17,1,Non-chem,,
2009-10-27,18,1,Non-chem,,
2009-10-27,19,1,Non-chem,,
2009-10-27,20,1,Non-chem,,
2009-10-27,21,1,Non-chem,,
2009-10-27,22,1,Non-chem,,
2009-10-27,23,1,Non-chem,,
2009-10-27,24,1,Non-chem,,
2009-10-27,25,1,Non-chem,,
2009-10-27,26,1,Non-chem,,
2009-10-27,27,1,Non-chem,,
2009-10-27,28,1,Non-chem,,
2009-10-27,29,1,Non-chem,,
2009-10-27,30,1,Non-chem,,
2009-10-27,31,1,Non-chem,,
2009-10-27,32,1,Non-chem,,
2009-10-27,33,1,Non-chem,,
2009-10-27,34,1,Non-chem,,
2009-10-27,35,1,Non-chem,,
2009-10-27,32,2,Non-chem,,
2009-11-10,0,1,Quarterly,3,9
2009-11-10,1,1,Quarterly,,
2009-11-10,2,1,Quarterly,,
2009-11-10,3,1,Quarterly,,
2009-11-10,4,1,Quarterly,,
2009-11-10,5,1,Quarterly,,
2009-11-10,6,1,Quarterly,,
2009-11-10,7,1,Quarterly,,
2009-11-10,8,1,Quarterly,,
2009-11-10,9,1,Quarterly,,
2009-11-10,10,1,Quarterly,4,9
2009-11-10,11,1,Quarterly,,
2009-11-10,12,1,Quarterly,,
2009-11-10,13,1,Quarterly,,
2009-11-10,14,1,Quarterly,,
2009-11-10,15,1,Quarterly,,
2009-11-10,16,1,Quarterly,,
2009-11-10,17,1,Quarterly,,
2009-11-10,18,1,Quarterly,,
2009-11-10,19,1,Quarterly,,
2009-11-10,20,1,Quarterly,4,9
2009-11-10,21,1,Quarterly,,
2009-11-10,22,1,Quarterly,,
2009-11-10,23,1,Quarterly,,
2009-11-10,24,1,Quarterly,,
2009-11-10,25,1,Quarterly,,
