sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,totpf,totpuf,totpuf_sloh,drp_sloh,drsif_sloh
1/20/2006,10,1,2,Chem,7.57,7.94,,10.27,10.4,2.48,2.37,3,6,,,
1/20/2006,11,1,2,Chem,,,,,,,,,,,,
1/20/2006,12,1,2,Chem,,,,,,,,,,,,
1/20/2006,13,1,2,Chem,,,,,,,,,,,,
1/20/2006,14,1,2,Chem,,,,,,,,,,,,
1/20/2006,15,1,2,Chem,,,,,,,,,,,,
1/20/2006,16,1,2,Chem,,,,,,,,,,,,
1/20/2006,17,1,2,Chem,,,,,,,,,,,,
1/20/2006,18,1,2,Chem,,,,,,,,,,,,
1/20/2006,19,1,2,Chem,,,,,,,,,,,,
1/20/2006,20,1,2,Chem,7.51,7.95,,10.41,10.43,2.37,2.38,4,7,,,
1/20/2006,21,1,2,Chem,,,,,,,,,,,,
1/20/2006,22,1,2,Chem,,,,,,,,,,,,
1/20/2006,23,1,2,Chem,,,,,,,,,,,,
1/20/2006,24,1,2,Chem,,,,,,,,,,,,
1/20/2006,25,1,2,Chem,,,,,,,,,,,,
1/20/2006,26,1,2,Chem,,,,,,,,,,,,
1/20/2006,27,1,2,Chem,,,,,,,,,,,,
1/20/2006,28,1,2,Chem,,,,,,,,,,,,
1/20/2006,29,1,2,Chem,,,,,,,,,,,,
1/20/2006,30,1,2,Chem,,,,,,,,,,,,
1/20/2006,31,1,2,Chem,,,,,,,,,,,,
1/20/2006,32,1,2,Chem,6.88,7.92,,11.07,11.32,2.28,2.31,7,18,,,
4/5/2006,0,1,2,Chem,8.3,7.32,,3.67,1.93,0.87,0.55,2,5,,,
4/5/2006,1,1,2,Chem,,,,,,,,,,,,
4/5/2006,2,1,2,Chem,,,,,,,,,,,,
4/5/2006,3,1,2,Chem,,,,,,,,,,,,
4/5/2006,4,1,2,Chem,,,,,,,,,,,,
4/5/2006,5,1,2,Chem,,,,,,,,,,,,
4/5/2006,6,1,2,Chem,,,,,,,,,,,,
4/5/2006,7,1,2,Chem,,,,,,,,,,,,
4/5/2006,8,1,2,Chem,,,,,,,,,,,,
4/5/2006,9,1,2,Chem,,,,,,,,,,,,
4/5/2006,10,1,2,Chem,7.42,7.88,,10.3,10.23,2.4,2.38,2,8,,,
4/5/2006,11,1,2,Chem,,,,,,,,,,,,
4/5/2006,12,1,2,Chem,,,,,,,,,,,,
4/5/2006,13,1,2,Chem,,,,,,,,,,,,
4/5/2006,14,1,2,Chem,,,,,,,,,,,,
4/5/2006,15,1,2,Chem,,,,,,,,,,,,
4/5/2006,16,1,2,Chem,,,,,,,,,,,,
4/5/2006,17,1,2,Chem,,,,,,,,,,,,
4/5/2006,18,1,2,Chem,,,,,,,,,,,,
4/5/2006,19,1,2,Chem,,,,,,,,,,,,
4/5/2006,20,1,2,Chem,7.24,7.9,,10.76,10.81,2.48,2.36,5,8,,,
4/5/2006,21,1,2,Chem,,,,,,,,,,,,
4/5/2006,22,1,2,Chem,,,,,,,,,,,,
4/5/2006,23,1,2,Chem,,,,,,,,,,,,
4/5/2006,24,1,2,Chem,,,,,,,,,,,,
4/5/2006,25,1,2,Chem,,,,,,,,,,,,
4/5/2006,26,1,2,Chem,,,,,,,,,,,,
4/5/2006,27,1,2,Chem,,,,,,,,,,,,
4/5/2006,28,1,2,Chem,,,,,,,,,,,,
4/5/2006,29,1,2,Chem,,,,,,,,,,,,
4/5/2006,30,1,2,Chem,,,,,,,,,,,,
4/5/2006,31,1,2,Chem,,,,,,,,,,,,
4/5/2006,32,1,2,Chem,6.85,7.87,,12.73,13.33,2.33,2.24,7,26,,,
5/17/2006,0,1,2,Chem,8.05,8.08,,10.67,10.77,2.44,2.5,4,11,,,
5/17/2006,1,1,2,Chem,,,,,,,,,,,,
5/17/2006,2,1,2,Chem,,,,,,,,,,,,
5/17/2006,3,1,2,Chem,,,,,,,,,,,,
5/17/2006,4,1,2,Chem,,,,,,,,,,,,
5/17/2006,5,1,2,Chem,,,,,,,,,,,,
5/17/2006,6,1,2,Chem,,,,,,,,,,,,
5/17/2006,7,1,2,Chem,,,,,,,,,,,,
5/17/2006,8,1,2,Chem,,,,,,,,,,,,
5/17/2006,9,1,2,Chem,,,,,,,,,,,,
5/17/2006,10,1,2,Chem,7.96,8.11,,10.69,10.84,2.54,2.43,4,13,,,
5/17/2006,11,1,2,Chem,,,,,,,,,,,,
5/17/2006,12,1,2,Chem,,,,,,,,,,,,
5/17/2006,13,1,2,Chem,,,,,,,,,,,,
5/17/2006,14,1,2,Chem,,,,,,,,,,,,
5/17/2006,15,1,2,Chem,,,,,,,,,,,,
5/17/2006,16,1,2,Chem,,,,,,,,,,,,
5/17/2006,17,1,2,Chem,,,,,,,,,,,,
5/17/2006,18,1,2,Chem,,,,,,,,,,,,
5/17/2006,19,1,2,Chem,,,,,,,,,,,,
5/17/2006,20,1,2,Chem,7.72,8.05,,10.93,11.01,2.49,2.36,2,8,,,
5/17/2006,21,1,2,Chem,,,,,,,,,,,,
5/17/2006,22,1,2,Chem,,,,,,,,,,,,
5/17/2006,23,1,2,Chem,,,,,,,,,,,,
5/17/2006,24,1,2,Chem,,,,,,,,,,,,
5/17/2006,25,1,2,Chem,,,,,,,,,,,,
5/17/2006,26,1,2,Chem,,,,,,,,,,,,
5/17/2006,27,1,2,Chem,,,,,,,,,,,,
5/17/2006,28,1,2,Chem,,,,,,,,,,,,
5/17/2006,29,1,2,Chem,,,,,,,,,,,,
5/17/2006,30,1,2,Chem,,,,,,,,,,,,
5/17/2006,31,1,2,Chem,,,,,,,,,,,,
5/17/2006,32,1,2,Chem,7.39,8.07,,11.51,11.65,2.4,2.41,6,16,,,
6/14/2006,0,1,2,Chem,8.3,8.13,,,,,,4,6,,,
6/14/2006,1,1,2,Chem,,,,,,,,,,,,
6/14/2006,2,1,2,Chem,,,,,,,,,,,,
6/14/2006,3,1,2,Chem,,,,,,,,,,,,
6/14/2006,4,1,2,Chem,,,,,,,,,,,,
6/14/2006,5,1,2,Chem,8.4,8.11,,,,,,3,6,,,
6/14/2006,6,1,2,Chem,,,,,,,,,,,,
6/14/2006,7,1,2,Chem,,,,,,,,,,,,
6/14/2006,8,1,2,Chem,8.66,8.12,,,,,,6,7,,,
6/14/2006,9,1,2,Chem,,,,,,,,,,,,
6/14/2006,10,1,2,Chem,8.41,8.11,,,,,,3,11,,,
6/14/2006,11,1,2,Chem,,,,,,,,,,,,
6/14/2006,12,1,2,Chem,,,,,,,,,,,,
6/14/2006,13,1,2,Chem,,,,,,,,,,,,
6/14/2006,14,1,2,Chem,,,,,,,,,,,,
6/14/2006,15,1,2,Chem,,,,,,,,,,,,
6/14/2006,16,1,2,Chem,,,,,,,,,,,,
6/14/2006,17,1,2,Chem,,,,,,,,,,,,
6/14/2006,18,1,2,Chem,,,,,,,,,,,,
6/14/2006,19,1,2,Chem,,,,,,,,,,,,
6/14/2006,20,1,2,Chem,7.49,8.11,,,,,,4,6,,,
6/14/2006,21,1,2,Chem,,,,,,,,,,,,
6/14/2006,22,1,2,Chem,,,,,,,,,,,,
6/14/2006,23,1,2,Chem,,,,,,,,,,,,
6/14/2006,24,1,2,Chem,,,,,,,,,,,,
6/14/2006,25,1,2,Chem,,,,,,,,,,,,
6/14/2006,26,1,2,Chem,,,,,,,,,,,,
6/14/2006,27,1,2,Chem,,,,,,,,,,,,
6/14/2006,28,1,2,Chem,,,,,,,,,,,,
6/14/2006,29,1,2,Chem,,,,,,,,,,,,
6/14/2006,30,1,2,Chem,,,,,,,,,,,,
6/14/2006,31,1,2,Chem,,,,,,,,,,,,
6/14/2006,32,1,2,Chem,7.19,8.09,,,,,,5,13,,,
7/10/2006,0,1,2,Chem,8.41,8.15,,9.97,10.37,3.6,3.1,0,3,,,
7/10/2006,1,1,2,Chem,,,,,,,,,,,,
7/10/2006,2,1,2,Chem,,,,,,,,,,,,
7/10/2006,3,1,2,Chem,,,,,,,,,,,,
7/10/2006,4,1,2,Chem,,,,,,,,,,,,
7/10/2006,5,1,2,Chem,,,,,,,,,,,,
7/10/2006,6,1,2,Chem,,,,,,,,,,,,
7/10/2006,7,1,2,Chem,,,,,,,,,,,,
7/10/2006,8,1,2,Chem,8.75,8.16,,9.85,10.09,3.06,2.87,4,10,,,
7/10/2006,9,1,2,Chem,,,,,,,,,,,,
7/10/2006,10,1,2,Chem,8.44,8.14,,10.07,10.27,3.09,2.97,2,7,,,
7/10/2006,11,1,2,Chem,,,,,,,,,,,,
7/10/2006,12,1,2,Chem,,,,,,,,,,,,
7/10/2006,13,1,2,Chem,,,,,,,,,,,,
7/10/2006,14,1,2,Chem,,,,,,,,,,,,
7/10/2006,15,1,2,Chem,,,,,,,,,,,,
7/10/2006,16,1,2,Chem,,,,,,,,,,,,
7/10/2006,17,1,2,Chem,,,,,,,,,,,,
7/10/2006,18,1,2,Chem,,,,,,,,,,,,
7/10/2006,19,1,2,Chem,,,,,,,,,,,,
7/10/2006,20,1,2,Chem,7.29,8.11,,11.31,11.12,2.65,2.65,5,5,,,
7/10/2006,21,1,2,Chem,,,,,,,,,,,,
7/10/2006,22,1,2,Chem,,,,,,,,,,,,
7/10/2006,23,1,2,Chem,,,,,,,,,,,,
7/10/2006,24,1,2,Chem,,,,,,,,,,,,
7/10/2006,25,1,2,Chem,,,,,,,,,,,,
7/10/2006,26,1,2,Chem,,,,,,,,,,,,
7/10/2006,27,1,2,Chem,,,,,,,,,,,,
7/10/2006,28,1,2,Chem,,,,,,,,,,,,
7/10/2006,29,1,2,Chem,,,,,,,,,,,,
7/10/2006,30,1,2,Chem,,,,,,,,,,,,
7/10/2006,31,1,2,Chem,,,,,,,,,,,,
7/10/2006,32,1,2,Chem,6.92,8.11,,12.81,13.74,2.71,2.66,17,33,,,
9/6/2006,0,1,2,Chem,8.65,8.1,,,9.82,,2.91,9,,,,
9/6/2006,1,1,2,Chem,,,,,,,,,,,,
9/6/2006,2,1,2,Chem,,,,,,,,,,,,
9/6/2006,3,1,2,Chem,,,,,,,,,,,,
9/6/2006,4,1,2,Chem,,,,,,,,,,,,
9/6/2006,5,1,2,Chem,,,,,,,,,,,,
9/6/2006,6,1,2,Chem,,,,,,,,,,,,
9/6/2006,7,1,2,Chem,,,,,,,,,,,,
9/6/2006,8,1,2,Chem,8.43,8.08,,10.56,10.81,2.98,2.88,4,11,,,
9/6/2006,9,1,2,Chem,,,,,,,,,,,,
9/6/2006,10,1,2,Chem,8.25,8.09,,9.85,9.73,2.61,2.62,2,12,,,
9/6/2006,11,1,2,Chem,,,,,,,,,,,,
9/6/2006,12,1,2,Chem,,,,,,,,,,,,
9/6/2006,13,1,2,Chem,,,,,,,,,,,,
9/6/2006,14,1,2,Chem,,,,,,,,,,,,
9/6/2006,15,1,2,Chem,7.27,8.1,,10.91,11.33,2.48,2.65,4,9,,,
9/6/2006,16,1,2,Chem,,,,,,,,,,,,
9/6/2006,17,1,2,Chem,,,,,,,,,,,,
9/6/2006,18,1,2,Chem,,,,,,,,,,,,
9/6/2006,19,1,2,Chem,,,,,,,,,,,,
9/6/2006,20,1,2,Chem,7.11,8.09,,11.4,12.13,2.34,2.3,4,7,,,
9/6/2006,21,1,2,Chem,,,,,,,,,,,,
9/6/2006,22,1,2,Chem,,,,,,,,,,,,
9/6/2006,23,1,2,Chem,,,,,,,,,,,,
9/6/2006,24,1,2,Chem,,,,,,,,,,,,
9/6/2006,25,1,2,Chem,,,,,,,,,,,,
9/6/2006,26,1,2,Chem,,,,,,,,,,,,
9/6/2006,27,1,2,Chem,,,,,,,,,,,,
9/6/2006,28,1,2,Chem,,,,,,,,,,,,
9/6/2006,29,1,2,Chem,,,,,,,,,,,,
9/6/2006,30,1,2,Chem,,,,,,,,,,,,
9/6/2006,31,1,2,Chem,6.95,8.09,,12.92,13.26,2.33,2.34,6,21,,,
10/3/2006,0,1,2,Chem,7.87,7.89,,12.31,10.55,3.19,2.85,3,4,,,
10/3/2006,1,1,2,Chem,,,,,,,,,,,,
10/3/2006,2,1,2,Chem,,,,,,,,,,,,
10/3/2006,3,1,2,Chem,,,,,,,,,,,,
10/3/2006,4,1,2,Chem,,,,,,,,,,,,
10/3/2006,5,1,2,Chem,,,,,,,,,,,,
10/3/2006,6,1,2,Chem,,,,,,,,,,,,
10/3/2006,7,1,2,Chem,,,,,,,,,,,,
10/3/2006,8,1,2,Chem,,,,,,,,,,,,
10/3/2006,9,1,2,Chem,,,,,,,,,,,,
10/3/2006,10,1,2,Chem,7.87,7.91,,12.46,10.5,3.05,3.01,2,5,,,
10/3/2006,11,1,2,Chem,,,,,,,,,,,,
10/3/2006,12,1,2,Chem,,,,,,,,,,,,
10/3/2006,13,1,2,Chem,,,,,,,,,,,,
10/3/2006,14,1,2,Chem,,,,,,,,,,,,
10/3/2006,15,1,2,Chem,7.23,7.94,,11.47,13.67,2.48,2.48,1,5,,,
10/3/2006,16,1,2,Chem,,,,,,,,,,,,
10/3/2006,17,1,2,Chem,,,,,,,,,,,,
10/3/2006,18,1,2,Chem,,,,,,,,,,,,
10/3/2006,19,1,2,Chem,,,,,,,,,,,,
10/3/2006,20,1,2,Chem,7.08,7.96,,12.59,12.73,2.51,2.44,3,5,,,
10/3/2006,21,1,2,Chem,,,,,,,,,,,,
10/3/2006,22,1,2,Chem,,,,,,,,,,,,
10/3/2006,23,1,2,Chem,,,,,,,,,,,,
10/3/2006,24,1,2,Chem,,,,,,,,,,,,
10/3/2006,25,1,2,Chem,,,,,,,,,,,,
10/3/2006,26,1,2,Chem,,,,,,,,,,,,
10/3/2006,27,1,2,Chem,,,,,,,,,,,,
10/3/2006,28,1,2,Chem,,,,,,,,,,,,
10/3/2006,29,1,2,Chem,,,,,,,,,,,,
10/3/2006,30,1,2,Chem,,,,,,,,,,,,
10/3/2006,31,1,2,Chem,6.98,7.91,,14.68,11.48,2.48,2.54,2,14,,,
1/18/2007,0,1,2,Chem,7.75,7.82,,11.3,12.06,2.51,2.51,4,6,,,
1/18/2007,1,1,2,Chem,,,,,,,,,,,,
1/18/2007,2,1,2,Chem,,,,,,,,,,,,
1/18/2007,3,1,2,Chem,,,,,,,,,,,,
1/18/2007,4,1,2,Chem,,,,,,,,,,,,
1/18/2007,5,1,2,Chem,,,,,,,,,,,,
1/18/2007,6,1,2,Chem,,,,,,,,,,,,
1/18/2007,7,1,2,Chem,,,,,,,,,,,,
1/18/2007,8,1,2,Chem,,,,,,,,,,,,
1/18/2007,9,1,2,Chem,,,,,,,,,,,,
1/18/2007,10,1,2,Chem,7.77,7.86,,10.67,10.7,2.38,2.41,3,8,,,
1/18/2007,11,1,2,Chem,,,,,,,,,,,,
1/18/2007,12,1,2,Chem,,,,,,,,,,,,
1/18/2007,13,1,2,Chem,,,,,,,,,,,,
1/18/2007,14,1,2,Chem,,,,,,,,,,,,
1/18/2007,15,1,2,Chem,,,,,,,,,,,,
1/18/2007,16,1,2,Chem,,,,,,,,,,,,
1/18/2007,17,1,2,Chem,,,,,,,,,,,,
1/18/2007,18,1,2,Chem,,,,,,,,,,,,
1/18/2007,19,1,2,Chem,,,,,,,,,,,,
1/18/2007,20,1,2,Chem,7.67,7.86,,11.4,11.2,2.4,2.36,4,8,,,
1/18/2007,21,1,2,Chem,,,,,,,,,,,,
1/18/2007,22,1,2,Chem,,,,,,,,,,,,
1/18/2007,23,1,2,Chem,,,,,,,,,,,,
1/18/2007,24,1,2,Chem,,,,,,,,,,,,
1/18/2007,25,1,2,Chem,,,,,,,,,,,,
1/18/2007,26,1,2,Chem,,,,,,,,,,,,
1/18/2007,27,1,2,Chem,,,,,,,,,,,,
1/18/2007,28,1,2,Chem,,,,,,,,,,,,
1/18/2007,29,1,2,Chem,,,,,,,,,,,,
1/18/2007,30,1,2,Chem,,,,,,,,,,,,
1/18/2007,31,1,2,Chem,,,,,,,,,,,,
1/18/2007,32,1,2,Chem,7.13,7.83,,13.26,14.18,2.23,2.2,9,38,,,
3/29/2007,0,1,2,Chem,7.55,7.91,,10.62,10.7,2.56,2.48,3,5,,,
3/29/2007,1,1,2,Chem,,,,,,,,,,,,
3/29/2007,2,1,2,Chem,,,,,,,,,,,,
3/29/2007,3,1,2,Chem,,,,,,,,,,,,
3/29/2007,4,1,2,Chem,,,,,,,,,,,,
3/29/2007,5,1,2,Chem,,,,,,,,,,,,
3/29/2007,6,1,2,Chem,,,,,,,,,,,,
3/29/2007,7,1,2,Chem,,,,,,,,,,,,
3/29/2007,8,1,2,Chem,,,,,,,,,,,,
3/29/2007,9,1,2,Chem,,,,,,,,,,,,
3/29/2007,10,1,2,Chem,7.57,7.93,,10.89,10.89,2.53,2.48,3,9,,,
3/29/2007,11,1,2,Chem,,,,,,,,,,,,
3/29/2007,12,1,2,Chem,,,,,,,,,,,,
3/29/2007,13,1,2,Chem,,,,,,,,,,,,
3/29/2007,14,1,2,Chem,,,,,,,,,,,,
3/29/2007,15,1,2,Chem,,,,,,,,,,,,
3/29/2007,16,1,2,Chem,,,,,,,,,,,,
3/29/2007,17,1,2,Chem,,,,,,,,,,,,
3/29/2007,18,1,2,Chem,,,,,,,,,,,,
3/29/2007,19,1,2,Chem,,,,,,,,,,,,
3/29/2007,20,1,2,Chem,7.55,7.95,,10.91,10.9,2.5,2.6,5,9,,,
3/29/2007,21,1,2,Chem,,,,,,,,,,,,
3/29/2007,22,1,2,Chem,,,,,,,,,,,,
3/29/2007,23,1,2,Chem,,,,,,,,,,,,
3/29/2007,24,1,2,Chem,,,,,,,,,,,,
3/29/2007,25,1,2,Chem,,,,,,,,,,,,
3/29/2007,26,1,2,Chem,,,,,,,,,,,,
3/29/2007,27,1,2,Chem,,,,,,,,,,,,
3/29/2007,28,1,2,Chem,,,,,,,,,,,,
3/29/2007,29,1,2,Chem,,,,,,,,,,,,
3/29/2007,30,1,2,Chem,,,,,,,,,,,,
3/29/2007,31,1,2,Chem,,,,,,,,,,,,
3/29/2007,32,1,2,Chem,6.93,7.9,,13.86,13.95,2.43,2.2,4,28,,,
5/23/2007,0,1,2,Chem,8.11,8.11,,9.9,10.16,2.81,2.62,2,9,,,
5/23/2007,1,1,2,Chem,,,,,,,,,,,,
5/23/2007,2,1,2,Chem,,,,,,,,,,,,
5/23/2007,3,1,2,Chem,,,,,,,,,,,,
5/23/2007,4,1,2,Chem,,,,,,,,,,,,
5/23/2007,5,1,2,Chem,8.11,8.11,,9.98,10.13,2.95,2.95,2,9,,,
5/23/2007,6,1,2,Chem,,,,,,,,,,,,
5/23/2007,7,1,2,Chem,,,,,,,,,,,,
5/23/2007,8,1,2,Chem,,,,,,,,,,,,
5/23/2007,9,1,2,Chem,,,,,,,,,,,,
5/23/2007,10,1,2,Chem,8.06,8.1,,10.06,9.89,2.76,2.91,3,10,,,
5/23/2007,11,1,2,Chem,,,,,,,,,,,,
5/23/2007,12,1,2,Chem,,,,,,,,,,,,
5/23/2007,13,1,2,Chem,,,,,,,,,,,,
5/23/2007,14,1,2,Chem,,,,,,,,,,,,
5/23/2007,15,1,2,Chem,7.72,7.77,,10.21,10.28,2.73,2.88,2,10,,,
5/23/2007,16,1,2,Chem,,,,,,,,,,,,
5/23/2007,17,1,2,Chem,,,,,,,,,,,,
5/23/2007,18,1,2,Chem,,,,,,,,,,,,
5/23/2007,19,1,2,Chem,,,,,,,,,,,,
5/23/2007,20,1,2,Chem,,,,,,,,,,,,
5/23/2007,21,1,2,Chem,,,,,,,,,,,,
5/23/2007,22,1,2,Chem,,,,,,,,,,,,
5/23/2007,23,1,2,Chem,,,,,,,,,,,,
5/23/2007,24,1,2,Chem,,,,,,,,,,,,
5/23/2007,25,1,2,Chem,,,,,,,,,,,,
5/23/2007,26,1,2,Chem,,,,,,,,,,,,
5/23/2007,27,1,2,Chem,7.52,8.09,,10.45,10.46,2.83,2.8,3,9,,,
5/23/2007,28,1,2,Chem,,,,,,,,,,,,
5/23/2007,29,1,2,Chem,,,,,,,,,,,,
5/23/2007,30,1,2,Chem,,,,,,,,,,,,
5/23/2007,31,1,2,Chem,,,,,,,,,,,,
5/23/2007,32,1,2,Chem,7.51,7.54,,10.53,10.77,2.66,2.69,3,21,,,
6/20/2007,0,1,2,Chem,8.18,8.01,,9.63,9.97,2.55,2.68,4,7,,,
6/20/2007,1,1,2,Chem,,,,,,,,,,,,
6/20/2007,2,1,2,Chem,,,,,,,,,,,,
6/20/2007,3,1,2,Chem,,,,,,,,,,,,
6/20/2007,4,1,2,Chem,,,,,,,,,,,,
6/20/2007,5,1,2,Chem,,,,,,,,,,,,
6/20/2007,6,1,2,Chem,,,,,,,,,,,,
6/20/2007,7,1,2,Chem,,,,,,,,,,,,
6/20/2007,8,1,2,Chem,8.16,8,,9.74,9.78,2.55,2.61,5,8,,,
6/20/2007,9,1,2,Chem,,,,,,,,,,,,
6/20/2007,10,1,2,Chem,7.96,8.02,,9.87,10.3,2.87,2.84,9,8,,,
6/20/2007,11,1,2,Chem,,,,,,,,,,,,
6/20/2007,12,1,2,Chem,,,,,,,,,,,,
6/20/2007,13,1,2,Chem,,,,,,,,,,,,
6/20/2007,14,1,2,Chem,,,,,,,,,,,,
6/20/2007,15,1,2,Chem,7.49,7.99,,10.48,10.72,2.61,2.67,5,12,,,
6/20/2007,16,1,2,Chem,,,,,,,,,,,,
6/20/2007,17,1,2,Chem,,,,,,,,,,,,
6/20/2007,18,1,2,Chem,,,,,,,,,,,,
6/20/2007,19,1,2,Chem,,,,,,,,,,,,
6/20/2007,20,1,2,Chem,7.39,8,,10.46,10.71,2.62,2.57,6,9,,,
6/20/2007,21,1,2,Chem,,,,,,,,,,,,
6/20/2007,22,1,2,Chem,,,,,,,,,,,,
6/20/2007,23,1,2,Chem,,,,,,,,,,,,
6/20/2007,24,1,2,Chem,,,,,,,,,,,,
6/20/2007,25,1,2,Chem,,,,,,,,,,,,
6/20/2007,26,1,2,Chem,,,,,,,,,,,,
6/20/2007,27,1,2,Chem,,,,,,,,,,,,
6/20/2007,28,1,2,Chem,,,,,,,,,,,,
6/20/2007,29,1,2,Chem,,,,,,,,,,,,
6/20/2007,30,1,2,Chem,,,,,,,,,,,,
6/20/2007,31,1,2,Chem,,,,,,,,,,,,
6/20/2007,32,1,2,Chem,7.02,7.98,,11.76,11.99,2.58,2.45,8,28,,,
7/17/2007,0,1,2,Chem,8.52,8.29,,9.78,10.13,3,2.77,4,7,,,
7/17/2007,1,1,2,Chem,,,,,,,,,,,,
7/17/2007,2,1,2,Chem,,,,,,,,,,,,
7/17/2007,3,1,2,Chem,,,,,,,,,,,,
7/17/2007,4,1,2,Chem,,,,,,,,,,,,
7/17/2007,5,1,2,Chem,,,,,,,,,,,,
7/17/2007,6,1,2,Chem,,,,,,,,,,,,
7/17/2007,7,1,2,Chem,,,,,,,,,,,,
7/17/2007,8,1,2,Chem,,,,,,,,,,,,
7/17/2007,9,1,2,Chem,,,,,,,,,,,,
7/17/2007,10,1,2,Chem,8.56,8.26,,10.63,10.15,3.2,2.65,3,9,,,
7/17/2007,11,1,2,Chem,,,,,,,,,,,,
7/17/2007,12,1,2,Chem,,,,,,,,,,,,
7/17/2007,13,1,2,Chem,,,,,,,,,,,,
7/17/2007,14,1,2,Chem,,,,,,,,,,,,
7/17/2007,15,1,2,Chem,7.69,8.26,,11.12,11.28,2.98,2.71,5,11,,,
7/17/2007,16,1,2,Chem,,,,,,,,,,,,
7/17/2007,17,1,2,Chem,,,,,,,,,,,,
7/17/2007,18,1,2,Chem,,,,,,,,,,,,
7/17/2007,19,1,2,Chem,,,,,,,,,,,,
7/17/2007,20,1,2,Chem,7.48,8.27,,11.48,11.75,2.52,2.8,5,8,,,
7/17/2007,21,1,2,Chem,,,,,,,,,,,,
7/17/2007,22,1,2,Chem,,,,,,,,,,,,
7/17/2007,23,1,2,Chem,,,,,,,,,,,,
7/17/2007,24,1,2,Chem,,,,,,,,,,,,
7/17/2007,25,1,2,Chem,,,,,,,,,,,,
7/17/2007,26,1,2,Chem,,,,,,,,,,,,
7/17/2007,27,1,2,Chem,7.4,8.09,,11.81,11.92,2.48,2.5,7,11,,,
7/17/2007,28,1,2,Chem,,,,,,,,,,,,
7/17/2007,29,1,2,Chem,,,,,,,,,,,,
7/17/2007,30,1,2,Chem,,,,,,,,,,,,
7/17/2007,31,1,2,Chem,,,,,,,,,,,,
7/17/2007,32,1,2,Chem,7.14,8.25,,12.31,12.93,2.41,2.48,12,23,,,
9/12/2007,0,1,2,Chem,8.15,8.1,,10.5,10.16,2.91,2.85,5,7,,,
9/12/2007,1,1,2,Chem,,,,,,,,,,,,
9/12/2007,2,1,2,Chem,,,,,,,,,,,,
9/12/2007,3,1,2,Chem,,,,,,,,,,,,
9/12/2007,4,1,2,Chem,,,,,,,,,,,,
9/12/2007,5,1,2,Chem,,,,,,,,,,,,
9/12/2007,6,1,2,Chem,,,,,,,,,,,,
9/12/2007,7,1,2,Chem,,,,,,,,,,,,
9/12/2007,8,1,2,Chem,,,,,,,,,,,,
9/12/2007,9,1,2,Chem,,,,,,,,,,,,
9/12/2007,10,1,2,Chem,8.06,8.12,,11.21,10.57,2.91,2.81,7,8,,,
9/12/2007,11,1,2,Chem,,,,,,,,,,,,
9/12/2007,12,1,2,Chem,,,,,,,,,,,,
9/12/2007,13,1,2,Chem,,,,,,,,,,,,
9/12/2007,14,1,2,Chem,,,,,,,,,,,,
9/12/2007,15,1,2,Chem,7.21,8.13,,11.85,11.87,2.56,2.59,5,12,,,
9/12/2007,16,1,2,Chem,,,,,,,,,,,,
9/12/2007,17,1,2,Chem,,,,,,,,,,,,
9/12/2007,18,1,2,Chem,,,,,,,,,,,,
9/12/2007,19,1,2,Chem,,,,,,,,,,,,
9/12/2007,20,1,2,Chem,7.02,8.1,,13.24,13.1,2.42,2.48,6,12,,,
9/12/2007,21,1,2,Chem,,,,,,,,,,,,
9/12/2007,22,1,2,Chem,,,,,,,,,,,,
9/12/2007,23,1,2,Chem,,,,,,,,,,,,
9/12/2007,24,1,2,Chem,,,,,,,,,,,,
9/12/2007,25,1,2,Chem,,,,,,,,,,,,
9/12/2007,26,1,2,Chem,,,,,,,,,,,,
9/12/2007,27,1,2,Chem,,,,,,,,,,,,
9/12/2007,28,1,2,Chem,,,,,,,,,,,,
9/12/2007,29,1,2,Chem,,,,,,,,,,,,
9/12/2007,30,1,2,Chem,,,,,,,,,,,,
9/12/2007,31,1,2,Chem,,,,,,,,,,,,
9/12/2007,32,1,2,Chem,6.94,8.1,,15.07,15.42,2.62,2.57,4,19,,,
10/11/2007,0,1,2,Chem,7.91,8.01,,10.76,10.82,3.1,2.22,4,9,,,
10/11/2007,1,1,2,Chem,,,,,,,,,,,,
10/11/2007,2,1,2,Chem,,,,,,,,,,,,
10/11/2007,3,1,2,Chem,,,,,,,,,,,,
10/11/2007,4,1,2,Chem,,,,,,,,,,,,
10/11/2007,5,1,2,Chem,,,,,,,,,,,,
10/11/2007,6,1,2,Chem,,,,,,,,,,,,
10/11/2007,7,1,2,Chem,,,,,,,,,,,,
10/11/2007,8,1,2,Chem,,,,,,,,,,,,
10/11/2007,9,1,2,Chem,,,,,,,,,,,,
10/11/2007,10,1,2,Chem,,,,,,,,,,,,
10/11/2007,11,1,2,Chem,,,,,,,,,,,,
10/11/2007,12,1,2,Chem,,,,,,,,,,,,
10/11/2007,13,1,2,Chem,,,,,,,,,,,,
10/11/2007,14,1,2,Chem,,,,,,,,,,,,
10/11/2007,15,1,2,Chem,7.84,8.01,,10.83,10.85,2.88,3.14,5,9,,,
10/11/2007,16,1,2,Chem,,,,,,,,,,,,
10/11/2007,17,1,2,Chem,,,,,,,,,,,,
10/11/2007,18,1,2,Chem,,,,,,,,,,,,
10/11/2007,19,1,2,Chem,,,,,,,,,,,,
