lakeid,sampledate,depth,rep,sta,event,wtemp,o2
"ME",2003-07-07,24.10,1,1,,11.10,0.3
"ME",2003-07-07,18.00,2,1,,11.50,0.8
"ME",2003-07-24,0.00,1,1,,23.30,8.4
"ME",2003-07-24,1.00,1,1,,23.30,8.2
"ME",2003-07-24,2.00,1,1,,23.20,8.1
"ME",2003-07-24,3.00,1,1,,23.10,8.1
"ME",2003-07-24,4.00,1,1,,23.10,8.1
"ME",2003-07-24,5.00,1,1,,23.00,8.0
"ME",2003-07-24,6.00,1,1,,23.00,8.0
"ME",2003-07-24,7.00,1,1,,23.00,7.9
"ME",2003-07-24,8.00,1,1,,22.90,7.8
"ME",2003-07-24,9.00,1,1,,20.80,4.0
"ME",2003-07-24,9.50,1,1,,19.50,3.3
"ME",2003-07-24,10.00,1,1,,18.00,1.8
"ME",2003-07-24,10.50,1,1,,17.00,1.9
"ME",2003-07-24,11.00,1,1,,16.10,1.5
"ME",2003-07-24,11.50,1,1,,15.40,1.0
"ME",2003-07-24,12.00,1,1,,13.80,0.4
"ME",2003-07-24,12.50,1,1,,13.20,0.3
"ME",2003-07-24,13.00,1,1,,12.80,0.3
"ME",2003-07-24,13.50,1,1,,12.50,0.3
"ME",2003-07-24,14.00,1,1,,12.40,0.3
"ME",2003-07-24,15.00,1,1,,12.20,0.3
"ME",2003-07-24,16.00,1,1,,12.00,0.2
"ME",2003-07-24,17.00,1,1,,11.80,0.2
"ME",2003-07-24,18.00,1,1,,11.70,0.2
"ME",2003-07-24,19.00,1,1,,11.50,0.2
"ME",2003-07-24,20.00,1,1,,11.40,0.2
"ME",2003-07-24,21.00,1,1,,11.40,0.2
"ME",2003-07-24,22.00,1,1,,11.30,0.2
"ME",2003-07-24,23.00,1,1,,11.20,0.2
"ME",2003-07-24,24.00,1,1,,11.20,0.2
"ME",2003-07-24,24.60,1,1,,11.20,0.2
"ME",2003-08-04,0.00,1,1,,24.30,9.7
"ME",2003-08-04,1.00,1,1,,24.30,9.5
"ME",2003-08-04,2.00,1,1,,24.30,9.4
"ME",2003-08-04,3.00,1,1,,24.30,9.3
"ME",2003-08-04,4.00,1,1,,24.20,9.3
"ME",2003-08-04,5.00,1,1,,24.20,9.3
"ME",2003-08-04,6.00,1,1,,24.20,8.7
"ME",2003-08-04,7.00,1,1,,23.20,7.4
"ME",2003-08-04,8.00,1,1,,22.80,6.3
"ME",2003-08-04,8.50,1,1,,22.50,6.1
"ME",2003-08-04,9.00,1,1,,22.00,4.9
"ME",2003-08-04,9.50,1,1,,21.60,4.7
"ME",2003-08-04,10.00,1,1,,21.10,3.9
"ME",2003-08-04,10.50,1,1,,17.60,0.4
"ME",2003-08-04,11.00,1,1,,16.00,0.2
"ME",2003-08-04,11.50,1,1,,15.60,0.2
"ME",2003-08-04,12.00,1,1,,14.90,0.1
"ME",2003-08-04,12.50,1,1,,14.60,0.1
"ME",2003-08-04,13.00,1,1,,13.70,0.1
"ME",2003-08-04,14.00,1,1,,13.20,0.1
"ME",2003-08-04,15.00,1,1,,12.70,0.1
"ME",2003-08-04,16.00,1,1,,12.40,0.1
"ME",2003-08-04,17.00,1,1,,12.20,0.1
"ME",2003-08-04,18.00,1,1,,12.00,0.1
"ME",2003-08-04,19.00,1,1,,11.90,0.1
"ME",2003-08-04,20.00,1,1,,11.70,0.1
"ME",2003-08-04,21.00,1,1,,11.60,0.1
"ME",2003-08-04,22.00,1,1,,11.50,0.1
"ME",2003-08-04,23.00,1,1,,11.50,0.1
"ME",2003-08-04,24.00,1,1,,11.50,0.1
"ME",2003-08-04,0.00,2,1,,24.30,9.7
"ME",2003-08-18,0.00,1,1,,25.80,9.3
"ME",2003-08-18,1.00,1,1,,25.60,9.3
"ME",2003-08-18,2.00,1,1,,25.30,9.1
"ME",2003-08-18,3.00,1,1,,25.10,9.1
"ME",2003-08-18,4.00,1,1,,24.70,8.9
"ME",2003-08-18,5.00,1,1,,24.50,8.5
"ME",2003-08-18,6.00,1,1,,24.50,8.6
"ME",2003-08-18,7.00,1,1,,24.40,8.3
"ME",2003-08-18,8.00,1,1,,23.70,6.8
"ME",2003-08-18,9.00,1,1,,23.10,5.0
"ME",2003-08-18,9.50,1,1,,22.70,6.7
"ME",2003-08-18,10.00,1,1,,20.20,
"ME",2003-08-18,10.50,1,1,,17.50,0.2
"ME",2003-08-18,11.00,1,1,,17.30,0.1
"ME",2003-08-18,11.50,1,1,,16.50,0.1
"ME",2003-08-18,12.00,1,1,,16.00,0.1
"ME",2003-08-18,12.50,1,1,,14.70,0.1
"ME",2003-08-18,13.00,1,1,,14.20,0.1
"ME",2003-08-18,13.50,1,1,,13.70,0.1
"ME",2003-08-18,14.00,1,1,,13.50,0.1
"ME",2003-08-18,15.00,1,1,,12.80,0.1
"ME",2003-08-18,16.00,1,1,,12.60,0.1
"ME",2003-08-18,17.00,1,1,,12.30,0.1
"ME",2003-08-18,18.00,1,1,,12.00,0.1
"ME",2003-08-18,19.00,1,1,,11.80,0.0
"ME",2003-08-18,20.00,1,1,,11.60,0.0
"ME",2003-08-18,21.00,1,1,,11.50,0.0
"ME",2003-08-18,22.00,1,1,,11.40,0.0
"ME",2003-08-18,23.00,1,1,,11.20,0.0
"ME",2003-08-18,24.00,1,1,,11.10,0.0
"ME",2003-08-18,24.50,1,1,,11.10,0.0
"ME",2003-09-02,0.00,1,1,,23.80,7.5
"ME",2003-09-02,1.00,1,1,,23.60,7.5
"ME",2003-09-02,2.00,1,1,,23.50,7.4
"ME",2003-09-02,3.00,1,1,,23.40,7.4
"ME",2003-09-02,4.00,1,1,,23.30,7.4
"ME",2003-09-02,5.00,1,1,,23.30,7.3
"ME",2003-09-02,6.00,1,1,,23.30,7.3
"ME",2003-09-02,7.00,1,1,,23.30,7.3
"ME",2003-09-02,8.00,1,1,,23.30,7.1
"ME",2003-09-02,9.00,1,1,,23.30,7.1
"ME",2003-09-02,9.50,1,1,,23.00,5.4
"ME",2003-09-02,10.00,1,1,,20.80,0.4
"ME",2003-09-02,10.50,1,1,,19.20,0.2
"ME",2003-09-02,11.00,1,1,,18.20,0.1
"ME",2003-09-02,11.50,1,1,,16.90,0.1
"ME",2003-09-02,12.00,1,1,,16.40,0.1
"ME",2003-09-02,12.50,1,1,,15.60,0.1
"ME",2003-09-02,13.00,1,1,,15.00,0.1
"ME",2003-09-02,14.00,1,1,,13.90,0.1
"ME",2003-09-02,15.00,1,1,,13.40,0.1
"ME",2003-09-02,16.00,1,1,,13.00,0.1
"ME",2003-09-02,17.00,1,1,,12.50,0.1
"ME",2003-09-02,18.00,1,1,,12.30,0.1
"ME",2003-09-02,19.00,1,1,,11.90,0.1
"ME",2003-09-02,20.00,1,1,,11.70,0.1
"ME",2003-09-02,21.00,1,1,,11.60,0.1
"ME",2003-09-02,22.00,1,1,,11.50,0.1
"ME",2003-09-02,23.00,1,1,,11.40,0.1
"ME",2003-09-02,24.00,1,1,,11.40,0.1
"ME",2003-09-02,24.50,1,1,,11.30,0.1
"ME",2003-09-02,20.00,2,1,,11.70,0.1
"ME",2003-09-29,0.00,1,1,,16.20,8.3
"ME",2003-09-29,1.00,1,1,,16.20,8.2
"ME",2003-09-29,2.00,1,1,,16.20,8.1
"ME",2003-09-29,3.00,1,1,,16.20,8.0
"ME",2003-09-29,4.00,1,1,,16.20,7.9
"ME",2003-09-29,5.00,1,1,,16.20,7.8
"ME",2003-09-29,6.00,1,1,,16.20,7.8
"ME",2003-09-29,7.00,1,1,,16.10,7.8
"ME",2003-09-29,8.00,1,1,,16.10,7.8
"ME",2003-09-29,9.00,1,1,,16.10,7.8
"ME",2003-09-29,10.00,1,1,,16.10,7.8
"ME",2003-09-29,11.00,1,1,,16.10,7.8
"ME",2003-09-29,12.00,1,1,,16.00,7.8
"ME",2003-09-29,13.00,1,1,,16.00,7.8
"ME",2003-09-29,14.00,1,1,,16.00,7.8
"ME",2003-09-29,15.00,1,1,,16.00,7.8
"ME",2003-09-29,15.50,1,1,,15.90,7.6
"ME",2003-09-29,16.00,1,1,,15.70,7.0
"ME",2003-09-29,16.50,1,1,,14.60,0.1
"ME",2003-09-29,17.00,1,1,,12.80,0.1
"ME",2003-09-29,18.00,1,1,,12.00,0.1
"ME",2003-09-29,19.00,1,1,,11.90,0.1
"ME",2003-09-29,20.00,1,1,,11.70,0.1
"ME",2003-09-29,21.00,1,1,,11.70,0.1
"ME",2003-09-29,22.00,1,1,,11.60,0.1
"ME",2003-09-29,23.00,1,1,,11.60,0.1
"ME",2003-09-29,24.00,1,1,,11.60,0.1
"ME",2003-09-29,24.50,1,1,,11.60,0.1
"ME",2003-09-29,20.00,2,1,,11.70,0.1
"ME",2003-10-27,0.00,1,1,,12.80,8.8
"ME",2003-10-27,1.00,1,1,,12.80,8.8
"ME",2003-10-27,2.00,1,1,,12.70,8.8
"ME",2003-10-27,3.00,1,1,,12.70,8.8
"ME",2003-10-27,4.00,1,1,,12.70,8.8
"ME",2003-10-27,5.00,1,1,,12.70,8.8
"ME",2003-10-27,6.00,1,1,,12.70,8.8
"ME",2003-10-27,7.00,1,1,,12.70,8.7
"ME",2003-10-27,8.00,1,1,,12.70,8.7
"ME",2003-10-27,9.00,1,1,,12.70,8.7
"ME",2003-10-27,10.00,1,1,,12.70,8.7
"ME",2003-10-27,11.00,1,1,,12.70,8.6
"ME",2003-10-27,12.00,1,1,,12.70,8.6
"ME",2003-10-27,13.00,1,1,,12.70,8.6
"ME",2003-10-27,14.00,1,1,,12.60,8.4
"ME",2003-10-27,15.00,1,1,,12.60,8.4
"ME",2003-10-27,16.00,1,1,,12.60,8.4
"ME",2003-10-27,17.00,1,1,,12.60,8.4
"ME",2003-10-27,18.00,1,1,,12.60,8.4
"ME",2003-10-27,19.00,1,1,,12.60,8.4
"ME",2003-10-27,20.00,1,1,,12.60,8.3
"ME",2003-10-27,21.00,1,1,,12.60,8.3
"ME",2003-10-27,22.00,1,1,,12.60,8.3
"ME",2003-10-27,23.00,1,1,,12.60,8.3
"ME",2003-10-27,24.00,1,1,,12.60,8.3
"ME",2003-10-27,24.30,1,1,,12.60,6.6
"ME",2003-10-27,20.00,2,1,,12.60,8.3
"ME",2003-11-25,0.00,1,1,,6.70,11.2
"ME",2003-11-25,1.00,1,1,,6.70,11.1
"ME",2003-11-25,2.00,1,1,,6.70,11.1
"ME",2003-11-25,3.00,1,1,,6.70,11.1
"ME",2003-11-25,4.00,1,1,,6.70,11.1
"ME",2003-11-25,5.00,1,1,,6.70,11.1
"ME",2003-11-25,6.00,1,1,,6.70,11.1
"ME",2003-11-25,7.00,1,1,,6.70,11.1
"ME",2003-11-25,8.00,1,1,,6.70,11.1
"ME",2003-11-25,9.00,1,1,,6.70,11.1
"ME",2003-11-25,10.00,1,1,,6.70,11.1
"ME",2003-11-25,11.00,1,1,,6.70,11.1
"ME",2003-11-25,12.00,1,1,,6.70,11.1
"ME",2003-11-25,13.00,1,1,,6.70,11.1
"ME",2003-11-25,14.00,1,1,,6.70,11.1
"ME",2003-11-25,15.00,1,1,,6.70,11.1
"ME",2003-11-25,16.00,1,1,,6.70,11.1
"ME",2003-11-25,17.00,1,1,,6.70,11.1
"ME",2003-11-25,18.00,1,1,,6.70,11.1
"ME",2003-11-25,19.00,1,1,,6.70,11.1
"ME",2003-11-25,20.00,1,1,,6.70,11.1
"ME",2003-11-25,21.00,1,1,,6.70,11.1
"ME",2003-11-25,22.00,1,1,,6.70,11.1
"ME",2003-11-25,23.00,1,1,,6.70,11.1
"ME",2003-11-25,24.00,1,1,,6.70,11.1
"ME",2003-11-25,24.70,1,1,,6.70,10.2
"ME",2003-11-25,0.00,2,1,,6.70,11.1
"ME",2004-02-03,0.00,1,1,,0.50,13.6
"ME",2004-02-03,1.00,1,1,,0.90,13.6
"ME",2004-02-03,2.00,1,1,,0.90,13.6
"ME",2004-02-03,3.00,1,1,,0.90,13.6
"ME",2004-02-03,4.00,1,1,,0.90,13.6
"ME",2004-02-03,5.00,1,1,,0.90,13.6
"ME",2004-02-03,6.00,1,1,,0.90,13.6
"ME",2004-02-03,7.00,1,1,,0.90,13.6
"ME",2004-02-03,8.00,1,1,,0.90,13.6
"ME",2004-02-03,9.00,1,1,,0.90,13.6
"ME",2004-02-03,10.00,1,1,,0.90,13.6
"ME",2004-02-03,11.00,1,1,,0.90,13.6
"ME",2004-02-03,12.00,1,1,,1.00,13.3
"ME",2004-02-03,13.00,1,1,,1.00,13.6
"ME",2004-02-03,14.00,1,1,,1.10,13.6
"ME",2004-02-03,15.00,1,1,,1.10,13.6
"ME",2004-02-03,16.00,1,1,,1.30,12.5
"ME",2004-02-03,17.00,1,1,,1.40,12.6
"ME",2004-02-03,18.00,1,1,,1.50,12.7
"ME",2004-02-03,19.00,1,1,,1.60,12.7
"ME",2004-02-03,20.00,1,1,,1.80,12.7
"ME",2004-02-03,21.00,1,1,,1.90,12.7
"ME",2004-02-03,22.00,1,1,,2.00,12.7
"ME",2004-02-03,23.00,1,1,,2.10,9.9
