lakeid,year4,daynum,sampledate,depth,rep,sta,ph,dic,tic,doc,toc,totpf,totpuf
"ME",1995,187,1995-07-06,11.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,12.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,13.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,14.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,15.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,16.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,17.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,18.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,19.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,20.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,21.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,22.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,23.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,24.00,1,1,,,,,,,
"ME",1995,187,1995-07-06,25.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,0.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,1.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,2.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,3.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,4.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,5.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,6.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,7.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,8.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,9.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,10.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,11.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,12.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,13.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,14.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,15.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,16.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,17.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,18.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,19.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,20.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,21.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,22.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,23.00,1,1,,,,,,,
"ME",1995,199,1995-07-18,24.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,0.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,1.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,2.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,3.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,4.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,5.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,6.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,7.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,8.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,8.00,2,1,,,,,,,
"ME",1995,214,1995-08-02,8.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,9.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,9.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,10.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,10.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,11.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,11.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,12.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,12.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,13.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,13.50,1,1,,,,,,,
"ME",1995,214,1995-08-02,14.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,15.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,16.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,17.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,18.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,19.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,20.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,21.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,22.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,23.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,24.00,1,1,,,,,,,
"ME",1995,214,1995-08-02,24.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,0.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,1.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,2.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,3.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,4.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,5.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,6.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,7.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,7.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,8.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,8.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,9.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,9.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,10.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,10.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,11.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,11.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,12.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,12.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,13.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,13.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,14.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,14.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,15.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,15.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,16.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,16.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,17.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,17.50,1,1,,,,,,,
"ME",1995,226,1995-08-14,18.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,19.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,20.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,21.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,22.00,1,1,,,,,,,
"ME",1995,226,1995-08-14,23.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,0.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,1.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,2.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,3.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,4.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,5.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,6.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,7.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,8.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,8.50,1,1,,,,,,,
"ME",1995,242,1995-08-30,9.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,9.50,1,1,,,,,,,
"ME",1995,242,1995-08-30,10.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,10.50,1,1,,,,,,,
"ME",1995,242,1995-08-30,11.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,11.50,1,1,,,,,,,
"ME",1995,242,1995-08-30,12.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,12.50,1,1,,,,,,,
"ME",1995,242,1995-08-30,13.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,14.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,15.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,16.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,17.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,18.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,19.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,20.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,21.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,22.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,23.00,1,1,,,,,,,
"ME",1995,242,1995-08-30,24.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,0.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,1.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,2.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,3.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,4.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,5.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,6.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,7.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,8.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,9.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,10.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,10.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,11.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,11.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,12.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,12.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,13.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,13.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,14.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,14.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,15.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,15.50,1,1,,,,,,,
"ME",1995,254,1995-09-11,16.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,17.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,18.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,19.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,20.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,21.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,22.00,1,1,,,,,,,
"ME",1995,254,1995-09-11,23.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,0.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,1.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,2.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,3.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,4.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,5.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,6.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,7.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,8.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,9.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,10.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,11.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,12.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,13.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,13.50,1,1,,,,,,,
"ME",1995,268,1995-09-25,14.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,14.50,1,1,,,,,,,
"ME",1995,268,1995-09-25,15.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,16.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,17.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,18.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,19.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,20.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,21.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,22.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,23.00,1,1,,,,,,,
"ME",1995,268,1995-09-25,24.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,0.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,1.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,2.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,3.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,4.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,5.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,6.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,7.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,8.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,9.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,10.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,11.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,12.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,13.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,14.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,15.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,16.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,17.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,18.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,18.50,1,1,,,,,,,
"ME",1995,284,1995-10-11,19.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,19.50,1,1,,,,,,,
"ME",1995,284,1995-10-11,20.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,20.50,1,1,,,,,,,
"ME",1995,284,1995-10-11,21.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,21.50,1,1,,,,,,,
"ME",1995,284,1995-10-11,22.00,1,1,,,,,,,
"ME",1995,284,1995-10-11,22.50,1,1,,,,,,,
"ME",1995,298,1995-10-25,0.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,1.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,2.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,3.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,4.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,5.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,6.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,7.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,8.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,9.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,10.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,11.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,12.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,13.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,14.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,15.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,16.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,17.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,18.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,19.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,20.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,21.00,1,1,,,,,,,
"ME",1995,298,1995-10-25,22.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,0.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,1.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,2.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,3.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,4.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,5.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,6.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,7.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,8.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,9.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,10.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,11.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,12.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,13.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,14.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,15.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,16.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,17.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,18.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,19.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,20.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,21.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,22.00,1,1,,,,,,,
"ME",1995,314,1995-11-10,23.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,0.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,4.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,8.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,12.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,16.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,20.00,1,1,,,,,,,
"ME",1995,340,1995-12-06,23.00,1,1,,,,,,,
"ME",1996,37,1996-02-06,0.00,1,1,,,,,,,
"ME",1996,37,1996-02-06,1.00,1,1,8.24,52.80,52.52,6.41,6.37,116,
"ME",1996,37,1996-02-06,4.00,1,1,8.23,51.07,50.76,6.41,6.25,,
"ME",1996,37,1996-02-06,8.00,1,1,8.21,49.73,50.66,6.12,6.21,109,
"ME",1996,37,1996-02-06,8.00,2,1,,50.67,50.64,6.24,6.33,111,
"ME",1996,37,1996-02-06,12.00,1,1,,,,,,,
"ME",1996,37,1996-02-06,16.00,1,1,,,,,,,
"ME",1996,37,1996-02-06,20.00,1,1,7.38,57.52,56.62,6.45,6.60,260,
"ME",1996,100,1996-04-09,0.00,1,1,8.45,,,,,,
"ME",1996,100,1996-04-09,1.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,2.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,3.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,4.00,1,1,8.55,,,,,,
"ME",1996,100,1996-04-09,5.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,6.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,7.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,8.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,9.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,10.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,11.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,12.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,13.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,14.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,15.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,16.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,17.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,18.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,19.00,1,1,,,,,,,
"ME",1996,100,1996-04-09,20.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,0.00,1,1,7.72,48.56,49.04,6.44,6.36,,
"ME",1996,108,1996-04-17,1.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,2.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,3.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,4.00,1,1,8.26,48.53,49.50,6.17,6.30,,
"ME",1996,108,1996-04-17,4.00,2,1,8.37,48.74,49.03,6.47,6.24,,
"ME",1996,108,1996-04-17,5.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,6.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,7.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,8.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,9.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,10.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,11.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,12.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,13.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,14.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,15.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,16.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,17.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,18.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,19.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,20.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,21.00,1,1,,,,,,,
"ME",1996,108,1996-04-17,22.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,0.00,1,1,8.33,48.81,48.86,6.50,6.38,102,
"ME",1996,122,1996-05-01,0.00,2,1,8.42,49.14,48.77,6.36,6.10,98,
"ME",1996,122,1996-05-01,1.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,2.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,3.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,4.00,1,1,8.48,49.14,48.70,6.49,6.10,,
"ME",1996,122,1996-05-01,5.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,6.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,7.00,1,1,,,,,,,
"ME",1996,122,1996-05-01,8.00,1,1,8.42,48.61,48.75,6.15,6.33,100,
