datetime,Volumen,FlowIn,FlowOut,HypoTemp,EpiTemp,TP,Chla,SW_DOC,Secchi
2012-12-26,454000,0.0241636,0.0241636,4.359791667,2.678989583,NA,NA,NA,1.4
2012-12-27,454000,0.022957,0.022957,4.370989583,2.656177083,NA,NA,NA,1.4
2012-12-28,454000,0.0219049,0.0219049,4.37628125,2.665666667,NA,NA,NA,1.4
2012-12-29,454000,0.0258708,0.0258708,4.367614583,2.659072917,NA,NA,NA,1.4
2012-12-30,454000,0.0298826,0.0298826,4.336322917,2.634239583,6,NA,7.83,1.4
2012-12-31,454000,0.0313907,0.0313907,4.342875,2.626489583,NA,NA,NA,1.4
2013-01-01,454000,0.0320938,0.0320938,4.3508125,2.601041667,NA,NA,NA,1.4
2013-01-02,454000,0.0303433,0.0303433,4.332822917,2.598552083,NA,NA,NA,1.4
2013-01-03,454000,0.0303119,0.0303119,4.352125,2.5935,NA,NA,NA,1.4
2013-01-04,454000,0.0285776,0.0285776,4.343260417,2.586447917,NA,NA,NA,1.4
2013-01-05,454000,0.026834,0.026834,4.34284375,2.568229167,NA,NA,NA,1.4
2013-01-06,454000,0.0253727,0.0253727,4.3548125,2.565979167,4,NA,NA,1.4
2013-01-07,454000,0.0239279,0.0239279,4.343614583,2.554833333,NA,NA,NA,1.4
2013-01-08,454000,0.0228564,0.0228564,4.359947917,2.527260417,NA,NA,NA,1.4
2013-01-09,454000,0.0221174,0.0221174,4.366,2.528625,NA,NA,NA,1.4
2013-01-10,454000,0.0210747,0.0210747,4.382666667,2.50159375,NA,NA,NA,1.4
2013-01-11,454000,0.0202105,0.0202105,4.38696875,2.482927083,NA,NA,NA,1.4
2013-01-12,454000,0.019377,0.019377,4.394145833,2.474052083,NA,NA,NA,1.4
2013-01-13,454000,0.0185022,0.0185022,4.407625,2.468604167,NA,NA,NA,1.4
2013-01-14,454000,0.0190053,0.0190053,4.42503125,2.48565625,NA,NA,NA,1.4
2013-01-15,454000,0.0177568,0.0177568,4.436708333,2.600239583,4,NA,NA,1.4
2013-01-16,454000,0.016886,0.016886,4.453791667,2.636739583,NA,NA,NA,1.4
2013-01-17,454000,0.0160374,0.0160374,4.469145833,2.65640625,NA,NA,NA,1.4
2013-01-18,454000,0.0152423,0.0152423,4.475010417,2.65078125,NA,NA,NA,1.4
2013-01-19,454000,0.0148731,0.0148731,4.469625,2.620739583,NA,NA,NA,1.4
2013-01-20,454000,0.0141512,0.0141512,4.484135417,2.629614583,3,NA,NA,1.4
2013-01-21,454000,0.0135753,0.0135753,4.482197917,2.586354167,NA,NA,NA,1.4
2013-01-22,454000,0.0129799,0.0129799,4.477270833,2.572864583,NA,NA,NA,1.4
2013-01-23,454000,0.0111272,0.0111272,4.481364583,2.566333333,NA,NA,NA,1.4
2013-01-24,454000,0.0087226,0.0087226,4.474802083,2.54859375,NA,NA,NA,1.4
2013-01-25,454000,0.0087226,0.0087226,4.482927083,2.534625,NA,NA,NA,1.4
2013-01-26,454000,0.0084735,0.0084735,4.487177083,2.533614583,NA,NA,NA,1.4
2013-01-27,454000,0.0082292,0.0082292,4.487989583,2.523385417,3,NA,8.1,1.4
2013-01-28,454000,0.0079849,0.0079849,4.493291667,2.502041667,NA,NA,NA,1.4
2013-01-29,454000,0.0079849,0.0079849,4.49546875,2.497541667,NA,NA,NA,1.4
2013-01-30,454000,0.0079849,0.0079849,4.497135417,2.489625,NA,NA,NA,1.4
2013-01-31,454000,0.0079849,0.0079849,4.503177083,2.466916667,NA,NA,NA,1.4
2013-02-01,454000,0.0079849,0.0079849,4.507125,2.4545625,NA,NA,NA,1.4
2013-02-02,454000,0.0079849,0.0079849,4.518427083,2.461614583,3,0.49,NA,1.4
2013-02-03,454000,0.0079849,0.0079849,4.512239583,2.447020833,NA,NA,NA,1.4
2013-02-04,454000,0.0079849,0.0079849,4.510354167,2.444229167,9,NA,NA,1.4
2013-02-05,454000,0.0079849,0.0079849,4.517770833,2.4418125,NA,NA,NA,1.4
2013-02-06,454000,0.0079849,0.0079849,4.517885417,2.44325,NA,NA,NA,1.4
2013-02-07,454000,0.0077502,0.0077502,4.5095,2.421260417,NA,NA,NA,1.4
2013-02-08,454000,0.0072808,0.0072808,4.509510417,2.426510417,NA,NA,NA,1.4
2013-02-09,454000,0.0072808,0.0072808,4.5143125,2.4250625,NA,NA,NA,1.4
2013-02-10,454000,0.0072808,0.0072808,4.526697917,2.445822917,7,NA,NA,1.4
2013-02-11,454000,0.0072808,0.0072808,4.530510417,2.457364583,NA,NA,NA,1.4
2013-02-12,454000,0.0072808,0.0072808,4.518854167,2.44603125,NA,NA,NA,1.4
2013-02-13,454000,0.0070557,0.0070557,4.520760417,2.459385417,NA,NA,NA,1.4
2013-02-14,454000,0.0070557,0.0070557,4.52753125,2.462197917,NA,NA,NA,1.4
2013-02-15,454000,0.0070557,0.0070557,4.526125,2.459520833,NA,NA,NA,1.4
2013-02-16,454000,0.0068305,0.0068305,4.532916667,2.45746875,NA,NA,NA,1.4
2013-02-17,454000,0.0068305,0.0068305,4.53934375,2.458458333,NA,NA,NA,1.4
2013-02-18,454000,0.0068305,0.0068305,4.54440625,2.447302083,15,NA,NA,1.4
2013-02-19,454000,0.0068305,0.0068305,4.55834375,2.444520833,NA,NA,NA,1.4
2013-02-20,454000,0.0068305,0.0068305,4.557125,2.41921875,NA,NA,NA,1.4
2013-02-21,454000,0.0068305,0.0068305,4.580635417,2.430895833,NA,NA,NA,1.4
2013-02-22,454000,0.006706,0.006706,4.5890625,2.446125,NA,NA,NA,1.4
2013-02-23,454000,0.0066102,0.0066102,4.5880625,2.433135417,NA,NA,NA,1.4
2013-02-24,454000,0.0066102,0.0066102,4.59009375,2.397875,NA,NA,NA,1.4
2013-02-25,454000,0.0066102,0.0066102,4.593875,2.3868125,4,NA,8.19,1.4
2013-02-26,454000,0.0063899,0.0063899,4.58040625,2.373427083,NA,NA,NA,1.4
2013-02-27,454000,0.0063899,0.0063899,4.578854167,2.358677083,NA,NA,NA,1.4
2013-02-28,454000,0.0057576,0.0057576,4.577916667,2.35203125,NA,NA,NA,1.4
2013-03-01,454000,0.0051588,0.0051588,4.576541667,2.331010417,NA,NA,NA,1.4
2013-03-02,454000,0.0049624,0.0049624,4.56478125,2.32890625,NA,NA,NA,1.4
2013-03-03,454000,0.0045888,0.0045888,4.55865625,2.304197917,7,NA,NA,1.4
2013-03-04,454000,0.0045888,0.0045888,4.544875,2.304489583,NA,NA,NA,1.4
2013-03-05,454000,0.0047325,0.0047325,4.507333333,2.29028125,NA,NA,NA,1.4
2013-03-06,454000,0.0047756,0.0047756,4.493895833,2.268760417,NA,NA,NA,1.4
2013-03-07,454000,0.0047756,0.0047756,4.484979167,2.25246875,NA,NA,NA,1.4
2013-03-08,454000,0.0049624,0.0049624,4.479145833,2.22315625,NA,NA,NA,1.4
2013-03-09,454000,0.0049624,0.0049624,4.484958333,2.241114583,NA,NA,NA,1.4
2013-03-10,454000,0.0051588,0.0051588,4.489,2.209520833,4,NA,NA,1.4
2013-03-11,454000,0.0055564,0.0055564,4.489302083,2.190541667,NA,NA,NA,1.4
2013-03-12,454000,0.0053552,0.0053552,4.520645833,2.192072917,NA,NA,NA,1.4
2013-03-13,454000,0.0051588,0.0051588,4.54309375,2.187239583,NA,NA,NA,1.4
2013-03-14,454000,0.0053552,0.0053552,4.54059375,2.161041667,NA,NA,NA,1.4
2013-03-15,454000,0.0053552,0.0053552,4.543239583,2.170135417,NA,NA,NA,1.4
2013-03-16,454000,0.0051588,0.0051588,4.553125,2.172822917,NA,NA,NA,1.4
2013-03-17,454000,0.0051588,0.0051588,4.544083333,2.163479167,3,NA,NA,1.4
2013-03-18,454000,0.0049624,0.0049624,4.549104167,2.151854167,NA,NA,NA,1.4
2013-03-19,454000,0.0049624,0.0049624,4.557854167,2.14303125,NA,NA,NA,1.4
2013-03-20,454000,0.0047756,0.0047756,4.562645833,2.143177083,NA,NA,NA,1.4
2013-03-21,454000,0.0045888,0.0045888,4.572197917,2.113708333,NA,NA,NA,1.4
2013-03-22,454000,0.0047756,0.0047756,4.55840625,2.094791667,NA,NA,NA,1.4
2013-03-23,454000,0.0049624,0.0049624,4.553166667,2.07703125,NA,NA,NA,1.4
2013-03-24,454000,0.0049624,0.0049624,4.5573125,2.065979167,NA,NA,NA,1.4
2013-03-25,454000,0.0047756,0.0047756,4.5675625,2.064635417,4,NA,8.1,1.4
2013-03-26,454000,0.0045888,0.0045888,4.564875,2.0428125,NA,NA,NA,1.4
2013-03-27,454000,0.0045888,0.0045888,4.572020833,2.033583333,NA,NA,NA,1.4
2013-03-28,454000,0.0044068,0.0044068,4.571614583,2.03121875,NA,NA,NA,1.4
2013-03-29,454000,0.0042248,0.0042248,4.581729167,2.061354167,NA,NA,NA,1.4
2013-03-30,454000,0.0042248,0.0042248,4.546260417,2.021666667,NA,NA,NA,1.4
2013-03-31,454000,0.0038751,0.0038751,4.539333333,2.017041667,NA,NA,NA,1.4
2013-04-01,454000,0.0038751,0.0038751,4.536104167,2.012333333,6,NA,NA,1.4
2013-04-02,454000,0.0037075,0.0037075,4.54825,2.014770833,NA,NA,NA,1.4
2013-04-03,454000,0.0035446,0.0035446,4.52290625,1.9881875,NA,NA,NA,1.4
2013-04-04,454000,0.0035446,0.0035446,4.53321875,1.980520833,NA,NA,NA,1.4
2013-04-05,454000,0.0035446,0.0035446,4.550041667,1.98475,NA,NA,NA,1.4
2013-04-06,454000,0.0033817,0.0033817,4.580489583,2.015979167,NA,NA,NA,1.4
2013-04-07,454000,0.0033817,0.0033817,4.571166667,1.9835,5,NA,NA,1.4
2013-04-08,454000,0.0033817,0.0033817,4.556395833,1.964947917,NA,NA,NA,1.4
2013-04-09,454000,0.0033817,0.0033817,4.569760417,1.969291667,NA,NA,NA,1.4
2013-04-10,454000,0.0032237,0.0032237,4.59459375,1.981364583,NA,NA,NA,1.4
2013-04-11,454000,0.0032237,0.0032237,4.609708333,2.005479167,NA,NA,NA,1.4
2013-04-12,454000,0.0032237,0.0032237,4.61909375,2.0060625,NA,NA,NA,1.4
2013-04-13,454000,0.0033817,0.0033817,4.5856875,1.9618125,NA,NA,NA,1.4
2013-04-14,454000,0.0033817,0.0033817,4.63425,1.97790625,4,NA,NA,1.4
2013-04-15,454000,0.0033817,0.0033817,4.626625,1.976239583,NA,NA,NA,1.4
2013-04-16,454000,0.0040476,0.0040476,4.606489583,1.95275,NA,NA,NA,1.4
2013-04-17,454000,0.0053552,0.0053552,4.593104167,1.880291667,NA,NA,NA,1.4
2013-04-18,454000,0.0122528,0.0122528,4.59975,1.689729167,NA,NA,NA,1.4
2013-04-19,454000,0.0266228,0.0266228,4.57390625,1.399864583,NA,NA,NA,1.4
2013-04-20,454000,0.050865,0.050865,4.50928125,1.00921875,NA,NA,NA,1.4
2013-04-21,454000,0.0695125,0.0695125,4.49846875,0.900572917,7,NA,NA,1.4
2013-04-22,454000,0.0922267,0.0922267,4.544135417,1.0868125,NA,NA,NA,1.4
2013-04-23,454000,0.1404763,0.1404763,4.524572917,1.175416667,NA,NA,NA,1.4
2013-04-24,454000,0.1750314,0.1750314,4.5185,1.37209375,NA,NA,NA,1.4
2013-04-25,454000,0.1997095,0.1997095,4.506958333,1.491854167,NA,NA,NA,1.4
2013-04-26,454000,0.2330287,0.2330287,4.538239583,1.730864583,NA,NA,NA,1.4
2013-04-27,454000,0.2756022,0.2756022,4.509572917,1.970604167,NA,NA,NA,1.4
2013-04-28,454000,0.2842446,0.2842446,4.509604167,2.220302083,NA,NA,NA,1.4
2013-04-29,454000,0.2510948,0.2510948,4.510739583,2.29375,4,NA,7.83,1.4
2013-04-30,454000,0.2446515,0.2446515,4.509354167,2.445885417,NA,NA,NA,1.4
2013-05-01,454000,0.2442404,0.2442404,4.513447917,2.65303125,NA,NA,NA,1.4
2013-05-02,454000,0.2237642,0.2237642,4.492083333,2.830125,NA,NA,NA,1.4
2013-05-03,454000,0.20848,0.20848,4.5565,3.041864583,NA,NA,NA,1.4
2013-05-04,454000,0.1948873,0.1948873,4.559322917,3.10115625,NA,NA,NA,1.4
2013-05-05,454000,0.2035407,0.2035407,4.48725,3.1974375,5,NA,NA,1.4
2013-05-06,454000,0.2602208,0.2602208,4.47725,3.500166667,NA,NA,NA,1.4
2013-05-07,454000,0.359975,0.359975,4.419833333,4.042760417,NA,NA,NA,1.4
2013-05-08,454000,0.4083442,0.4083442,4.46134375,4.353625,NA,NA,NA,1.4
2013-05-09,454000,0.4691281,0.4691281,4.459520833,4.2395,NA,NA,NA,1.4
2013-05-10,454000,0.4736584,0.4736584,4.5034375,3.935260417,NA,NA,NA,1.4
2013-05-11,454000,0.409051,0.409051,4.350729167,4.116645833,NA,NA,NA,1.4
2013-05-12,454000,0.5411899,0.5411899,4.33190625,4.56871875,6,NA,NA,1.4
2013-05-13,454000,0.6240962,0.6240962,4.59690625,4.67746875,NA,NA,NA,1.4
2013-05-14,454000,0.5314365,0.5314365,4.2933125,4.835895833,NA,NA,NA,1.4
2013-05-15,454000,0.4039776,0.4039776,4.693114583,5.06175,NA,NA,NA,1.4
2013-05-16,454000,0.6086312,0.6086312,5.022645833,5.169635417,NA,NA,NA,1.4
2013-05-17,454000,0.6001721,0.6001721,4.875145833,5.492791667,NA,NA,NA,1.4
2013-05-18,454000,0.385878,0.385878,4.824854167,6.1558125,NA,NA,NA,1.4
2013-05-19,454000,0.5755256,0.5755256,4.79059375,7.757291667,7,NA,NA,1.4
2013-05-20,454000,0.5495083,0.5495083,4.862364583,9.837083333,NA,NA,NA,1.4
2013-05-21,454000,0.3972398,0.3972398,4.8565,10.969375,NA,NA,NA,1.4
2013-05-22,454000,0.5883258,0.5883258,4.910291667,11.13958333,NA,NA,NA,1.4
2013-05-23,454000,1.3070542,1.3070542,4.92884375,8.960520833,NA,NA,NA,1.4
2013-05-24,454000,0.9707387,0.9707387,4.84746875,8.967604167,NA,NA,NA,1.4
2013-05-25,454000,0.4737755,0.4737755,4.78803125,8.780520833,NA,NA,NA,1.4
2013-05-26,454000,0.2850102,0.2850102,4.767125,9.7803125,5,NA,9.27,1.4
2013-05-27,454000,0.2318084,0.2318084,4.870416667,10.981875,NA,NA,NA,1.4
2013-05-28,454000,0.2387808,0.2387808,4.83271875,12.4053125,NA,NA,NA,1.4
2013-05-29,454000,0.231334,0.231334,4.812145833,11.38010417,NA,NA,NA,1.4
2013-05-30,454000,0.2060926,0.2060926,4.80665625,12.4221875,NA,NA,NA,1.4
2013-05-31,454000,0.1856474,0.1856474,4.8006875,12.65145833,NA,NA,NA,1.4
2013-06-01,454000,0.1798806,0.1798806,4.801041667,14.20416667,NA,NA,NA,1.4
2013-06-02,454000,0.2353061,0.2353061,4.835322917,14.655625,NA,NA,NA,1.4
2013-06-03,454000,0.2861623,0.2861623,4.80215625,14.0040625,5,NA,NA,1.4
